"rowGrp","colGrp","rowLevels","colLevels","totPOP","totPOP_se"
"Condition","ind","Acute Bronchitis and URI","Total",33632365.1672912,1130094.21468709
"Condition","ind","Allergic reactions","Total",5509322.11802622,340983.916800109
"Condition","ind","Anemia and other deficiencies","Total",2018073.78289176,181164.858799488
"Condition","ind","Appendicitis","Total",247673.70049938,68121.3793822079
"Condition","ind","Back problems","Total",13760136.1130484,588742.215286594
"Condition","ind","Cancer","Total",8966559.73775872,501058.107728893
"Condition","ind","Cataract","Total",3661015.65709891,278262.190927399
"Condition","ind","Cerebrovascular disease","Total",2083066.92066721,194683.299601383
"Condition","ind","CNS infection","Total",214772.107725957,65251.3591278019
"Condition","ind","Coma, brain damage","Total",41282.4333840517,22347.2973414918
"Condition","ind","Complications of pregnancy and birth","Total",734624.390909829,114961.23499875
"Condition","ind","Complications of surgery or device","Total",1077825.70657686,138491.534509159
"Condition","ind","Congenital anomalies","Total",1646588.13482798,173109.486663339
"Condition","ind","COPD, asthma","Total",41110109.3836165,1455139.90655195
"Condition","ind","Diabetes mellitus","Total",10785511.6900057,541999.194301613
"Condition","ind","Disorders of mouth and esophagus","Total",1067969.13808944,142775.271507582
"Condition","ind","Disorders of teeth and jaws","Total",7120288.28236024,438127.180784582
"Condition","ind","Disorders of the upper GI","Total",11161695.5828131,474580.430355974
"Condition","ind","Epilepsy and convulsions","Total",2405272.72266626,197496.339846351
"Condition","ind","Female genital disorders, and contraception","Total",14587087.6789676,695186.115985616
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",2157697.25442722,206382.469969774
"Condition","ind","Glaucoma","Total",3052461.91841009,251058.966078678
"Condition","ind","Headache","Total",7130959.78841889,379324.227319037
"Condition","ind","Heart disease","Total",17134834.3449228,815477.704766412
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",805213.473773845,119788.540396444
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",1105217.17561609,134608.411110085
"Condition","ind","Hernias","Total",2888119.56415567,252997.94014457
"Condition","ind","Hyperlipidemia","Total",10005232.7757367,541385.809848715
"Condition","ind","Hypertension","Total",28467602.0435263,937680.928261556
"Condition","ind","Infectious diseases","Total",16878182.8865964,700361.751109654
"Condition","ind","Influenza","Total",5370288.6609146,342944.18501478
"Condition","ind","Intestinal infection","Total",7103149.25231296,418459.952734545
"Condition","ind","Kidney Disease","Total",2296783.11646521,223865.874432839
"Condition","ind","Male genital disorders","Total",2586842.53471418,227511.644027243
"Condition","ind","Mental disorders","Total",22104248.3050183,836086.624975993
