"rowGrp","colGrp","rowLevels","colLevels","totEVT","totEVT_se"
"ind","ind","Total","Total",5918213933.85178,154614974.565557
"ind","event","Total","DVT",311060129.788989,9440596.37550285
"ind","event","Total","ERT",65577880.691423,2041475.94179546
"ind","event","Total","HHT",47540351.966463,3620469.62580111
"ind","event","Total","IPT",28396864.751949,1200998.44876241
"ind","event","Total","OBV",1876591863.10564,52868369.4861537
"ind","event","Total","OPT",167863954.250979,9390090.62676624
"ind","event","Total","RX",3421182889.29633,97796191.5014748
"ind","sop","Total","XP",5768615653.95751,150616889.491916
"ind","sop","Total","SF",3694175368.70208,102852230.030272
"ind","sop","Total","PR",1947768353.67325,66305245.0161711
"ind","sop","Total","MR",1621426331.38925,58159797.3924754
"ind","sop","Total","MD",864744434.357944,40262569.0562707
"ind","sop","Total","OZ",425243914.335418,23623031.3985336
"ind","agegrps","Total","Under 5",125858027.922533,9324000.61724556
"ind","agegrps","Total","5-17",415148134.789618,19670894.8172629
"ind","agegrps","Total","18-44",1164207886.05971,49741001.9665594
"ind","agegrps","Total","45-64",2143872818.98739,76838158.6908023
"ind","agegrps","Total","65+",2069127066.09252,75294600.5713973
"ind","region","Total","Northeast",1178202704.50087,49502630.47346
"ind","region","Total","Midwest",1428112783.12145,82959785.6489918
"ind","region","Total","South",2139736298.38738,95615535.6185293
"ind","region","Total","West",1172162147.84207,55232848.9672116
"ind","married","Total","Married",2815542018.94166,100483944.529766
"ind","married","Total","Widowed",692286405.239516,33634875.4702052
"ind","married","Total","Divorced",850039545.251376,40451687.4805349
"ind","married","Total","Separated",125493973.519877,14521846.737771
"ind","married","Total","Never married",979968242.114076,42950215.282779
"ind","married","Total","Inapplicable (age < 16)",454883748.785273,21168848.7093822
"ind","race","Total","Hispanic",614928432.508297,44266781.4374566
"ind","race","Total","White",4328763864.44472,135909577.024219
"ind","race","Total","Black",600434723.44063,34398885.673125
"ind","race","Total","Amer. Indian, AK Native, or mult. races",182304780.905266,23857213.8530369
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",191782132.552859,19648544.243956
"ind","sex","Total","Male",2474798829.57374,80174990.3024968
"ind","sex","Total","Female",3443415104.27803,91417904.6949262
"ind","education","Total","Less than high school",757298974.494306,35977818.0287253
"ind","education","Total","High school",1457768798.03305,57565030.5438274
"ind","education","Total","Some college",3138036750.47334,99413970.6489969
"ind","education","Total","Inapplicable (age < 18)",541006162.712151,23971734.8217098
"ind","education","Total","Missing",24103248.138925,4597028.49239253
"ind","employed","Total","Employed",2193895700.74067,71505341.5232644
"ind","employed","Total","Not employed",3268118339.41381,99910827.0530879
"ind","employed","Total","Inapplicable (age < 16)",454883748.785273,21168848.7093822
"ind","insurance","Total","Any private, all ages",3620872758.84303,117529346.981694
"ind","insurance","Total","Public only, all ages",2105286072.19567,77108596.0552464
"ind","insurance","Total","Uninsured, all ages",192055102.813079,14636453.463516
"ind","poverty","Total","Negative or poor",935619118.579778,46495615.9008718
"ind","poverty","Total","Near-poor",361438033.227844,25840970.7728078
"ind","poverty","Total","Low income",801680523.405788,37336576.9320507
"ind","poverty","Total","Middle income",1511640986.78527,56596553.8085264
"ind","poverty","Total","High income",2307835271.8531,86026125.5761903
"ind","health","Total","Excellent",868195209.801364,34429332.3476923
"ind","health","Total","Very good",1539430064.20355,55412498.7987716
"ind","health","Total","Good",1771602841.04634,65832404.8808336
"ind","health","Total","Fair",1187786578.27492,58051145.3884894
"ind","health","Total","Poor",547630356.998492,37773677.0464683
"ind","mnhlth","Total","Excellent",1525599862.48164,56320478.8118218
"ind","mnhlth","Total","Very good",1539175670.90983,52711767.0440764
"ind","mnhlth","Total","Good",1759083511.33941,71560293.3719234
"ind","mnhlth","Total","Fair",808336540.082926,40741419.9995608
"ind","mnhlth","Total","Poor",282442020.593167,24607964.3294254
"ind","agegrps_v2X","Total","Under 18",541006162.712151,23971734.8217098
"ind","agegrps_v2X","Total","18-64",3308080705.04711,105297091.562741
"ind","agegrps_v2X","Total","65+",2069127066.09252,75294600.5713973
"ind","insurance_v2X","Total","<65, Any private",2521042814.01382,87786439.1657522
"ind","insurance_v2X","Total","<65, Public only",1137773748.27907,57027569.5359066
"ind","insurance_v2X","Total","<65, Uninsured",190270305.466359,14544614.5622796
"ind","insurance_v2X","Total","65+, Medicare only",647756062.787377,36166746.3581128
"ind","insurance_v2X","Total","65+, Medicare and private",1085909216.73207,54634115.5002486
"ind","insurance_v2X","Total","65+, Medicare and other public",319752278.526058,22780925.5715937
"ind","insurance_v2X","Total","65+, No medicare",15709508.047008,3364001.48449902
"ind","event_v2X","Total","Missing",26675430.659771,3010916.08447681
"ind","event_v2X","Total","OBD",1067597834.62675,27520225.6728163
"ind","event_v2X","Total","OBO",786644078.963377,30309989.7590011
