"rowGrp","colGrp","rowLevels","colLevels","pctEXP","pctEXP_se"
"ind","ind","Total","Total",0.851227658512614,0.00353743899554401
"ind","event","Total","TOT",0.851227658512614,0.00353743899554401
"ind","event","Total","DVT",0.414358458118219,0.00595311820506826
"ind","event","Total","RX",0.613518165421522,0.00495261842263878
"ind","event","Total","OBV",0.733677473450186,0.0044477957330529
"ind","event","Total","OBD",0.666565283461114,0.00476003733549973
"ind","event","Total","OBO",0.386206901223141,0.00585783016025119
"ind","event","Total","OPT",0.16381931324618,0.0049689893263447
"ind","event","Total","OPY",0.09315369288082,0.00326523611524119
"ind","event","Total","OPZ",0.0983094100432142,0.00420536574177919
"ind","event","Total","ERT",0.133906786041392,0.00298442175078162
"ind","event","Total","IPT",0.0657779132928722,0.00214714080186763
"ind","event","Total","HHT",0.0269404895094764,0.00137449234029992
"ind","event","Total","OMA",0.188698168817829,0.00420400725928057
"ind","sop","Total","EXP",0.851227658512614,0.00353743899554401
"ind","sop","Total","SLF",0.72349297045677,0.00566863230260935
"ind","sop","Total","PTR",0.543086364611565,0.00822210761359303
"ind","sop","Total","MCR",0.175737992121108,0.00428289113258326
"ind","sop","Total","MCD",0.230649905937736,0.00513779277302366
"ind","sop","Total","OTZ",0.178476884971653,0.00387054478834087
"ind","agegrps","Total","Under 5",0.90710263747497,0.00750272302721595
"ind","agegrps","Total","5-17",0.860799319709665,0.00680395918405458
"ind","agegrps","Total","18-44",0.763933592233765,0.0065275624637011
"ind","agegrps","Total","45-64",0.885169036700771,0.00458640228153492
"ind","agegrps","Total","65+",0.963639093665357,0.00364423349884028
"ind","region","Total","Northeast",0.863502485492519,0.009339651490898
"ind","region","Total","Midwest",0.891245937922739,0.00516216248113628
"ind","region","Total","South",0.832326147522322,0.00634541134339183
"ind","region","Total","West",0.835775230471644,0.00712424431697286
"ind","married","Total","Married",0.874721819099172,0.00480272040317863
"ind","married","Total","Widowed",0.957900455159336,0.00584606200225066
"ind","married","Total","Divorced",0.883862117030078,0.00861077459073604
"ind","married","Total","Separated",0.805029259251339,0.0214103198982658
"ind","married","Total","Never married",0.760706791678927,0.00666350644196132
"ind","married","Total","Inapplicable (age < 16)",0.878174734317749,0.00569500351190545
"ind","married","Total","Missing",0,0
"ind","race","Total","Hispanic",0.74666942885144,0.00791567191191072
