"rowGrp","colGrp","rowLevels","colLevels","medEXP","medEXP_se"
"ind","ind","Total","Total",1373,35.9700487131881
"ind","event","Total","TOT",1373,35.9700487131881
"ind","event","Total","DVT",271,5.61234802617119
"ind","event","Total","RX",290,10.4593758669554
"ind","event","Total","OBV",535,11.2246960523424
"ind","event","Total","OBD",407,8.16341531079446
"ind","event","Total","OBO",289,8.92873549618145
"ind","event","Total","OPT",636,34.6945150708765
"ind","event","Total","OPY",966,76.0218050817735
"ind","event","Total","OPZ",381,13.265549880041
"ind","event","Total","ERT",749,20.1534315485238
"ind","event","Total","IPT",9845,313.271062551738
"ind","event","Total","HHT",3056,315.567023107899
"ind","event","Total","OMA",250,5.35724129770887
"ind","sop","Total","EXP",1373,35.9700487131881
"ind","sop","Total","SLF",303,6.88788166848283
"ind","sop","Total","PTR",843,19.6432180915992
"ind","sop","Total","MCR",2256,92.858849160287
"ind","sop","Total","MCD",382,15.0512969792773
"ind","sop","Total","OTZ",291,14.5410835223526
"ind","agegrps","Total","Under 5",599,25.5106728462327
"ind","agegrps","Total","5-17",632,23.2147122900718
"ind","agegrps","Total","18-44",893,27.8066334023936
"ind","agegrps","Total","45-64",2165,66.8379628571297
"ind","agegrps","Total","65+",4875,161.227452388191
"ind","region","Total","Northeast",1709,85.4607540348795
"ind","region","Total","Midwest",1523,75.2564848963865
"ind","region","Total","South",1243,48.4702784078421
"ind","region","Total","West",1276,66.5828561286673
"ind","married","Total","Married",2003,51.0213456924654
"ind","married","Total","Widowed",4985,242.861605496135
"ind","married","Total","Divorced",2712,134.441245899646
"ind","married","Total","Separated",2470,419.650568320528
"ind","married","Total","Never married",947,35.9700487131881
"ind","married","Total","Inapplicable (age < 16)",597,17.3472575354382
"ind","race","Total","Hispanic",725,30.3577006870169
"ind","race","Total","White",1818,49.2355985932291
"ind","race","Total","Black",1061,43.6232505670579
"ind","race","Total","Amer. Indian, AK Native, or mult. races",1080,128.31868441655
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",816,63.7766821155817
"ind","sex","Total","Male",1138,42.092610196284
"ind","sex","Total","Female",1606,46.6845313086058
"ind","education","Total","Less than high school",1784,116.583774907283
"ind","education","Total","High school",1918,72.4503108833009
"ind","education","Total","Some college",1946,47.1947447655305
"ind","education","Total","Inapplicable (age < 18)",620,17.0921508069759
"ind","education","Total","Missing",1320,940.5785078406
"ind","employed","Total","Employed",1266,36.2251554416504
"ind","employed","Total","Not employed",3362,113.522494165736
"ind","employed","Total","Inapplicable (age < 16)",597,17.3472575354382
"ind","employed","Total","Missing",5450,0
"ind","insurance","Total","Any private, all ages",1486,43.1130371101333
"ind","insurance","Total","Public only, all ages",1476,81.12393965102
"ind","insurance","Total","Uninsured, all ages",445,27.296419945469
"ind","poverty","Total","Negative or poor",962,70.4094570556023
"ind","poverty","Total","Near-poor",1579,179.084923380554
"ind","poverty","Total","Low income",1123,56.6336937186366
"ind","poverty","Total","Middle income",1205,52.0417726063147
"ind","poverty","Total","High income",1788,55.8683735332496
"ind","health","Total","Excellent",755,22.1942853762224
"ind","health","Total","Very good",1320,41.5823967393593
"ind","health","Total","Good",2022,80.6137261940953
"ind","health","Total","Fair",4794,269.137598527755
"ind","health","Total","Poor",10754,896.189937088155
"ind","health","Total","Missing",10889,2727.6011407192
"ind","mnhlth","Total","Excellent",894,25.765779574695
"ind","mnhlth","Total","Very good",1428,54.592839890938
"ind","mnhlth","Total","Good",1984,98.9814106433829
"ind","mnhlth","Total","Fair",4543,280.107187851635
"ind","mnhlth","Total","Poor",9140,1022.46776767701
"ind","mnhlth","Total","Missing",10889,2320.19569536486
"ind","agegrps_v2X","Total","Under 18",620,17.0921508069759
"ind","agegrps_v2X","Total","18-64",1369,41.327290010897
"ind","agegrps_v2X","Total","65+",4875,161.227452388191
"ind","insurance_v2X","Total","<65, Any private",1180,33.4189814285648
"ind","insurance_v2X","Total","<65, Public only",806,38.5211159978114
"ind","insurance_v2X","Total","<65, Uninsured",445,28.827060316243
"ind","insurance_v2X","Total","65+, Medicare only",4315,248.218846793844
"ind","insurance_v2X","Total","65+, Medicare and private",5047,227.300095059933
"ind","insurance_v2X","Total","65+, Medicare and other public",7302,519.397299149298
"ind","insurance_v2X","Total","65+, No medicare",2032,696.18626197369
"event","sop","TOT","EXP",1373,35.9700487131881
"event","sop","TOT","SLF",303,6.88788166848283
"event","sop","TOT","PTR",843,19.6432180915992
"event","sop","TOT","MCR",2256,92.858849160287
"event","sop","TOT","MCD",382,15.0512969792773
"event","sop","TOT","OTZ",291,14.5410835223526
"event","sop","DVT","EXP",271,5.61234802617119
"event","sop","DVT","SLF",150,4.59192111232189
"event","sop","DVT","PTR",238,4.84702784078421
"event","sop","DVT","MCR",207,26.7862064885443
"event","sop","DVT","MCD",142,3.82660092693491
"event","sop","DVT","OTZ",195,10.7144825954177
"event","sop","RX","EXP",290,10.4593758669554
"event","sop","RX","SLF",80,2.55106728462327
