"rowGrp","colGrp","rowLevels","n","n_se"
"ind","insurance","Total",23565,0
"ind","ins_lt65","Total",20771,0
"ind","ins_ge65","Total",2794,0
"agegrps","insurance","Under 5",1766,0
"agegrps","insurance","5-17",5113,0
"agegrps","insurance","18-44",8806,0
"agegrps","insurance","45-64",5086,0
"agegrps","insurance","65+",2794,0
"agegrps","ins_lt65","Under 5",1766,0
"agegrps","ins_lt65","5-17",5113,0
"agegrps","ins_lt65","18-44",8806,0
"agegrps","ins_lt65","45-64",5086,0
"agegrps","ins_ge65","65+",2794,0
"region","insurance","Northeast",4031,0
"region","insurance","Midwest",4657,0
"region","insurance","South",8764,0
"region","insurance","West",6113,0
"region","ins_lt65","Northeast",3478,0
"region","ins_lt65","Midwest",4041,0
"region","ins_lt65","South",7705,0
"region","ins_lt65","West",5547,0
"region","ins_ge65","Northeast",553,0
"region","ins_ge65","Midwest",616,0
"region","ins_ge65","South",1059,0
"region","ins_ge65","West",566,0
"married","insurance","Married",9768,0
"married","insurance","Widowed",1236,0
"married","insurance","Divorced",1715,0
"married","insurance","Separated",370,0
"married","insurance","Never married",4361,0
"married","insurance","Inapplicable (age < 16)",6115,0
"married","ins_lt65","Married",8230,0
"married","ins_lt65","Widowed",288,0
"married","ins_lt65","Divorced",1526,0
"married","ins_lt65","Separated",347,0
"married","ins_lt65","Never married",4265,0
"married","ins_lt65","Inapplicable (age < 16)",6115,0
"married","ins_ge65","Married",1538,0
"married","ins_ge65","Widowed",948,0
"married","ins_ge65","Divorced",189,0
"married","ins_ge65","Separated",23,0
"married","ins_ge65","Never married",96,0
"race","insurance","Hispanic",5852,0
"race","insurance","Black",3239,0
"race","insurance","White and other",14474,0
"race","ins_lt65","Hispanic",5567,0
"race","ins_lt65","Black",2873,0
"race","ins_lt65","White and other",12331,0
"race","ins_ge65","Hispanic",285,0
"race","ins_ge65","Black",366,0
"race","ins_ge65","White and other",2143,0
"sex","insurance","Male",11287,0
"sex","insurance","Female",12278,0
"sex","ins_lt65","Male",10088,0
"sex","ins_lt65","Female",10683,0
"sex","ins_ge65","Male",1199,0
"sex","ins_ge65","Female",1595,0
"racesex","insurance","Female, Black",1806,0
