"rowGrp","colGrp","rowLevels","colLevels","n_exp","n_exp_se"
"Condition","ind","Acute Bronchitis and URI","Total",2484,0
"Condition","ind","Allergic reactions","Total",559,0
"Condition","ind","Anemia and other deficiencies","Total",332,0
"Condition","ind","Appendicitis","Total",28,0
"Condition","ind","Back problems","Total",1624,0
"Condition","ind","Cancer","Total",1122,0
"Condition","ind","Cataract","Total",327,0
"Condition","ind","Cerebrovascular disease","Total",343,0
"Condition","ind","CNS infection","Total",14,0
"Condition","ind","Coma, brain damage","Total",4,0
"Condition","ind","Complications of pregnancy and birth","Total",132,0
"Condition","ind","Complications of surgery or device","Total",70,0
"Condition","ind","Congenital anomalies","Total",130,0
"Condition","ind","COPD, asthma","Total",4302,0
"Condition","ind","Diabetes mellitus","Total",2265,0
"Condition","ind","Disorders of mouth and esophagus","Total",80,0
"Condition","ind","Disorders of teeth and jaws","Total",634,0
"Condition","ind","Disorders of the upper GI","Total",2043,0
"Condition","ind","Epilepsy and convulsions","Total",211,0
"Condition","ind","Female genital disorders, and contraception","Total",1106,0
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",288,0
"Condition","ind","Glaucoma","Total",301,0
"Condition","ind","Headache","Total",712,0
"Condition","ind","Heart disease","Total",2020,0
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",98,0
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",238,0
"Condition","ind","Hernias","Total",156,0
"Condition","ind","Hyperlipidemia","Total",4127,0
"Condition","ind","Hypertension","Total",5536,0
"Condition","ind","Infectious diseases","Total",1322,0
"Condition","ind","Influenza","Total",175,0
"Condition","ind","Intestinal infection","Total",642,0
"Condition","ind","Kidney Disease","Total",413,0
"Condition","ind","Male genital disorders","Total",384,0
"Condition","ind","Mental disorders","Total",3365,0
"Condition","ind","Non-malignant breast disease","Total",150,0
"Condition","ind","Non-malignant neoplasm","Total",304,0
"Condition","ind","Normal birth/live born","Total",614,0
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",3325,0
"Condition","ind","Other bone and musculoskeletal disease","Total",659,0
"Condition","ind","Other care and screening","Total",1731,0
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",555,0
"Condition","ind","Other CNS disorders","Total",1253,0
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",1200,0
"Condition","ind","Other eye disorders","Total",1304,0
"Condition","ind","Other GI","Total",744,0
"Condition","ind","Other stomach and intestinal disorders","Total",169,0
"Condition","ind","Other urinary","Total",437,0
"Condition","ind","Otitis media","Total",863,0
"Condition","ind","Paralysis","Total",30,0
"Condition","ind","Perinatal Conditions","Total",18,0
"Condition","ind","Pneumonia","Total",331,0
"Condition","ind","Poisoning by medical and non-medical substances","Total",128,0
"Condition","ind","Residual Codes","Total",1877,0
"Condition","ind","Skin disorders","Total",1852,0
"Condition","ind","Symptoms","Total",770,0
"Condition","ind","Systemic lupus and connective tissues disorders","Total",1379,0
"Condition","ind","Thyroid disease","Total",1396,0
"Condition","ind","Tonsillitis","Total",114,0
"Condition","ind","Trauma-related disorders","Total",2798,0
"Condition","ind","Urinary tract infections","Total",651,0
"Condition","event","Acute Bronchitis and URI","ERT",168,0
"Condition","event","Allergic reactions","ERT",57,0
"Condition","event","Anemia and other deficiencies","ERT",8,0
"Condition","event","Appendicitis","ERT",13,0
"Condition","event","Back problems","ERT",107,0
"Condition","event","Cancer","ERT",34,0
"Condition","event","Cerebrovascular disease","ERT",54,0
"Condition","event","CNS infection","ERT",3,0
"Condition","event","Complications of pregnancy and birth","ERT",30,0
"Condition","event","Complications of surgery or device","ERT",9,0
"Condition","event","Congenital anomalies","ERT",8,0
"Condition","event","COPD, asthma","ERT",334,0
"Condition","event","Diabetes mellitus","ERT",59,0
"Condition","event","Disorders of mouth and esophagus","ERT",3,0
"Condition","event","Disorders of teeth and jaws","ERT",37,0
"Condition","event","Disorders of the upper GI","ERT",100,0
"Condition","event","Epilepsy and convulsions","ERT",39,0
"Condition","event","Female genital disorders, and contraception","ERT",53,0
"Condition","event","Gallbladder, pancreatic, and liver disease","ERT",75,0
