"rowGrp","colGrp","rowLevels","colLevels","totPOP","totPOP_se"
"Condition","ind","Acute Bronchitis and URI","Total",30124522.471552,1089940.41579157
"Condition","ind","Allergic reactions","Total",6779783.798959,359530.398370391
"Condition","ind","Anemia and other deficiencies","Total",2955521.269715,203532.800053053
"Condition","ind","Appendicitis","Total",260065.240034,70865.9166693222
"Condition","ind","Back problems","Total",20508613.315193,821682.061035313
"Condition","ind","Cancer","Total",14326200.917558,632160.517934768
"Condition","ind","Cataract","Total",3903003.513222,280216.170981288
"Condition","ind","Cerebrovascular disease","Total",3772229.175656,300425.618948094
"Condition","ind","CNS infection","Total",149579.801091,42906.3572173112
"Condition","ind","Coma, brain damage","Total",23058.306024,12779.8344569183
"Condition","ind","Complications of pregnancy and birth","Total",1319143.583367,153771.296162911
"Condition","ind","Complications of surgery or device","Total",873240.067608,130433.673463836
"Condition","ind","Congenital anomalies","Total",1741105.549721,182338.016684695
"Condition","ind","COPD, asthma","Total",46993816.578183,1417347.20072061
"Condition","ind","Diabetes mellitus","Total",21979732.169148,728563.820126429
"Condition","ind","Disorders of mouth and esophagus","Total",913447.336413,122835.153770815
"Condition","ind","Disorders of teeth and jaws","Total",6836933.970118,391734.776682205
"Condition","ind","Disorders of the upper GI","Total",23085335.486066,755192.752063414
"Condition","ind","Epilepsy and convulsions","Total",2255165.141743,192942.017991767
"Condition","ind","Female genital disorders, and contraception","Total",14001185.621548,650568.687618791
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",3117092.76007,243097.545387937
"Condition","ind","Glaucoma","Total",3357405.996242,270309.610860709
"Condition","ind","Headache","Total",8296656.095498,419054.057034594
"Condition","ind","Heart disease","Total",23061320.83374,778213.369224954
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",1071238.867887,127496.532281391
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",3226126.21461,248653.684239344
"Condition","ind","Hernias","Total",1819797.743147,178891.191470161
"Condition","ind","Hyperlipidemia","Total",45981629.731957,1288857.47036492
"Condition","ind","Hypertension","Total",58659423.03561,1467771.03291325
"Condition","ind","Infectious diseases","Total",15980849.798458,606895.687297825
"Condition","ind","Influenza","Total",1828138.81282,230141.42443645
"Condition","ind","Intestinal infection","Total",6695549.321028,459920.317539535
"Condition","ind","Kidney Disease","Total",4259081.270404,271958.728830863
"Condition","ind","Male genital disorders","Total",4849565.240553,290239.209867181
"Condition","ind","Mental disorders","Total",41021898.064743,1191852.68130627
"Condition","ind","Non-malignant breast disease","Total",1922974.049906,182796.616328926
