"rowGrp","colGrp","rowLevels","colLevels","n","n_se"
"ind","ind","Total","Total",23565,0
"ind","event","Total","TOT",19438,0
"ind","event","Total","DVT",9221,0
"ind","event","Total","RX",14246,0
"ind","event","Total","OBT",16161,0
"ind","event","Total","OBD",15328,0
"ind","event","Total","OBO",5194,0
"ind","event","Total","OPT",2981,0
"ind","event","Total","OPD",1675,0
"ind","event","Total","OPO",1697,0
"ind","event","Total","ERT",2783,0
"ind","event","Total","IPD",1731,0
"ind","event","Total","HHT",465,0
"ind","event","Total","OMA",3945,0
"ind","sop","Total","EXP",19302,0
"ind","sop","Total","SLF",17628,0
"ind","sop","Total","PTR",12633,0
"ind","sop","Total","MCR",2846,0
"ind","sop","Total","MCD",3064,0
"ind","sop","Total","OTZ",3601,0
"ind","agegrps","Total","Under 5",1766,0
"ind","agegrps","Total","5-17",5113,0
"ind","agegrps","Total","18-44",8806,0
"ind","agegrps","Total","45-64",5086,0
"ind","agegrps","Total","65+",2794,0
"event","sop","TOT","EXP",19302,0
"event","sop","TOT","SLF",17628,0
"event","sop","TOT","PTR",12633,0
"event","sop","TOT","MCR",2846,0
"event","sop","TOT","MCD",3064,0
"event","sop","TOT","OTZ",3601,0
"event","sop","DVT","EXP",8946,0
"event","sop","DVT","SLF",6244,0
"event","sop","DVT","PTR",5245,0
"event","sop","DVT","MCR",85,0
"event","sop","DVT","MCD",755,0
"event","sop","DVT","OTZ",514,0
"event","sop","RX","EXP",14246,0
"event","sop","RX","SLF",13678,0
"event","sop","RX","PTR",7819,0
"event","sop","RX","MCR",732,0
"event","sop","RX","MCD",1908,0
"event","sop","RX","OTZ",637,0
"event","sop","OBV","EXP",15892,0
"event","sop","OBV","SLF",12094,0
"event","sop","OBV","PTR",10106,0
"event","sop","OBV","MCR",2533,0
"event","sop","OBV","MCD",2298,0
"event","sop","OBV","OTZ",2194,0
"event","sop","OBD","EXP",15091,0
"event","sop","OBD","SLF",11307,0
"event","sop","OBD","PTR",9632,0
"event","sop","OBD","MCR",2459,0
"event","sop","OBD","MCD",2163,0
"event","sop","OBD","OTZ",1924,0
"event","sop","OBO","EXP",4971,0
"event","sop","OBO","SLF",3114,0
"event","sop","OBO","PTR",2837,0
"event","sop","OBO","MCR",770,0
"event","sop","OBO","MCD",488,0
"event","sop","OBO","OTZ",599,0
"event","sop","OPT","EXP",2922,0
"event","sop","OPT","SLF",1317,0
"event","sop","OPT","PTR",1934,0
"event","sop","OPT","MCR",826,0
"event","sop","OPT","MCD",379,0
"event","sop","OPT","OTZ",593,0
"event","sop","OPY","EXP",1614,0
"event","sop","OPY","SLF",692,0
"event","sop","OPY","PTR",1023,0
"event","sop","OPY","MCR",432,0
"event","sop","OPY","MCD",234,0
"event","sop","OPY","OTZ",355,0
"event","sop","OPZ","EXP",1673,0
"event","sop","OPZ","SLF",687,0
"event","sop","OPZ","PTR",1154,0
"event","sop","OPZ","MCR",519,0
"event","sop","OPZ","MCD",168,0
"event","sop","OPZ","OTZ",287,0
"event","sop","ERT","EXP",2608,0
"event","sop","ERT","SLF",1238,0
"event","sop","ERT","PTR",1475,0
"event","sop","ERT","MCR",461,0
"event","sop","ERT","MCD",524,0
"event","sop","ERT","OTZ",487,0
"event","sop","IPT","EXP",1697,0
"event","sop","IPT","SLF",647,0
"event","sop","IPT","PTR",968,0
"event","sop","IPT","MCR",600,0
"event","sop","IPT","MCD",433,0
"event","sop","IPT","OTZ",363,0
"event","sop","HHT","EXP",426,0
"event","sop","HHT","SLF",102,0
"event","sop","HHT","PTR",84,0
"event","sop","HHT","MCR",180,0
"event","sop","HHT","MCD",105,0
"event","sop","HHT","OTZ",150,0
"event","sop","OMA","EXP",3945,0
"event","sop","OMA","SLF",3255,0
"event","sop","OMA","PTR",1043,0
"event","sop","OMA","MCR",143,0
"event","sop","OMA","MCD",321,0
"event","sop","OMA","OTZ",161,0
"event","agegrps","TOT","Under 5",1519,0
"event","agegrps","TOT","5-17",4054,0
"event","agegrps","TOT","18-44",6730,0
"event","agegrps","TOT","45-64",4464,0
"event","agegrps","TOT","65+",2671,0
"event","agegrps","DVT","Under 5",231,0
"event","agegrps","DVT","5-17",2387,0
"event","agegrps","DVT","18-44",3220,0
"event","agegrps","DVT","45-64",2261,0
"event","agegrps","DVT","65+",1122,0
"event","agegrps","RX","Under 5",1012,0
"event","agegrps","RX","5-17",2292,0
"event","agegrps","RX","18-44",4783,0
"event","agegrps","RX","45-64",3693,0
"event","agegrps","RX","65+",2466,0
"event","agegrps","OBT","Under 5",1402,0
"event","agegrps","OBT","5-17",3142,0
"event","agegrps","OBT","18-44",5293,0
"event","agegrps","OBT","45-64",3844,0
"event","agegrps","OBT","65+",2480,0
"event","agegrps","OBD","Under 5",1356,0
"event","agegrps","OBD","5-17",2933,0
"event","agegrps","OBD","18-44",4922,0
"event","agegrps","OBD","45-64",3684,0
"event","agegrps","OBD","65+",2433,0
"event","agegrps","OBO","Under 5",232,0
"event","agegrps","OBO","5-17",786,0
"event","agegrps","OBO","18-44",1698,0
"event","agegrps","OBO","45-64",1451,0
"event","agegrps","OBO","65+",1027,0
"event","agegrps","OPT","Under 5",103,0
"event","agegrps","OPT","5-17",275,0
"event","agegrps","OPT","18-44",808,0
"event","agegrps","OPT","45-64",1003,0
"event","agegrps","OPT","65+",792,0
"event","agegrps","OPD","Under 5",72,0
"event","agegrps","OPD","5-17",188,0
"event","agegrps","OPD","18-44",470,0
