"rowGrp","colGrp","rowLevels","colLevels","meanEVT","meanEVT_se"
"ind","ind","Total","Total",151.557535892497,3.63145486517634
"ind","event","Total","DVT",176.417231853001,4.62847785707534
"ind","event","Total","ERT",399.603001217603,16.669926967861
"ind","event","Total","HHT",1033.9374753067,121.829231249479
"ind","event","Total","IPT",7792.13758543244,324.653659473234
"ind","event","Total","OBV",93.1662608187274,1.67394540468092
"ind","event","Total","OPT",450.646910404767,21.0343479963811
"ind","event","Total","RX",45.5785455124579,0.603269112745839
"ind","sop","Total","XP",151.557535892497,3.63145486517634
"ind","sop","Total","SF",27.7896990172301,0.541355038201731
"ind","sop","Total","PR",61.5739990803549,2.52564472747836
"ind","sop","Total","MR",34.5620102881014,2.03911780454369
"ind","sop","Total","MD",13.4079458833674,1.34118781215909
"ind","sop","Total","OZ",14.2238816234437,1.24786288752364
"ind","agegrps","Total","Under 5",135.430598362266,18.255653675098
"ind","agegrps","Total","5-17",120.587841177454,6.57030861252736
"ind","agegrps","Total","18-44",154.141733519995,7.43976867796506
"ind","agegrps","Total","45-64",133.989172967108,5.6415093029092
"ind","agegrps","Total","65+",179.671696748613,7.57598449615582
"ind","region","Total","Northeast",156.290663230849,8.19792008811232
"ind","region","Total","Midwest",146.843684584247,5.91539945925416
"ind","region","Total","South",142.490939405301,4.94737832597575
"ind","region","Total","West",169.559769468697,11.3246307623396
"ind","married","Total","Married",151.462965465602,4.66972152799595
"ind","married","Total","Widowed",170.061645000841,10.4054101450495
"ind","married","Total","Divorced",140.948751446295,7.66199739709462
"ind","married","Total","Separated",176.668860874881,47.9879792513484
"ind","married","Total","Never married",161.46976390605,13.749168653243
"ind","married","Total","Inapplicable (age < 16)",125.905352310245,7.824135805255
"ind","race","Total","Hispanic",153.561486635205,7.83555427863854
"ind","race","Total","Black",164.964677762376,11.8912075052826
"ind","race","Total","White and other",149.97637443765,3.96097968233269
"ind","sex","Total","Male",159.559057566646,5.66257327237616
"ind","sex","Total","Female",146.312993555774,4.54574354676591
"ind","education","Total","Less than high school",167.602765480205,8.84997841082046
"ind","education","Total","High school",154.369736625695,6.25649195221831
