"rowGrp","colGrp","rowLevels","colLevels","totPOP","totPOP_se"
"ind","usc","Total","No usual source of health care",56982597.586986,2035782.04403489
"ind","usc","Total","Office-based",196497960.298631,4979788.41506654
"ind","usc","Total","Hospital (not ER)",34724551.09391,1570125.76361949
"ind","usc","Total","Emergency room",1370908.013131,240913.441231533
"ind","usc","Total","Missing",0,0
"ind","difficulty","Total","delay_ANY",33195822.113966,1284661.45612415
"ind","difficulty","Total","delay_MD",14691499.637311,640324.877453931
"ind","difficulty","Total","delay_DN",18798447.759895,828475.000920297
"ind","difficulty","Total","delay_PM",10499905.831228,554914.118478992
"ind","rsn_MD","Total","afford_MD",6988542.796522,406363.196885425
"ind","rsn_MD","Total","insure_MD",1438390.18295,145123.194416837
"ind","rsn_MD","Total","other_MD",6614883.370067,375899.040407313
"ind","rsn_DN","Total","afford_DN",12771786.133765,631978.775560886
"ind","rsn_DN","Total","insure_DN",1489950.511853,157982.536518145
"ind","rsn_DN","Total","other_DN",4689302.727259,335756.713630971
"ind","rsn_PM","Total","afford_PM",5581427.015183,336843.771951352
"ind","rsn_PM","Total","insure_PM",1657689.122345,184386.369057257
"ind","rsn_PM","Total","other_PM",3439463.493919,315024.186783819
"ind","adult_nosmok","Total","Told to quit",12536855.542411,512973.294173038
"ind","adult_nosmok","Total","Not told to quit",5361159.209028,299034.299138683
"ind","adult_nosmok","Total","Had no visits in the last 12 months",1533720.856237,162574.54202604
"ind","adult_nosmok","Total","Not ascertained",1056753.108135,123016.438462599
"ind","adult_nosmok","Total","Inapplicable",0,0
"ind","child_dental","Total","One or more dental visits",33381723.742101,1118875.04566865
"ind","child_dental","Total","No dental visits in past year",32483735.061451,1323249.50347293
"ind","diab_a1c","Total","Had measurement",12836753.544312,479817.66700706
"ind","diab_a1c","Total","Did not have measurement",1427030.79089,158374.510750182
"ind","diab_a1c","Total","Don't know/Non-response",2670487.83665,199450.639826657
"ind","diab_a1c","Total","Inapplicable",0,0
"ind","diab_chol","Total","Don't know/Non-response",349449.182267,63676.3693387323
"ind","diab_chol","Total","In the past year",15018809.515895,561548.770675559
"ind","diab_chol","Total","Missing",0,0
"ind","diab_chol","Total","More than 1 year ago",1342703.701912,140682.477093779
"ind","diab_chol","Total","Never had cholesterol checked",223309.771778,61819.9172863425
"ind","diab_eye","Total","Don't know/Non-response",252751.197465,71882.2792389068
"ind","diab_eye","Total","In the past year",10853633.564988,442377.770312574
"ind","diab_eye","Total","Missing",0,0
"ind","diab_eye","Total","More than 1 year ago",4002013.286863,272553.391258296
"ind","diab_eye","Total","Never had eye exam",1825874.122536,170117.149175961
"ind","diab_foot","Total","Don't know/Non-response",532444.144503,99698.3982995984
"ind","diab_foot","Total","In the past year",11505918.669633,469800.006530748
"ind","diab_foot","Total","Inapplicable",0,0
"ind","diab_foot","Total","No exam in past year",4895909.357716,282729.603531601
"ind","diab_flu","Total","Don't know/Non-response",144578.951485,38011.5466099013
"ind","diab_flu","Total","In the past year",9397672.177088,402177.338626322
"ind","diab_flu","Total","Missing",0,0
"ind","diab_flu","Total","More than 1 year ago",3393061.085495,221589.504043635
"ind","diab_flu","Total","Never had flu shot",3998959.957784,266442.762112142
"ind","adult_routine","Total","Always",65297870.418607,1829226.64910719
"ind","adult_routine","Total","Usually",50638064.239437,1464594.94287004
"ind","adult_routine","Total","Sometimes/Never",20276345.344655,754790.683790505
"ind","adult_routine","Total","Don't know/Non-response",5379032.005138,316580.156839172
"ind","adult_routine","Total","Inapplicable",0,0
"ind","adult_illness","Total","Always",34296993.955483,1057453.1331799
"ind","adult_illness","Total","Usually",15953878.598272,548589.619612404
"ind","adult_illness","Total","Sometimes/Never",8938936.386793,446057.091367714
"ind","adult_illness","Total","Don't know/Non-response",2041667.20551,181114.513997019
"ind","adult_illness","Total","Inapplicable",0,0
"ind","adult_listen","Total","Always",86558768.023188,2252281.9125877
"ind","adult_listen","Total","Usually",50247044.893588,1433119.5587969
"ind","adult_listen","Total","Sometimes/Never",13571650.096087,553715.934912594
"ind","adult_listen","Total","Don't know/Non-response",1376030.768402,141940.94106873
"ind","adult_listen","Total","Inapplicable",0,0
"ind","adult_explain","Total","Always",90865908.079103,2427203.59305993
"ind","adult_explain","Total","Usually",47180066.392101,1360151.13254461
"ind","adult_explain","Total","Sometimes/Never",12555289.781067,509514.047967667
"ind","adult_explain","Total","Don't know/Non-response",1152229.528994,130150.484674188
"ind","adult_explain","Total","Inapplicable",0,0
"ind","adult_respect","Total","Always",92167190.84613,2515605.12796825
"ind","adult_respect","Total","Usually",47078394.859335,1335490.03959221
"ind","adult_respect","Total","Sometimes/Never",11245199.795289,502734.394932272
"ind","adult_respect","Total","Don't know/Non-response",1262708.280511,132659.290018555
"ind","adult_respect","Total","Inapplicable",0,0
"ind","adult_time","Total","Always",73220340.613079,2013787.57417896
"ind","adult_time","Total","Usually",56226541.942013,1571200.22117876
"ind","adult_time","Total","Sometimes/Never",20953384.073738,720659.167401225
"ind","adult_time","Total","Don't know/Non-response",1353227.152435,137286.163512925
"ind","adult_time","Total","Inapplicable",0,0
"ind","adult_rating","Total","0-6 rating",19897184.248729,752771.401641385
"ind","adult_rating","Total","7-8 rating",57030756.599246,1618507.87111135
"ind","adult_rating","Total","9-10 rating",73263675.972511,2150291.01473259
"ind","adult_rating","Total","Don't know/Non-response",1561876.960779,150913.314785247
"ind","adult_rating","Total","Inapplicable",0,0
"ind","child_routine","Total","Always",35394354.676516,1166973.44855034
"ind","child_routine","Total","Usually",10238625.91115,504645.754976122
"ind","child_routine","Total","Sometimes/Never",3490565.82926,235293.381132493
"ind","child_routine","Total","Don't know/Non-response",107376.109356,32017.7747267519
"ind","child_routine","Total","Inapplicable",0,0
"ind","child_illness","Total","Always",11443388.650003,495554.482159267
"ind","child_illness","Total","Usually",2265881.8867,178593.073164756
"ind","child_illness","Total","Sometimes/Never",1210877.34048,122279.024907395
"ind","child_illness","Total","Don't know/Non-response",15262.247689,15262.247689
"ind","child_illness","Total","Inapplicable",0,0
"ind","child_listen","Total","Always",41101638.468748,1366359.33670741
"ind","child_listen","Total","Usually",10730121.112796,533276.524954717
"ind","child_listen","Total","Sometimes/Never",2963379.012142,228295.740240673
"ind","child_listen","Total","Don't know/Non-response",433447.17666,79661.0642512614
"ind","child_listen","Total","Inapplicable",0,0
"ind","child_explain","Total","Always",42997320.039397,1417400.24005082
"ind","child_explain","Total","Usually",9461161.405147,485603.05536416
"ind","child_explain","Total","Sometimes/Never",2356328.142846,189514.99586277
"ind","child_explain","Total","Don't know/Non-response",413776.182956,80068.3849037179
"ind","child_explain","Total","Inapplicable",0,0
"ind","child_respect","Total","Always",43632130.808499,1422480.19340281
"ind","child_respect","Total","Usually",8674223.839006,463300.481222031
"ind","child_respect","Total","Sometimes/Never",2490676.390678,201254.173300756
"ind","child_respect","Total","Don't know/Non-response",431554.732163,85613.1517333063
"ind","child_respect","Total","Inapplicable",0,0
"ind","child_time","Total","Always",39244999.977798,1307723.11726537
"ind","child_time","Total","Usually",11468046.760375,559069.109683363
"ind","child_time","Total","Sometimes/Never",4213370.810522,308247.845985478
"ind","child_time","Total","Don't know/Non-response",302168.221651,63474.8632406479
"ind","child_time","Total","Inapplicable",0,0
"ind","child_rating","Total","0-6 rating",2862904.417452,224492.449844342
"ind","child_rating","Total","7-8 rating",14871628.421915,612636.075786631
"ind","child_rating","Total","9-10 rating",37319013.983058,1234714.00718966
"ind","child_rating","Total","Don't know/Non-response",175038.947921,46432.572099238
"ind","child_rating","Total","Inapplicable",0,0
"agegrps","usc","Under 5","No usual source of health care",1163677.350129,119810.889237984
"agegrps","usc","Under 5","Office-based",14206200.226496,591297.639444003
"agegrps","usc","Under 5","Hospital (not ER)",2998524.481325,242093.594792777
"agegrps","usc","Under 5","Emergency room",53455.740993,23393.9301287351
"agegrps","usc","Under 5","Missing",0,0
"agegrps","usc","5-17","No usual source of health care",5648067.209439,420673.661456862
"agegrps","usc","5-17","Office-based",40651356.645515,1330212.87715521
"agegrps","usc","5-17","Hospital (not ER)",6688041.754169,431195.727536377
"agegrps","usc","5-17","Emergency room",210907.765163,57863.9615826435
"agegrps","usc","5-17","Missing",0,0
"agegrps","usc","18-44","No usual source of health care",36061932.871407,1353370.06795165
"agegrps","usc","18-44","Office-based",61208031.206939,1860655.68609703
"agegrps","usc","18-44","Hospital (not ER)",11266140.533683,598326.330161849
"agegrps","usc","18-44","Emergency room",655824.044892,154885.089076314
"agegrps","usc","18-44","Missing",0,0
"agegrps","usc","45-64","No usual source of health care",11732936.508095,530438.341189394
"agegrps","usc","45-64","Office-based",51751522.810175,1463359.46207889
"agegrps","usc","45-64","Hospital (not ER)",9194433.197942,555957.819438433
"agegrps","usc","45-64","Emergency room",300243.900977,75551.464407965
"agegrps","usc","45-64","Missing",0,0
"agegrps","usc","65+","No usual source of health care",2375983.647916,180620.495949679
"agegrps","usc","65+","Office-based",28680849.409506,1022448.35192646
"agegrps","usc","65+","Hospital (not ER)",4577411.126791,358842.572106013
"agegrps","usc","65+","Emergency room",150476.561106,44398.7041638088
"agegrps","usc","65+","Missing",0,0
"agegrps","difficulty","Under 5","delay_ANY",866798.642575,125608.660378019
"agegrps","difficulty","Under 5","delay_MD",424670.980393,80463.159657476
"agegrps","difficulty","Under 5","delay_DN",336876.422408,67115.1526543007
"agegrps","difficulty","Under 5","delay_PM",191536.89468,56721.5818550159
"agegrps","difficulty","5-17","delay_ANY",3647566.918654,324895.127347355
"agegrps","difficulty","5-17","delay_MD",1166426.579444,139647.363330328
"agegrps","difficulty","5-17","delay_DN",2374432.143665,248707.834725096
"agegrps","difficulty","5-17","delay_PM",591777.753471,102182.044874089
"agegrps","difficulty","18-44","delay_ANY",14211341.421581,641854.320285466
"agegrps","difficulty","18-44","delay_MD",6265879.021794,376147.652972808
"agegrps","difficulty","18-44","delay_DN",9277662.123486,463611.74911161
"agegrps","difficulty","18-44","delay_PM",4034581.907559,283871.72292286
"agegrps","difficulty","45-64","delay_ANY",10669895.693134,465897.960339259
"agegrps","difficulty","45-64","delay_MD",5365482.581685,276316.288523563
"agegrps","difficulty","45-64","delay_DN",5420536.601047,298184.52512332
"agegrps","difficulty","45-64","delay_PM",4125875.357753,262384.946451259
"agegrps","difficulty","65+","delay_ANY",3800219.438022,259944.386678199
"agegrps","difficulty","65+","delay_MD",1469040.473995,137653.854298379
"agegrps","difficulty","65+","delay_DN",1388940.469289,135606.269975025
"agegrps","difficulty","65+","delay_PM",1556133.917765,175584.036643251
"agegrps","rsn_MD","Under 5","afford_MD",110073.555672,34135.0267020062
"agegrps","rsn_MD","Under 5","insure_MD",43937.292494,32510.316916659
"agegrps","rsn_MD","Under 5","other_MD",270660.132227,62755.7490707447
"agegrps","rsn_MD","5-17","afford_MD",368932.157041,73289.9694001774
"agegrps","rsn_MD","5-17","insure_MD",175407.990645,42974.6487561311
"agegrps","rsn_MD","5-17","other_MD",624380.045918,96592.1253505469
"agegrps","rsn_MD","18-44","afford_MD",3684604.479182,280022.665386585
"agegrps","rsn_MD","18-44","insure_MD",492095.608289,74317.6026986399
"agegrps","rsn_MD","18-44","other_MD",2263226.869917,207122.836521919
"agegrps","rsn_MD","45-64","afford_MD",2584204.459819,176746.333203941
"agegrps","rsn_MD","45-64","insure_MD",610926.853108,86522.5246968828
"agegrps","rsn_MD","45-64","other_MD",2315553.309622,191618.449777223
"agegrps","rsn_MD","65+","afford_MD",240728.144808,62839.6785177391
"agegrps","rsn_MD","65+","insure_MD",116022.438414,35752.0768846198
"agegrps","rsn_MD","65+","other_MD",1141063.012383,120152.097280597
"agegrps","rsn_DN","Under 5","afford_DN",133954.123323,38121.0541478888
"agegrps","rsn_DN","Under 5","insure_DN",59424.176904,30206.2223394845
"agegrps","rsn_DN","Under 5","other_DN",143498.122181,44111.6844443389
"agegrps","rsn_DN","5-17","afford_DN",1366194.327279,212358.316697132
"agegrps","rsn_DN","5-17","insure_DN",356925.733394,73131.425481343
"agegrps","rsn_DN","5-17","other_DN",667288.115127,93987.1030157639
"agegrps","rsn_DN","18-44","afford_DN",6756295.237706,379209.893077441
"agegrps","rsn_DN","18-44","insure_DN",629741.298109,94866.2360629457
"agegrps","rsn_DN","18-44","other_DN",1958270.787958,203092.881758086
"agegrps","rsn_DN","45-64","afford_DN",3642809.384903,229893.049446031
"agegrps","rsn_DN","45-64","insure_DN",388221.12503,68285.9772508523
"agegrps","rsn_DN","45-64","other_DN",1452399.843234,161920.716660668
"agegrps","rsn_DN","65+","afford_DN",872533.060554,107077.510518301
"agegrps","rsn_DN","65+","insure_DN",55638.178416,22328.2188133346
"agegrps","rsn_DN","65+","other_DN",467845.858759,79190.8622649391
"agegrps","rsn_PM","Under 5","afford_PM",41725.96844,20451.8148251813
"agegrps","rsn_PM","Under 5","insure_PM",50876.911645,26508.0094359468
"agegrps","rsn_PM","Under 5","other_PM",98934.014595,40403.2392341301
"agegrps","rsn_PM","5-17","afford_PM",233045.32927,58628.7681795389
"agegrps","rsn_PM","5-17","insure_PM",122098.772939,49188.5597864353
"agegrps","rsn_PM","5-17","other_PM",236633.651262,55349.1930127298
"agegrps","rsn_PM","18-44","afford_PM",2649559.783219,222052.253481658
"agegrps","rsn_PM","18-44","insure_PM",562642.856524,110742.952340796
"agegrps","rsn_PM","18-44","other_PM",941653.983935,150764.593742845
"agegrps","rsn_PM","45-64","afford_PM",2105216.362397,167223.543416183
"agegrps","rsn_PM","45-64","insure_PM",747034.683095,109717.50541254
"agegrps","rsn_PM","45-64","other_PM",1319783.17258,139086.310660923
"agegrps","rsn_PM","65+","afford_PM",551879.571857,76450.7307149387
"agegrps","rsn_PM","65+","insure_PM",175035.898142,48575.8072441196
"agegrps","rsn_PM","65+","other_PM",842458.671547,144537.578083647
"agegrps","adult_nosmok","18-44","Told to quit",4748920.880468,278077.892987428
"agegrps","adult_nosmok","18-44","Not told to quit",2818998.652293,216169.433087095
"agegrps","adult_nosmok","18-44","Had no visits in the last 12 months",938442.477151,124970.227621397
"agegrps","adult_nosmok","18-44","Not ascertained",524523.710029,86540.9027533387
"agegrps","adult_nosmok","18-44","Inapplicable",0,0
"agegrps","adult_nosmok","45-64","Told to quit",5851411.657431,331648.034817728
"agegrps","adult_nosmok","45-64","Not told to quit",1880648.335845,172175.733949665
"agegrps","adult_nosmok","45-64","Had no visits in the last 12 months",502348.880468,86754.6755571187
"agegrps","adult_nosmok","45-64","Not ascertained",413109.630234,78687.5084921944
"agegrps","adult_nosmok","45-64","Inapplicable",0,0
"agegrps","adult_nosmok","65+","Told to quit",1936523.004512,165200.664923895
"agegrps","adult_nosmok","65+","Not told to quit",661512.22089,98637.7437809689
"agegrps","adult_nosmok","65+","Had no visits in the last 12 months",92929.498618,33410.39481971
"agegrps","adult_nosmok","65+","Not ascertained",119119.767872,43195.998376377
"agegrps","adult_nosmok","65+","Inapplicable",0,0
"agegrps","child_dental","Under 5","One or more dental visits",3364786.839057,259893.782029045
"agegrps","child_dental","Under 5","No dental visits in past year",8730404.195119,424579.981102732
"agegrps","child_dental","5-17","One or more dental visits",30016936.903044,1012486.31903547
"agegrps","child_dental","5-17","No dental visits in past year",23753330.866332,1025568.56273809
"agegrps","diab_a1c","18-44","Had measurement",1716300.99336,150523.2992437
"agegrps","diab_a1c","18-44","Did not have measurement",427498.084815,91781.4276312558
"agegrps","diab_a1c","18-44","Don't know/Non-response",222977.893309,56929.7975271704
"agegrps","diab_a1c","18-44","Inapplicable",0,0
"agegrps","diab_a1c","45-64","Had measurement",6226336.828323,306901.340783095
"agegrps","diab_a1c","45-64","Did not have measurement",630935.851717,91863.7161937857
"agegrps","diab_a1c","45-64","Don't know/Non-response",945012.832354,129163.673209042
"agegrps","diab_a1c","45-64","Inapplicable",0,0
"agegrps","diab_a1c","65+","Had measurement",4894115.722629,268196.000467772
"agegrps","diab_a1c","65+","Did not have measurement",368596.854358,66777.4276209828
"agegrps","diab_a1c","65+","Don't know/Non-response",1502497.110987,147276.594698044
"agegrps","diab_a1c","65+","Inapplicable",0,0
"agegrps","diab_chol","18-44","Don't know/Non-response",79377.157978,29381.7033099765
"agegrps","diab_chol","18-44","In the past year",1768646.150845,166373.204309461
"agegrps","diab_chol","18-44","Missing",0,0
"agegrps","diab_chol","18-44","More than 1 year ago",394697.497623,92094.3090240538
"agegrps","diab_chol","18-44","Never had cholesterol checked",124056.165038,39881.6049847857
"agegrps","diab_chol","45-64","Don't know/Non-response",175518.085542,53249.5577443311
"agegrps","diab_chol","45-64","In the past year",6841569.485505,327416.707818764
"agegrps","diab_chol","45-64","Missing",0,0
"agegrps","diab_chol","45-64","More than 1 year ago",702805.23068,92617.7435677723
"agegrps","diab_chol","45-64","Never had cholesterol checked",82392.710667,41103.094869626
"agegrps","diab_chol","65+","Don't know/Non-response",94553.938747,31527.4467087041
"agegrps","diab_chol","65+","In the past year",6408593.879545,323554.594387143
"agegrps","diab_chol","65+","Missing",0,0
"agegrps","diab_chol","65+","More than 1 year ago",245200.973609,60313.7102599571
"agegrps","diab_chol","65+","Never had cholesterol checked",16860.896073,10516.4145495672
"agegrps","diab_eye","18-44","Don't know/Non-response",7271.640377,7271.640377
"agegrps","diab_eye","18-44","In the past year",1203635.208901,141551.800948792
"agegrps","diab_eye","18-44","Missing",0,0
"agegrps","diab_eye","18-44","More than 1 year ago",702026.667652,103206.58316585
"agegrps","diab_eye","18-44","Never had eye exam",453843.454554,79255.8189567945
"agegrps","diab_eye","45-64","Don't know/Non-response",73906.33799,25261.3526463634
"agegrps","diab_eye","45-64","In the past year",4977964.576717,276989.585960122
"agegrps","diab_eye","45-64","Missing",0,0
"agegrps","diab_eye","45-64","More than 1 year ago",1863318.792043,165199.120013429
"agegrps","diab_eye","45-64","Never had eye exam",887095.805644,107421.814627328
"agegrps","diab_eye","65+","Don't know/Non-response",171573.219098,61334.9973537176
"agegrps","diab_eye","65+","In the past year",4672033.77937,265938.139147997
"agegrps","diab_eye","65+","Missing",0,0
"agegrps","diab_eye","65+","More than 1 year ago",1436667.827168,148558.037773263
"agegrps","diab_eye","65+","Never had eye exam",484934.862338,92370.3698819151
"agegrps","diab_foot","18-44","Don't know/Non-response",41335.140183,21547.5716218614
"agegrps","diab_foot","18-44","In the past year",1535261.831912,174661.203366037
"agegrps","diab_foot","18-44","Inapplicable",0,0
"agegrps","diab_foot","18-44","No exam in past year",790179.999389,109740.960678226
"agegrps","diab_foot","45-64","Don't know/Non-response",210597.615116,58009.7361451713
"agegrps","diab_foot","45-64","In the past year",5350041.75234,281679.743563123
"agegrps","diab_foot","45-64","Inapplicable",0,0
"agegrps","diab_foot","45-64","No exam in past year",2241646.144938,180158.28585802
"agegrps","diab_foot","65+","Don't know/Non-response",280511.389204,74988.739841374
"agegrps","diab_foot","65+","In the past year",4620615.085381,262132.834318116
"agegrps","diab_foot","65+","Inapplicable",0,0
"agegrps","diab_foot","65+","No exam in past year",1864083.213389,162019.795805239
"agegrps","diab_flu","18-44","Don't know/Non-response",33477.562091,16431.9083213337
"agegrps","diab_flu","18-44","In the past year",718541.521597,104608.807321865
"agegrps","diab_flu","18-44","Missing",0,0
"agegrps","diab_flu","18-44","More than 1 year ago",600283.000111,103742.431792704
"agegrps","diab_flu","18-44","Never had flu shot",1014474.887685,128602.387721858
"agegrps","diab_flu","45-64","Don't know/Non-response",91358.31616,31923.7916575903
"agegrps","diab_flu","45-64","In the past year",3821932.616806,233356.283189776
"agegrps","diab_flu","45-64","Missing",0,0
"agegrps","diab_flu","45-64","More than 1 year ago",1779257.568705,146592.730671094
"agegrps","diab_flu","45-64","Never had flu shot",2109737.010723,167151.128323093
"agegrps","diab_flu","65+","Don't know/Non-response",19743.073234,10737.4190496448
"agegrps","diab_flu","65+","In the past year",4857198.038685,296000.858876906
"agegrps","diab_flu","65+","Missing",0,0
"agegrps","diab_flu","65+","More than 1 year ago",1013520.516679,111745.549419036
"agegrps","diab_flu","65+","Never had flu shot",874748.059376,115612.385780414
"agegrps","adult_routine","18-44","Always",25399424.673169,889920.542360078
"agegrps","adult_routine","18-44","Usually",21899888.397633,787951.036984905
"agegrps","adult_routine","18-44","Sometimes/Never",11020964.187398,533592.389193755
"agegrps","adult_routine","18-44","Don't know/Non-response",1697740.270398,165872.588446457
"agegrps","adult_routine","18-44","Inapplicable",0,0
"agegrps","adult_routine","45-64","Always",24281071.099757,849687.532681467
"agegrps","adult_routine","45-64","Usually",19110504.347765,705634.694206986
"agegrps","adult_routine","45-64","Sometimes/Never",7191367.963587,385591.464610963
"agegrps","adult_routine","45-64","Don't know/Non-response",2035415.425856,179487.971878822
"agegrps","adult_routine","45-64","Inapplicable",0,0
"agegrps","adult_routine","65+","Always",15617374.645681,687932.669549531
"agegrps","adult_routine","65+","Usually",9627671.494039,445203.355937284
"agegrps","adult_routine","65+","Sometimes/Never",2064013.19367,202598.366453279
"agegrps","adult_routine","65+","Don't know/Non-response",1645876.308884,161632.408229458
"agegrps","adult_routine","65+","Inapplicable",0,0
"agegrps","adult_illness","18-44","Always",14331639.079405,627452.361403694
"agegrps","adult_illness","18-44","Usually",7502358.83464,348280.743426005
"agegrps","adult_illness","18-44","Sometimes/Never",5156447.537313,311573.493519108
"agegrps","adult_illness","18-44","Don't know/Non-response",722029.435664,90431.4091530084
"agegrps","adult_illness","18-44","Inapplicable",0,0
"agegrps","adult_illness","45-64","Always",12141229.868266,498105.92599382
"agegrps","adult_illness","45-64","Usually",5460958.494788,271277.994658559
"agegrps","adult_illness","45-64","Sometimes/Never",2963125.217667,221956.500487818
"agegrps","adult_illness","45-64","Don't know/Non-response",736808.264894,104960.290977399
"agegrps","adult_illness","45-64","Inapplicable",0,0
"agegrps","adult_illness","65+","Always",7824125.007812,401422.635966681
"agegrps","adult_illness","65+","Usually",2990561.268844,205475.728743926
"agegrps","adult_illness","65+","Sometimes/Never",819363.631813,104224.651874531
"agegrps","adult_illness","65+","Don't know/Non-response",582829.504952,88336.9912382069
"agegrps","adult_illness","65+","Inapplicable",0,0
"agegrps","adult_listen","18-44","Always",35302798.791878,1166475.92340433
"agegrps","adult_listen","18-44","Usually",22474419.107149,810775.456417031
"agegrps","adult_listen","18-44","Sometimes/Never",7274554.706711,390758.533326276
"agegrps","adult_listen","18-44","Don't know/Non-response",501033.570142,93009.8200236598
"agegrps","adult_listen","18-44","Inapplicable",0,0
"agegrps","adult_listen","45-64","Always",31626722.513101,1038883.63798378
"agegrps","adult_listen","45-64","Usually",18991387.103646,695041.587448534
"agegrps","adult_listen","45-64","Sometimes/Never",4622796.566591,273077.255330638
"agegrps","adult_listen","45-64","Don't know/Non-response",546174.609353,87099.140455046
"agegrps","adult_listen","45-64","Inapplicable",0,0
"agegrps","adult_listen","65+","Always",19629246.718209,736684.52984005
"agegrps","adult_listen","65+","Usually",8781238.682793,416450.023153728
"agegrps","adult_listen","65+","Sometimes/Never",1674298.822785,160684.325790418
"agegrps","adult_listen","65+","Don't know/Non-response",328822.588907,67472.926974634
"agegrps","adult_listen","65+","Inapplicable",0,0
"agegrps","adult_explain","18-44","Always",38171132.362191,1298034.93342468
"agegrps","adult_explain","18-44","Usually",20683941.506702,763773.670069182
"agegrps","adult_explain","18-44","Sometimes/Never",6247418.10518,355726.448899794
"agegrps","adult_explain","18-44","Don't know/Non-response",450314.201807,81076.1391016127
"agegrps","adult_explain","18-44","Inapplicable",0,0
"agegrps","adult_explain","45-64","Always",33949601.105313,1100297.56931874
"agegrps","adult_explain","45-64","Usually",17245430.169447,646299.326843861
"agegrps","adult_explain","45-64","Sometimes/Never",4163529.156497,259090.126223189
"agegrps","adult_explain","45-64","Don't know/Non-response",428520.361434,81900.0481299352
"agegrps","adult_explain","45-64","Inapplicable",0,0
"agegrps","adult_explain","65+","Always",18745174.611599,743618.305277644
"agegrps","adult_explain","65+","Usually",9250694.715952,412253.608301268
"agegrps","adult_explain","65+","Sometimes/Never",2144342.51939,188214.089523075
"agegrps","adult_explain","65+","Don't know/Non-response",273394.965753,61999.561586547
"agegrps","adult_explain","65+","Inapplicable",0,0
"agegrps","adult_respect","18-44","Always",37901379.45106,1260507.57447885
"agegrps","adult_respect","18-44","Usually",21640592.120031,816300.040995949
"agegrps","adult_respect","18-44","Sometimes/Never",5523089.092256,336149.723232744
"agegrps","adult_respect","18-44","Don't know/Non-response",487745.512533,89659.7017228494
"agegrps","adult_respect","18-44","Inapplicable",0,0
"agegrps","adult_respect","45-64","Always",34095629.100563,1124442.99519493
"agegrps","adult_respect","45-64","Usually",17163974.991619,630208.053694627
"agegrps","adult_respect","45-64","Sometimes/Never",4093851.484715,249501.731309236
"agegrps","adult_respect","45-64","Don't know/Non-response",433625.215794,76476.9844695874
"agegrps","adult_respect","45-64","Inapplicable",0,0
"agegrps","adult_respect","65+","Always",20170182.294507,814324.190422298
"agegrps","adult_respect","65+","Usually",8273827.747685,380745.853750411
"agegrps","adult_respect","65+","Sometimes/Never",1628259.218318,174367.531991167
"agegrps","adult_respect","65+","Don't know/Non-response",341337.552184,70019.8557306259
"agegrps","adult_respect","65+","Inapplicable",0,0
"agegrps","adult_time","18-44","Always",28898960.368895,1006339.26232365
