"rowGrp","colGrp","rowLevels","colLevels","totEVT","totEVT_se"
"Condition","ind","Acute Bronchitis and URI","Total",83226187.021451,3415444.20959844
"Condition","ind","Allergic reactions","Total",15775281.23465,1221678.19899974
"Condition","ind","Anemia and other deficiencies","Total",9648654.851975,1077516.71483242
"Condition","ind","Appendicitis","Total",1855935.591387,427317.711328498
"Condition","ind","Back problems","Total",150121686.579116,8496855.01877683
"Condition","ind","Cancer","Total",95399864.336649,6391961.19171177
"Condition","ind","Cataract","Total",17131107.110612,1386341.30204689
"Condition","ind","Cerebrovascular disease","Total",22964215.919012,3816235.60140169
"Condition","ind","CNS infection","Total",1683805.69983,1205564.29256203
"Condition","ind","Coma, brain damage","Total",105452.805,54165.8117623321
"Condition","ind","Complications of pregnancy and birth","Total",3612295.841355,517770.595509533
"Condition","ind","Complications of surgery or device","Total",2803168.821253,634712.289676787
"Condition","ind","Congenital anomalies","Total",8504840.537394,1378663.91030821
"Condition","ind","COPD, asthma","Total",203681227.507883,7996612.35984882
"Condition","ind","Diabetes mellitus","Total",153414537.35765,5674466.73019774
"Condition","ind","Disorders of mouth and esophagus","Total",2379111.008332,359454.93453129
"Condition","ind","Disorders of teeth and jaws","Total",13056896.717758,750978.194011831
"Condition","ind","Disorders of the upper GI","Total",64670946.755569,2662460.81620132
"Condition","ind","Epilepsy and convulsions","Total",11074378.106173,1070703.72199776
"Condition","ind","Female genital disorders, and contraception","Total",33657725.477924,1836367.02805951
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",12515054.021877,1192050.09367784
"Condition","ind","Glaucoma","Total",16844562.175683,1605732.44212932
"Condition","ind","Headache","Total",33792443.317204,3355813.67173347
"Condition","ind","Heart disease","Total",143949518.357852,8615228.64734024
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",7767815.031654,1721643.098072
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",16566598.376528,1751588.33151255
"Condition","ind","Hernias","Total",6320558.806682,711045.112423555
"Condition","ind","Hyperlipidemia","Total",161200352.390153,5277344.00520327
"Condition","ind","Hypertension","Total",273763732.931131,7735071.24053429
"Condition","ind","Infectious diseases","Total",46611832.010473,2314903.11164156
"Condition","ind","Influenza","Total",11732036.862481,1180667.98620925
"Condition","ind","Intestinal infection","Total",20690797.998939,1651318.58899551
"Condition","ind","Kidney Disease","Total",40420902.282413,4559656.60266636
"Condition","ind","Male genital disorders","Total",14466365.973029,1248571.18906048
"Condition","ind","Mental disorders","Total",263970553.655704,12065814.9259654
"Condition","ind","Non-malignant breast disease","Total",4982227.9669,1142500.86201979
"Condition","ind","Non-malignant neoplasm","Total",8358213.393836,815777.469919407
"Condition","ind","Normal birth/live born","Total",43529618.191044,3179002.44016188
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",176575265.924255,7838551.54059644
"Condition","ind","Other bone and musculoskeletal disease","Total",33308429.609819,2788746.86462755
"Condition","ind","Other care and screening","Total",61622976.307422,4625633.43673007
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",24968878.076491,2400717.7282794
"Condition","ind","Other CNS disorders","Total",60236520.504474,4035502.23767006
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",46277444.785656,2920637.86858079
"Condition","ind","Other eye disorders","Total",35335296.282808,1752786.84259365
"Condition","ind","Other GI","Total",21973310.812674,1370938.57963623
"Condition","ind","Other stomach and intestinal disorders","Total",10606555.009347,1593537.7156697
"Condition","ind","Other urinary","Total",14430680.994084,1068338.72688058
"Condition","ind","Otitis media","Total",32902357.044098,1816609.54054301
"Condition","ind","Paralysis","Total",3499676.619572,1296658.42046281
"Condition","ind","Perinatal Conditions","Total",580888.306656,186730.52549203
"Condition","ind","Pneumonia","Total",14000471.490565,1211024.9990112
"Condition","ind","Poisoning by medical and non-medical substances","Total",4153495.529128,453054.718543131
"Condition","ind","Residual Codes","Total",76009267.174262,5170814.39955302
"Condition","ind","Skin disorders","Total",68026350.518907,3158253.55421644
"Condition","ind","Symptoms","Total",19733409.710434,1578202.40064483
"Condition","ind","Systemic lupus and connective tissues disorders","Total",76437642.152932,4737901.04923073
"Condition","ind","Thyroid disease","Total",54216849.543836,2408475.03695179
"Condition","ind","Tonsillitis","Total",4064690.093498,583168.73923885
"Condition","ind","Trauma-related disorders","Total",167012331.071188,8258187.61064557
"Condition","ind","Urinary tract infections","Total",24247026.666747,1592261.91463702
"Condition","event","Acute Bronchitis and URI","ERT",1913558.123443,179820.843367394
"Condition","event","Allergic reactions","ERT",665659.079673,141199.851173083
"Condition","event","Anemia and other deficiencies","ERT",49188.992294,25802.0123832376
"Condition","event","Appendicitis","ERT",334618.739286,84745.7150878738
"Condition","event","Back problems","ERT",1020182.607374,131025.027948339
"Condition","event","Cancer","ERT",438253.421278,91203.2080573047
"Condition","event","Cerebrovascular disease","ERT",719559.385838,143251.658701427
"Condition","event","CNS infection","ERT",26106.854402,15050.2826980998
"Condition","event","Coma, brain damage","ERT",11371.614851,8255.19683957678
"Condition","event","Complications of pregnancy and birth","ERT",316526.723625,64115.9226928769
"Condition","event","Complications of surgery or device","ERT",232919.747989,66964.5297680872
"Condition","event","Congenital anomalies","ERT",139958.223242,44331.7475726611
"Condition","event","COPD, asthma","ERT",4062803.955151,323831.95148201
"Condition","event","Diabetes mellitus","ERT",542421.10641,83805.9239275577
"Condition","event","Disorders of mouth and esophagus","ERT",40015.614314,22770.7055365059
"Condition","event","Disorders of teeth and jaws","ERT",419634.007083,78521.4450174142
"Condition","event","Disorders of the upper GI","ERT",1145888.903869,176438.702597265
"Condition","event","Epilepsy and convulsions","ERT",431342.163624,97143.367998088
"Condition","event","Female genital disorders, and contraception","ERT",612904.262636,102821.204115132
"Condition","event","Gallbladder, pancreatic, and liver disease","ERT",881568.949902,123726.784828815
"Condition","event","Headache","ERT",1097721.528702,178180.116008608
"Condition","event","Heart disease","ERT",3722489.17425,337795.686473163
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","ERT",127511.618416,69134.1476324789
"Condition","event","Hereditary, degenerative and other nervous system disorders","ERT",117237.185516,66808.2667863186
"Condition","event","Hernias","ERT",221508.39347,65366.4289927385
"Condition","event","Hyperlipidemia","ERT",82638.630902,36776.0430301521
"Condition","event","Hypertension","ERT",937615.829509,131042.870373188
"Condition","event","Infectious diseases","ERT",1708231.450885,189653.741708523
"Condition","event","Influenza","ERT",567674.146309,81940.1182907731
"Condition","event","Intestinal infection","ERT",1826468.624303,181085.633767015
"Condition","event","Kidney Disease","ERT",1274804.91519,145670.241903918
"Condition","event","Male genital disorders","ERT",175622.24845,62698.6921011789
"Condition","event","Mental disorders","ERT",1321293.454605,172284.080969442
"Condition","event","Non-malignant breast disease","ERT",19473.392874,15159.1395729208
"Condition","event","Non-malignant neoplasm","ERT",70832.90935,26600.9268936022
"Condition","event","Normal birth/live born","ERT",665438.637214,107889.602226258
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","ERT",871828.367717,105657.530344756
"Condition","event","Other bone and musculoskeletal disease","ERT",111102.61708,43596.2296321307
"Condition","event","Other care and screening","ERT",98170.989334,32943.3297240863
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","ERT",759658.02469,115325.967354859
