"rowGrp","colGrp","rowLevels","colLevels","totPOP","totPOP_se"
"Condition","ind","Acute Bronchitis and URI","Total",31760016.243239,1120936.67369612
"Condition","ind","Allergic reactions","Total",6060768.614462,323297.218806908
"Condition","ind","Anemia and other deficiencies","Total",3056811.364754,210865.195299777
"Condition","ind","Appendicitis","Total",496898.232919,100361.087085162
"Condition","ind","Back problems","Total",18976527.154921,755525.663362316
"Condition","ind","Cancer","Total",14654560.125909,570349.402698023
"Condition","ind","Cataract","Total",4271482.945899,273548.371523133
"Condition","ind","Cerebrovascular disease","Total",3787414.914729,256159.203991665
"Condition","ind","CNS infection","Total",227594.079667,66143.2785196571
"Condition","ind","Coma, brain damage","Total",36575.209765,24154.6706818927
"Condition","ind","Complications of pregnancy and birth","Total",1254178.747293,137389.22513538
"Condition","ind","Complications of surgery or device","Total",885191.389724,111197.865539775
"Condition","ind","Congenital anomalies","Total",1743094.858504,171234.285196958
"Condition","ind","COPD, asthma","Total",47207154.758736,1326733.39054897
"Condition","ind","Diabetes mellitus","Total",20552317.828902,648807.922394074
"Condition","ind","Disorders of mouth and esophagus","Total",1084390.697254,126941.201851611
"Condition","ind","Disorders of teeth and jaws","Total",7637804.885481,369515.448108753
"Condition","ind","Disorders of the upper GI","Total",22271208.678955,806303.887851968
"Condition","ind","Epilepsy and convulsions","Total",2430640.377099,201194.060090705
"Condition","ind","Female genital disorders, and contraception","Total",13546763.588276,571481.230275887
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",3189951.930279,244752.825578454
"Condition","ind","Glaucoma","Total",3887243.644382,294285.741877213
"Condition","ind","Headache","Total",7864004.966103,378162.495058203
"Condition","ind","Heart disease","Total",23046923.253903,879063.083414243
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",1098669.580703,130772.798982897
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",3182363.836793,215845.940646237
"Condition","ind","Hernias","Total",2077717.050666,191385.40088931
"Condition","ind","Hyperlipidemia","Total",45010423.255969,1305777.2882788
"Condition","ind","Hypertension","Total",56531600.795856,1494597.16042737
