"rowGrp","colGrp","rowLevels","colLevels","n","n_se"
"Condition","ind","Acute Bronchitis and URI","Total",3188,0
"Condition","ind","Allergic reactions","Total",626,0
"Condition","ind","Anemia and other deficiencies","Total",366,0
"Condition","ind","Appendicitis","Total",43,0
"Condition","ind","Back problems","Total",1764,0
"Condition","ind","Cancer","Total",1255,0
"Condition","ind","Cataract","Total",404,0
"Condition","ind","Cerebrovascular disease","Total",376,0
"Condition","ind","CNS infection","Total",18,0
"Condition","ind","Coma, brain damage","Total",5,0
"Condition","ind","Complications of pregnancy and birth","Total",160,0
"Condition","ind","Complications of surgery or device","Total",85,0
"Condition","ind","Congenital anomalies","Total",161,0
"Condition","ind","COPD, asthma","Total",5097,0
"Condition","ind","Diabetes mellitus","Total",2407,0
"Condition","ind","Disorders of mouth and esophagus","Total",121,0
"Condition","ind","Disorders of teeth and jaws","Total",773,0
"Condition","ind","Disorders of the upper GI","Total",2298,0
"Condition","ind","Epilepsy and convulsions","Total",257,0
"Condition","ind","Female genital disorders, and contraception","Total",1251,0
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",351,0
"Condition","ind","Glaucoma","Total",379,0
"Condition","ind","Headache","Total",812,0
"Condition","ind","Heart disease","Total",2259,0
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",106,0
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",278,0
"Condition","ind","Hernias","Total",196,0
"Condition","ind","Hyperlipidemia","Total",4474,0
"Condition","ind","Hypertension","Total",5990,0
"Condition","ind","Infectious diseases","Total",1710,0
"Condition","ind","Influenza","Total",574,0
"Condition","ind","Intestinal infection","Total",1191,0
"Condition","ind","Kidney Disease","Total",453,0
"Condition","ind","Male genital disorders","Total",407,0
"Condition","ind","Mental disorders","Total",3758,0
"Condition","ind","Non-malignant breast disease","Total",180,0
"Condition","ind","Non-malignant neoplasm","Total",349,0
"Condition","ind","Normal birth/live born","Total",729,0
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",3669,0
"Condition","ind","Other bone and musculoskeletal disease","Total",782,0
"Condition","ind","Other care and screening","Total",1872,0
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",593,0
"Condition","ind","Other CNS disorders","Total",1430,0
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",1314,0
"Condition","ind","Other eye disorders","Total",1475,0
"Condition","ind","Other GI","Total",857,0
"Condition","ind","Other stomach and intestinal disorders","Total",175,0
"Condition","ind","Other urinary","Total",481,0
"Condition","ind","Otitis media","Total",1117,0
"Condition","ind","Paralysis","Total",41,0
