"rowGrp","colGrp","rowLevels","colLevels","totEVT","totEVT_se"
"TC1name","ind","Alternative Medicines","Total",6198213.235997,832460.756478463
"TC1name","ind","Anti-Infectives","Total",157038210.731764,5306049.11014643
"TC1name","ind","Antineoplastics","Total",21318900.024576,1874216.48673408
"TC1name","ind","Biologicals","Total",122499.297257,63712.6049306489
"TC1name","ind","Cardiovascular Agents","Total",738176020.996739,23537546.1931671
"TC1name","ind","Central Nervous System Agents","Total",591302854.588479,16771706.7187582
"TC1name","ind","Coagulation Modifiers","Total",66840792.925063,3606845.57923472
"TC1name","ind","Gastrointestinal Agents","Total",162052531.345108,5916576.06451406
"TC1name","ind","Genitourinary Tract Agents","Total",22072025.382397,2062202.6550167
"TC1name","ind","Hormones/Hormone Modifiers","Total",252100841.489943,9148408.22062996
"TC1name","ind","Immunologic Agents","Total",8273183.730828,1281436.63478707
"TC1name","ind","Metabolic Agents","Total",521794821.36762,15770917.8754037
"TC1name","ind","Miscellaneous Agents","Total",36280613.730355,2339348.86444625
"TC1name","ind","Not Ascertained","Total",51370754.938863,3018433.62176012
"TC1name","ind","Nutritional Products","Total",100152001.942806,4785566.9228735
"TC1name","ind","Psychotherapeutic Agents","Total",235391484.585572,9149183.58984677
"TC1name","ind","Respiratory Agents","Total",199347091.331317,8153034.84644736
"TC1name","ind","Topical Agents","Total",134450759.953256,5039019.65708821
"RXDRGNAM","ind","ABACAVIR","Total",35967.759034,35967.759034
"RXDRGNAM","ind","ABACAVIR-LAMIVUDINE","Total",183577.153731,82667.9997588549
"RXDRGNAM","ind","ABACAVIR/LAMIVUDINE/ZIDOVUDINE","Total",19989.076602,16570.3348919675
"RXDRGNAM","ind","ACAMPROSATE","Total",20000.771553,20000.771553
"RXDRGNAM","ind","ACARBOSE","Total",114544.64815,48420.0864760236
"RXDRGNAM","ind","ACEBUTOLOL","Total",618627.341569,262630.589629711
"RXDRGNAM","ind","ACETAMINOPHEN","Total",4021351.010576,621069.873668
"RXDRGNAM","ind","ACETAMINOPHEN-BUTALBITAL","Total",120949.148825,116765.698002929
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",8397463.035408,656097.061498097
"RXDRGNAM","ind","ACETAMINOPHEN-DIPHENHYDRAMINE","Total",7081.381487,7081.381487
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",58274616.991491,2752127.42252438
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",17645322.535409,1518717.53605002
"RXDRGNAM","ind","ACETAMINOPHEN-PHENYLTOLOXAMINE","Total",12491.204392,12491.204392
"RXDRGNAM","ind","ACETAMINOPHEN-TRAMADOL","Total",2057534.834786,424474.927618253
"RXDRGNAM","ind","ACETAMINOPHEN/BUTALBITAL/CAFFEINE","Total",2715200.973342,468517.939007188
"RXDRGNAM","ind","ACETAZOLAMIDE","Total",691766.695385,288325.081476944
"RXDRGNAM","ind","ACETIC ACID-HYDROCORTISONE OTIC","Total",9519.576982,9519.576982
"RXDRGNAM","ind","ACETIC ACID OTIC","Total",39728.557336,23852.3823020925
"RXDRGNAM","ind","ACETIC ACID TOPICAL","Total",31394.248984,31394.248984
"RXDRGNAM","ind","ACETIC/ANTIPYRINE/BENZOCAINE/POLYCOS OTIC","Total",10405.21104,7547.00917550061
"RXDRGNAM","ind","ACETYLCYSTEINE","Total",83922.412176,77380.7603624661
"RXDRGNAM","ind","ACITRETIN","Total",139510.718652,98724.3278733459
"RXDRGNAM","ind","ACYCLOVIR","Total",3071309.630095,524518.344125394
"RXDRGNAM","ind","ACYCLOVIR TOPICAL","Total",214581.827956,91981.7356437643
"RXDRGNAM","ind","ADALIMUMAB","Total",2102521.809583,522789.569602527
