"rowGrp","colGrp","rowLevels","colLevels","totEXP","totEXP_se"
"ind","ind","Total","Total",1263419187830.3,35829936980.0121
"ind","event","Total","TOT",1263419187830.3,35829936980.0121
"ind","event","Total","DVT",83115510288.7545,3353987127.25284
"ind","event","Total","RX",270876906703.449,8770313878.34038
"ind","event","Total","OBV",293800228004.997,9937069555.42896
"ind","event","Total","OBD",209359410213.318,7170891588.97013
"ind","event","Total","OBO",80474102381.4021,5089396645.56687
"ind","event","Total","OPT",114313617252.825,6556294085.87757
"ind","event","Total","OPY",78921045540.463,4659779229.751
"ind","event","Total","OPZ",31192513729.3073,2730941120.7173
"ind","event","Total","ERT",48262153621.9338,2200439225.4113
"ind","event","Total","IPT",391922207721.858,20325052389.0633
"ind","event","Total","HHT",39926303283.2421,3897293134.37151
"ind","event","Total","OMA",21203823970.5513,997591348.360239
"ind","sop","Total","EXP",1263419187830.3,35829936980.0121
"ind","sop","Total","SLF",179452590834.162,5331478117.88399
"ind","sop","Total","PTR",506129729246.223,21023563929.1441
"ind","sop","Total","MCR",324338017013.201,16517300821.5701
"ind","sop","Total","MCD",130931084668.321,8411603001.81444
"ind","sop","Total","OTZ",122573058699.494,7554783188.01486
"ind","agegrps","Total","Under 5",33556454959.0013,3318710417.48632
"ind","agegrps","Total","5-17",82229303649.7799,6118599361.69069
"ind","agegrps","Total","18-44",272754324719.782,13780698784.9383
"ind","agegrps","Total","45-64",467596870731.386,20111013069.1287
"ind","agegrps","Total","65+",407282233770.355,17104545210.9584
"ind","region","Total","Northeast",246122047446.721,15664603062.3282
"ind","region","Total","Midwest",311584482990.617,14978445535.8722
"ind","region","Total","South",445535693438.474,22047363693.7198
"ind","region","Total","West",260176963954.492,13514927673.9964
"ind","married","Total","Married",649089577583.203,25724826620.1542
"ind","married","Total","Widowed",148315767259.313,9824045900.77145
"ind","married","Total","Divorced",159016694007.251,13297429726.1159
"ind","married","Total","Separated",29326775780.8519,4258684667.2077
"ind","married","Total","Never married",177223277746.454,8731521865.5273
"ind","married","Total","Inapplicable (age < 16)",100447095453.231,6689202291.41994
"ind","race","Total","Hispanic",113735870899.598,9515776896.66351
"ind","race","Total","White",940672475575.433,30578649424.6124
"ind","race","Total","Black",151495481091.502,12674235739.7639
"ind","race","Total","Amer. Indian, AK Native, or mult. races",19900774905.2556,3601611526.69236
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",37614585358.5154,5697876807.88326
"ind","sex","Total","Male",555977234445.077,21435574416.8582
"ind","sex","Total","Female",707441953385.227,22202191587.2134
"ind","education","Total","Less than high school",184436938820.501,10847497544.6982
"ind","education","Total","High school",328108768411.532,15199581476.0722
"ind","education","Total","Some college",629345977158.886,23527515870.8037
"ind","education","Total","Inapplicable (age < 18)",115785758608.781,7287646703.20917
"ind","education","Total","Missing",5741744830.60423,1758345333.25258
"ind","employed","Total","Employed",471824316794.726,17961270823.7709
"ind","employed","Total","Not employed",690995559913.156,25692084830.7971
"ind","employed","Total","Inapplicable (age < 16)",100447095453.231,6689202291.41994
"ind","employed","Total","Missing",152215669.191666,101667172.155059
"ind","insurance","Total","Any private, all ages",832777218136.27,28733110079.8126
"ind","insurance","Total","Public only, all ages",378437288798.667,19411481535.2272
"ind","insurance","Total","Uninsured, all ages",52204680895.3676,4938870075.21864
"ind","poverty","Total","Negative or poor",188499079097.654,13227441588.2543
"ind","poverty","Total","Near-poor",55954315922.1923,5187634197.43671
"ind","poverty","Total","Low income",168519153098.789,11045211664.038
"ind","poverty","Total","Middle income",353092064517.742,15164844925.6469
"ind","poverty","Total","High income",497354575193.926,22679951488.0097
"ind","health","Total","Excellent",172762920958.428,8519016847.57742
"ind","health","Total","Very good",293997395431.574,13752072851.162
"ind","health","Total","Good",378721414628.659,16038188467.6966
"ind","health","Total","Fair",244607255461.411,14795500278.7293
"ind","health","Total","Poor",167699817197.092,14771652872.6076
"ind","health","Total","Missing",5630384153.13978,1840114537.88537
"ind","mnhlth","Total","Excellent",350481574971.919,15122170162.0392
"ind","mnhlth","Total","Very good",324793199710.522,16678748578.1162
"ind","mnhlth","Total","Good",365869442581.095,16054816321.2299
"ind","mnhlth","Total","Fair",161244332408.756,14050545506.7439
"ind","mnhlth","Total","Poor",55169869106.4958,7043103640.9543
"ind","mnhlth","Total","Missing",5860769051.51562,1841011521.05414
"ind","agegrps_v2X","Total","Under 18",115785758608.781,7287646703.20917
"ind","agegrps_v2X","Total","18-64",740351195451.168,25463893054.8983
"ind","agegrps_v2X","Total","65+",407282233770.355,17104545210.9584
"ind","insurance_v2X","Total","<65, Any private",621896829750.797,23390188071.4838
"ind","insurance_v2X","Total","<65, Public only",182217273221.197,12075162417.3264
"ind","insurance_v2X","Total","<65, Uninsured",52022851087.9557,4966053769.19182
"ind","insurance_v2X","Total","65+, Medicare only",148673202699.989,11820507734.569
"ind","insurance_v2X","Total","65+, Medicare and private",208690670561.089,11840186276.4119
"ind","insurance_v2X","Total","65+, Medicare and other public",47546812877.4804,5860379310.24237
"ind","insurance_v2X","Total","65+, No medicare",2371547631.79604,727229650.539474
"event","sop","TOT","EXP",1263419187830.3,35829936980.0121
"event","sop","TOT","SLF",179452590834.162,5331478117.88399
"event","sop","TOT","PTR",506129729246.223,21023563929.1441
"event","sop","TOT","MCR",324338017013.201,16517300821.5701
"event","sop","TOT","MCD",130931084668.321,8411603001.81444
"event","sop","TOT","OTZ",122573058699.494,7554783188.01486
"event","sop","DVT","EXP",83115510288.7545,3353987127.25284
"event","sop","DVT","SLF",39457426375.8405,2121218967.03503
"event","sop","DVT","PTR",35788785403.2276,1612790835.38276
"event","sop","DVT","MCR",572609122.526228,103009369.076994
"event","sop","DVT","MCD",4815329013.37278,442042018.163906
"event","sop","DVT","OTZ",2481832414.44555,208800042.250448
"event","sop","RX","EXP",270876906703.449,8770313878.34038
"event","sop","RX","SLF",58994808430.6933,1667113929.95332
"event","sop","RX","PTR",90195945914.2499,3760457807.04553
"event","sop","RX","MCR",67150613202.3648,3649229457.64364
"event","sop","RX","MCD",30685826045.4508,3430375614.06557
"event","sop","RX","OTZ",23851856735.315,1956411334.75692
"event","sop","OBV","EXP",293800228004.997,9937069555.42896
"event","sop","OBV","SLF",45777351805.0429,1776886667.71085
"event","sop","OBV","PTR",129144859150.585,5310654465.39906
"event","sop","OBV","MCR",66955772232.9973,5912288046.24261
"event","sop","OBV","MCD",21498690415.5639,1806252365.79044
"event","sop","OBV","OTZ",30425103942.7025,1548074028.79539
"event","sop","OBD","EXP",209359410213.318,7170891588.97013
"event","sop","OBD","SLF",28690251202.9046,1251242178.78074
"event","sop","OBD","PTR",96603654304.4177,4460707780.12613
"event","sop","OBD","MCR",47223208256.3629,3648223141.82073
"event","sop","OBD","MCD",14613017053.7551,1219283312.79056
"event","sop","OBD","OTZ",22230291813.8362,1295045695.09252
"event","sop","OBO","EXP",80474102381.4021,5089396645.56687
"event","sop","OBO","SLF",16273057027.1322,981868372.188
"event","sop","OBO","PTR",31266250578.425,1584257783.75615
"event","sop","OBO","MCR",18553348769.6762,4390048466.41593
"event","sop","OBO","MCD",6396863729.14261,820736921.058973
"event","sop","OBO","OTZ",7985095100.58385,718572717.091519
"event","sop","OPT","EXP",114313617252.825,6556294085.87757
"event","sop","OPT","SLF",7097858843.52473,445984064.596531
"event","sop","OPT","PTR",63086626564.749,4539313033.2878
"event","sop","OPT","MCR",23019222225.2698,2618696152.46077
"event","sop","OPT","MCD",5111640473.09415,581076914.376759
"event","sop","OPT","OTZ",15998690406.9676,3184428879.58503
"event","sop","OPY","EXP",78921045540.463,4659779229.751
"event","sop","OPY","SLF",4677194152.11689,368775879.264778
"event","sop","OPY","PTR",46545595634.8406,4042078102.87156
"event","sop","OPY","MCR",13870009588.2894,1456403642.24715
"event","sop","OPY","MCD",3912074759.04024,519186145.399958
"event","sop","OPY","OTZ",9916272723.56498,1957277769.96482
"event","sop","OPZ","EXP",31192513729.3073,2730941120.7173
"event","sop","OPZ","SLF",2239548613.60735,209504302.253573
"event","sop","OPZ","PTR",15925796568.0952,1504000733.50818
"event","sop","OPZ","MCR",8616892793.03661,1943742630.98124
"event","sop","OPZ","MCD",1166077824.29684,200237323.996665
"event","sop","OPZ","OTZ",3244917967.48924,601389595.466986
"event","sop","ERT","EXP",48262153621.9338,2200439225.4113
"event","sop","ERT","SLF",4889637985.95331,484121933.626007
"event","sop","ERT","PTR",21582154492.3624,1299797653.85569
"event","sop","ERT","MCR",8259690326.60892,760246442.316642
"event","sop","ERT","MCD",4420629026.96445,357064842.500356
"event","sop","ERT","OTZ",9110402717.67392,1269676164.37151
"event","sop","IPT","EXP",391922207721.858,20325052389.0633
"event","sop","IPT","SLF",9804508153.09146,828769792.01132
"event","sop","IPT","PTR",160420543317.776,14831399216.1464
"event","sop","IPT","MCR",136149621136.61,9980286812.90641
"event","sop","IPT","MCD",48720430148.9183,5169691802.57196
"event","sop","IPT","OTZ",36827241131.5268,4489641988.4189
"event","sop","HHT","EXP",39926303283.2421,3897293134.37151
"event","sop","HHT","SLF",1574887030.00006,442833580.38423
"event","sop","HHT","PTR",1784600605.99344,393635790.583618
"event","sop","HHT","MCR",19911920643.359,2524248615.7178
"event","sop","HHT","MCD",13721194184.0638,2601235872.33322
"event","sop","HHT","OTZ",2933700819.82578,896417957.777189
"event","sop","OMA","EXP",21203823970.5513,997591348.360239
"event","sop","OMA","SLF",11855951462.0167,639842596.21716
"event","sop","OMA","PTR",4127202168.01094,286819050.735228
"event","sop","OMA","MCR",2319174219.27331,379005460.872419
"event","sop","OMA","MCD",1957491228.15788,214236922.424525
"event","sop","OMA","OTZ",944422634.292045,160342864.156326
"event","agegrps","TOT","Under 5",33556454959.0013,3318710417.48632
"event","agegrps","TOT","5-17",82229303649.7799,6118599361.69069
"event","agegrps","TOT","18-44",272754324719.782,13780698784.9383
"event","agegrps","TOT","45-64",467596870731.386,20111013069.1287
"event","agegrps","TOT","65+",407282233770.355,17104545210.9584
"event","agegrps","DVT","Under 5",940620434.13748,108970220.704558
"event","agegrps","DVT","5-17",19656715975.1996,1769935524.60271
"event","agegrps","DVT","18-44",20802589311.9559,1068421381.40382
"event","agegrps","DVT","45-64",27519234539.2654,1477805688.52959
"event","agegrps","DVT","65+",14196350028.1961,1112867497.78236
"event","agegrps","RX","Under 5",1854327535.29246,317036562.054033
"event","agegrps","RX","5-17",15732349185.0834,3058132278.89835
"event","agegrps","RX","18-44",51231939610.9013,3598386334.99259
"event","agegrps","RX","45-64",108285925252.126,4037504172.45552
"event","agegrps","RX","65+",93772365120.0454,4235042382.02769
"event","agegrps","OBV","Under 5",10528715984.8797,858709709.728708
"event","agegrps","OBV","5-17",20425557837.441,1275929720.07414
"event","agegrps","OBV","18-44",69904790822.3483,3206484912.82024
"event","agegrps","OBV","45-64",102383291630.22,4945735916.42834
"event","agegrps","OBV","65+",90557871730.1078,6642763575.88273
"event","agegrps","OBD","Under 5",9202564043.40581,742550919.115108
"event","agegrps","OBD","5-17",14260843600.688,725840585.165682
"event","agegrps","OBD","18-44",48704971618.6178,2365851937.84752
"event","agegrps","OBD","45-64",72908683326.8377,3957055970.32615
"event","agegrps","OBD","65+",64282347623.7686,4190987444.9846
"event","agegrps","OBO","Under 5",1279657830.15683,290157243.797575
"event","agegrps","OBO","5-17",5924743515.42276,909496903.750171
"event","agegrps","OBO","18-44",20620840371.552,1479027315.61667
"event","agegrps","OBO","45-64",27823197549.5264,1683634233.89416
"event","agegrps","OBO","65+",24825663114.7441,4580121196.36295
"event","agegrps","OPT","Under 5",2183021781.63443,613940034.039107
"event","agegrps","OPT","5-17",6919377113.71818,1201680082.93485
"event","agegrps","OPT","18-44",23000597461.4636,2424905755.06877
"event","agegrps","OPT","45-64",52257736845.478,4195195905.66982
"event","agegrps","OPT","65+",29952884050.5306,3728802866.36019
"event","agegrps","OPY","Under 5",1962407654.45421,603505673.588132
"event","agegrps","OPY","5-17",4971436485.20298,956748953.186813
"event","agegrps","OPY","18-44",16868972067.5849,1897156239.99825
"event","agegrps","OPY","45-64",37612338428.7164,3802607528.31584
"event","agegrps","OPY","65+",17505890904.5046,1801429462.54293
"event","agegrps","OPZ","Under 5",220294618.664653,79376525.3297722
"event","agegrps","OPZ","5-17",1844359531.88583,539352667.806161
"event","agegrps","OPZ","18-44",5527411510.8011,782577774.57522
"event","agegrps","OPZ","45-64",13908110262.1613,1351285493.50551
"event","agegrps","OPZ","65+",9692337805.79434,2028696495.03191
"event","agegrps","ERT","Under 5",2029686893.17508,191550180.569958
"event","agegrps","ERT","5-17",3837264152.90176,386878892.380998
"event","agegrps","ERT","18-44",17581219999.6508,1300187461.34429
"event","agegrps","ERT","45-64",15317806204.4321,1426663073.6008
"event","agegrps","ERT","65+",9496176371.77404,821005033.899056
"event","agegrps","IPT","Under 5",14969778648.094,2832670703.8271
"event","agegrps","IPT","5-17",11405151262.8537,2698018732.04427
"event","agegrps","IPT","18-44",81318160281.149,9746222336.70115
"event","agegrps","IPT","45-64",146444448306.879,13541556563.6422
"event","agegrps","IPT","65+",137784669222.882,8758216186.14995
"event","agegrps","HHT","Under 5",977333689.170666,303212092.789941
"event","agegrps","HHT","5-17",2654765759.71771,1296498882.23741
"event","agegrps","HHT","18-44",4165053365.40958,1553987922.15305
"event","agegrps","HHT","45-64",8195486586.9935,1446433263.83069
"event","agegrps","HHT","65+",23933663881.9506,2853014478.51387
"event","agegrps","OMA","Under 5",73096097.525466,34331976.9862723
"event","agegrps","OMA","5-17",1598240486.54679,159789361.502795
"event","agegrps","OMA","18-44",4750293977.69561,247018813.583701
"event","agegrps","OMA","45-64",7193372110.75522,480355113.629207
"event","agegrps","OMA","65+",7588821298.02823,653605396.476593
"event","region","TOT","Northeast",246122047446.721,15664603062.3282
"event","region","TOT","Midwest",311584482990.617,14978445535.8722
"event","region","TOT","South",445535693438.474,22047363693.7198
"event","region","TOT","West",260176963954.492,13514927673.9964
"event","region","DVT","Northeast",16002583526.8751,1872736220.78401
"event","region","DVT","Midwest",19571821861.4841,1322110189.56671
"event","region","DVT","South",24059938007.3916,1531267604.77055
"event","region","DVT","West",23481166893.0038,1736164350.81212
"event","region","RX","Northeast",51419342859.5371,4110264193.13043
"event","region","RX","Midwest",62605038390.2104,2831085725.08351
"event","region","RX","South",103299210510.213,4928385848.36074
"event","region","RX","West",53553314943.4888,4265101708.11592
"event","region","OBV","Northeast",58458224147.6836,4328738233.1682
"event","region","OBV","Midwest",68823794532.935,3619659069.75022
"event","region","OBV","South",96586098195.3404,6295356187.01377
"event","region","OBV","West",69932111129.0381,4777397001.51713
"event","region","OBD","Northeast",41136233376.0594,2768381700.11639
"event","region","OBD","Midwest",49373368692.5096,3200056335.88808
"event","region","OBD","South",73821087067.3918,5004932419.7708
"event","region","OBD","West",45028721077.357,2606382954.39558
"event","region","OBO","Northeast",16575303379.8085,1909376039.02084
"event","region","OBO","Midwest",18426422013.9617,1223536803.49932
"event","region","OBO","South",21484854217.9366,2862349328.11815
"event","region","OBO","West",23987522769.6953,3580597235.52524
"event","region","OPT","Northeast",28699181373.0522,3587646667.97807
"event","region","OPT","Midwest",29579704919.6141,2304953690.87483
"event","region","OPT","South",34536233949.9642,3375764298.68769
"event","region","OPT","West",21498497010.1945,3092507335.83349
"event","region","OPY","Northeast",20169552728.9053,3356186647.46396
"event","region","OPY","Midwest",19299391273.6089,1648949548.45737
"event","region","OPY","South",24421646168.7776,2199782826.91991
