"rowGrp","colGrp","rowLevels","colLevels","n","n_se"
"ind","ind","Total","Total",31228,0
"ind","event","Total","TOT",24948,0
"ind","event","Total","DVT",11244,0
"ind","event","Total","RX",17316,0
"ind","event","Total","OBT",20570,0
"ind","event","Total","OBD",19053,0
"ind","event","Total","OBO",7984,0
"ind","event","Total","OPT",3723,0
"ind","event","Total","OPD",2272,0
"ind","event","Total","OPO",2003,0
"ind","event","Total","ERT",3906,0
"ind","event","Total","IPD",2058,0
"ind","event","Total","HHT",625,0
"ind","event","Total","OMA",4631,0
"ind","sop","Total","EXP",24786,0
"ind","sop","Total","SLF",20326,0
"ind","sop","Total","PTR",13295,0
"ind","sop","Total","MCR",4831,0
"ind","sop","Total","MCD",7541,0
"ind","sop","Total","OTZ",6142,0
"ind","agegrps","Total","Under 5",2317,0
"ind","agegrps","Total","5-17",6393,0
"ind","agegrps","Total","18-44",11103,0
"ind","agegrps","Total","45-64",7695,0
"ind","agegrps","Total","65+",3720,0
"ind","region","Total","Northeast",4757,0
"ind","region","Total","Midwest",6402,0
"ind","region","Total","South",11688,0
"ind","region","Total","West",8381,0
"ind","married","Total","Married",11344,0
"ind","married","Total","Widowed",1429,0
"ind","married","Total","Divorced",2572,0
"ind","married","Total","Separated",671,0
"ind","married","Total","Never married",7510,0
"ind","married","Total","Inapplicable (age < 16)",7702,0
"ind","race","Total","Hispanic",8511,0
"ind","race","Total","White",13560,0
"ind","race","Total","Black",6106,0
"ind","race","Total","Amer. Indian, AK Native, or mult. races",719,0
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",2332,0
"ind","sex","Total","Male",14881,0
"ind","sex","Total","Female",16347,0
"ind","education","Total","Less than high school",5208,0
"ind","education","Total","High school",6847,0
"ind","education","Total","Some college",10227,0
"ind","education","Total","Inapplicable (age < 18)",8710,0
"ind","education","Total","Missing",236,0
"ind","employed","Total","Employed",13323,0
"ind","employed","Total","Not employed",10169,0
"ind","employed","Total","Inapplicable (age < 16)",7702,0
"ind","employed","Total","Missing",34,0
"ind","insurance","Total","Any private, all ages",16844,0
"ind","insurance","Total","Public only, all ages",9114,0
"ind","insurance","Total","Uninsured, all ages",5270,0
"ind","poverty","Total","Negative or poor",6792,0
"ind","poverty","Total","Near-poor",2119,0
"ind","poverty","Total","Low income",5010,0
"ind","poverty","Total","Middle income",9321,0
"ind","poverty","Total","High income",7986,0
"ind","health","Total","Excellent",9778,0
"ind","health","Total","Very good",9743,0
"ind","health","Total","Good",8104,0
"ind","health","Total","Fair",2703,0
"ind","health","Total","Poor",833,0
"ind","health","Total","Missing",67,0
"ind","mnhlth","Total","Excellent",12867,0
"ind","mnhlth","Total","Very good",9057,0
