"rowGrp","colGrp","rowLevels","colLevels","medEXP","medEXP_se"
"ind","ind","Total","Total",1239,31.6332343293285
"ind","event","Total","TOT",1239,31.6332343293285
"ind","event","Total","DVT",236,5.35724129770887
"ind","event","Total","RX",319,11.734909509267
"ind","event","Total","OBV",438,8.41852203925679
"ind","event","Total","OBD",356,6.37766821155818
"ind","event","Total","OBO",249,5.35724129770887
"ind","event","Total","OPT",768,29.0821670447053
"ind","event","Total","OPY",1118,71.1747772409892
"ind","event","Total","OPZ",387,20.1534315485238
"ind","event","Total","ERT",607,21.6840719192978
"ind","event","Total","IPT",9445,281.127614765484
"ind","event","Total","HHT",2434,310.719995267114
"ind","event","Total","OMA",209,5.86745475463352
"ind","sop","Total","EXP",1239,31.6332343293285
"ind","sop","Total","SLF",305,6.88788166848283
"ind","sop","Total","PTR",779,20.4085382769862
"ind","sop","Total","MCR",1560,71.4298839694516
"ind","sop","Total","MCD",308,11.4798027808047
"ind","sop","Total","OTZ",330,14.030870065428
"ind","agegrps","Total","Under 5",469,22.1942853762224
"ind","agegrps","Total","5-17",517,20.4085382769862
"ind","agegrps","Total","18-44",875,33.6740881570272
"ind","agegrps","Total","45-64",2124,67.858389770979
"ind","agegrps","Total","65+",4513,117.859308549595
"ind","region","Total","Northeast",1517,94.1343828025987
"ind","region","Total","Midwest",1411,68.1134964994413
"ind","region","Total","South",1149,46.1743178516812
"ind","region","Total","West",1077,35.9700487131881
"ind","married","Total","Married",1949,61.9909350163455
"ind","married","Total","Widowed",4335,256.382262104639
"ind","married","Total","Divorced",2271,100.512051014157
"ind","married","Total","Separated",1692,243.116712224598
"ind","married","Total","Never married",821,36.7353688985751
"ind","married","Total","Inapplicable (age < 16)",493,15.3064037077396
"ind","race","Total","Hispanic",612,21.4289651908355
"ind","race","Total","White",1566,45.4089976662942
"ind","race","Total","Black",876,36.9904756270374
"ind","race","Total","Amer. Indian, AK Native, or mult. races",827,74.7462714394618
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",768,56.1234802617119
"ind","sex","Total","Male",1023,29.5923805016299
"ind","sex","Total","Female",1475,40.3068630970477
"ind","education","Total","Less than high school",1670,88.0118213195028
"ind","education","Total","High school",1763,88.7771415048898
"ind","education","Total","Some college",1780,66.327749400205
"ind","education","Total","Inapplicable (age < 18)",501,15.3064037077396
"ind","education","Total","Missing",1000,263.525250501584
"ind","employed","Total","Employed",1263,40.8170765539723
"ind","employed","Total","Not employed",2780,83.6750069356433
"ind","employed","Total","Inapplicable (age < 16)",493,15.3064037077396
"ind","employed","Total","Missing",1647,1013.53903218083
"ind","insurance","Total","Any private, all ages",1359,35.2047285278011
"ind","insurance","Total","Public only, all ages",1372,87.5016078625782
"ind","insurance","Total","Uninsured, all ages",439,22.9596055616094
"ind","poverty","Total","Negative or poor",855,47.9600649509175
"ind","poverty","Total","Near-poor",1084,134.696352628109
"ind","poverty","Total","Low income",1017,63.0113619301948
"ind","poverty","Total","Middle income",1151,45.1538909378319
"ind","poverty","Total","High income",1555,48.2151716793798
"ind","health","Total","Excellent",649,23.9800324754587
"ind","health","Total","Very good",1125,37.5006890839621
"ind","health","Total","Good",1859,100.001837557232
"ind","health","Total","Fair",4070,188.778979062122
"ind","health","Total","Poor",10831,708.941598396807
"ind","health","Total","Missing",6818,4536.3078455171
"ind","mnhlth","Total","Excellent",833,23.4698190185341
"ind","mnhlth","Total","Very good",1231,50.2560255070784
"ind","mnhlth","Total","Good",1893,100.767157742619
"ind","mnhlth","Total","Fair",4404,307.148501068642
"ind","mnhlth","Total","Poor",7393,1051.54993472171
"ind","mnhlth","Total","Missing",6818,3915.12296171133
"ind","agegrps_v2X","Total","Under 18",501,15.3064037077396
"ind","agegrps_v2X","Total","18-64",1339,35.4598352562635
"ind","agegrps_v2X","Total","65+",4513,117.859308549595
"ind","insurance_v2X","Total","<65, Any private",1133,26.531099760082
"ind","insurance_v2X","Total","<65, Public only",676,30.6128074154792
"ind","insurance_v2X","Total","<65, Uninsured",438,22.4493921046848
"ind","insurance_v2X","Total","65+, Medicare only",4232,250.00459389308
"ind","insurance_v2X","Total","65+, Medicare and private",4836,245.412672780759
"ind","insurance_v2X","Total","65+, Medicare and other public",4526,416.844394307442
"ind","insurance_v2X","Total","65+, No medicare",2809,694.400514874454
"event","sop","TOT","EXP",1239,31.6332343293285
"event","sop","TOT","SLF",305,6.88788166848283
"event","sop","TOT","PTR",779,20.4085382769862
"event","sop","TOT","MCR",1560,71.4298839694516
"event","sop","TOT","MCD",308,11.4798027808047
"event","sop","TOT","OTZ",330,14.030870065428
"event","sop","DVT","EXP",236,5.35724129770887
"event","sop","DVT","SLF",140,5.10213456924654
"event","sop","DVT","PTR",207,3.82660092693491
"event","sop","DVT","MCR",179,22.4493921046848
"event","sop","DVT","MCD",117,4.08170765539723
"event","sop","DVT","OTZ",158,9.18384222464377
"event","sop","RX","EXP",319,11.734909509267
"event","sop","RX","SLF",108,3.31638747001025
"event","sop","RX","PTR",261,11.2246960523424
"event","sop","RX","MCR",573,29.8474872300923
"event","sop","RX","MCD",94,4.59192111232189
"event","sop","RX","OTZ",138,8.41852203925679
"event","sop","OBV","EXP",438,8.41852203925679
"event","sop","OBV","SLF",90,2.55106728462327
"event","sop","OBV","PTR",317,6.6327749400205
"event","sop","OBV","MCR",587,34.4394083424141
"event","sop","OBV","MCD",194,7.65320185386981
"event","sop","OBV","OTZ",227,10.2042691384931
"event","sop","OBD","EXP",356,6.37766821155818
"event","sop","OBD","SLF",70,2.04085382769862
"event","sop","OBD","PTR",262,5.10213456924654
"event","sop","OBD","MCR",470,20.4085382769862
"event","sop","OBD","MCD",167,5.61234802617119
"event","sop","OBD","OTZ",207,8.16341531079446
"event","sop","OBO","EXP",249,5.35724129770887
"event","sop","OBO","SLF",75,2.55106728462327
