"rowGrp","colGrp","rowLevels","colLevels","meanEVT","meanEVT_se"
"ind","ind","Total","Total",232.61933318241,4.33474504594004
"ind","event","Total","DVT",296.958786209287,7.25231696770903
"ind","event","Total","ERT",919.979686804606,34.7235914065989
"ind","event","Total","HHT",1196.34634512409,79.8831725505712
"ind","event","Total","IPT",13130.9993748936,476.257525968663
"ind","event","Total","OBV",189.856522483007,4.38723655824929
"ind","event","Total","OPT",924.346654607513,53.0648288070118
"ind","event","Total","RX",82.7506920015199,1.73840226299272
"ind","sop","Total","XP",232.61933318241,4.33474504594004
"ind","sop","Total","SF",31.3839498852709,0.611235190869034
"ind","sop","Total","PR",94.005718445666,3.4438657603793
"ind","sop","Total","MR",60.3018219121748,2.79842109353861
"ind","sop","Total","MD",24.15164719493,1.44704360340563
"ind","sop","Total","OZ",22.7761957443683,1.30366213288194
"ind","agegrps","Total","Under 5",280.424599646784,25.5990901829012
"ind","agegrps","Total","5-17",221.691421673991,13.8525167767116
"ind","agegrps","Total","18-44",237.449463432619,9.82097915952894
"ind","agegrps","Total","45-64",230.17385967316,6.98903013442366
"ind","agegrps","Total","65+",231.292095343019,6.90902175869151
"ind","region","Total","Northeast",242.169504496567,9.69081924395288
"ind","region","Total","Midwest",232.365816853113,8.08991644375797
"ind","region","Total","South",225.760962268798,8.24432737562411
"ind","region","Total","West",236.432905420184,9.22350761698016
"ind","married","Total","Married",241.891858265368,6.45353563959988
"ind","married","Total","Widowed",228.566100113929,10.0342150138454
"ind","married","Total","Divorced",214.143726690063,13.6183073397002
"ind","married","Total","Separated",235.981119198479,23.2847860396372
"ind","married","Total","Never married",219.404893128851,7.74425789524753
"ind","married","Total","Inapplicable (age < 16)",236.741681109991,14.4502483214032
"ind","race","Total","Hispanic",223.590701118123,11.0976872356241
"ind","race","Total","White",228.974565787036,4.83417043827463
"ind","race","Total","Black",269.785054311362,17.2575685783248
"ind","race","Total","Amer. Indian, AK Native, or mult. races",190.181156914252,25.0729984302761
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",253.315315470231,16.4614597363426
"ind","sex","Total","Male",247.671709775202,7.3619089307307
"ind","sex","Total","Female",222.040946888242,4.94757728157906
"ind","education","Total","Less than high school",218.696691029048,8.84300426921929
"ind","education","Total","High school",229.54003229615,7.6833686684563
"ind","education","Total","Some college",237.479590637652,6.79859202053406
"ind","education","Total","Inapplicable (age < 18)",236.207509261249,12.9755715792878
"ind","education","Total","Missing",319.051780843555,83.0556303324202
"ind","employed","Total","Employed",223.75779648287,5.86190878660845
"ind","employed","Total","Not employed",238.466568220258,6.45310915564387
"ind","employed","Total","Inapplicable (age < 16)",236.741681109991,14.4502483214032
"ind","insurance","Total","Any private, all ages",241.71824956001,5.60778766616666
"ind","insurance","Total","Public only, all ages",221.302641676753,8.48012952227944
"ind","insurance","Total","Uninsured, all ages",189.536941428882,13.8942018483675
"ind","poverty","Total","Negative or poor",241.878379236708,15.0526230024074
"ind","poverty","Total","Near-poor",205.018446623077,13.0212537846863
"ind","poverty","Total","Low income",217.548446162105,10.4424998944063
"ind","poverty","Total","Middle income",227.301398906711,6.72997148140201
"ind","poverty","Total","High income",242.530032193274,7.48730466465249
"ind","health","Total","Excellent",220.80420511073,7.97267767312789
"ind","health","Total","Very good",208.513840694897,7.64615767781994
"ind","health","Total","Good",218.394279443554,5.93520411658914
"ind","health","Total","Fair",247.84456677398,11.3236466441053
"ind","health","Total","Poor",324.527472536482,22.0590831388216
"ind","mnhlth","Total","Excellent",233.824723688274,6.67008992347836
"ind","mnhlth","Total","Very good",223.097492464359,8.34319814839428
"ind","mnhlth","Total","Good",223.014345590863,6.60563242796049
"ind","mnhlth","Total","Fair",251.05770388164,17.043288272424
"ind","mnhlth","Total","Poor",290.330600064528,30.6350308850473
"ind","agegrps_v2X","Total","Under 18",236.207509261249,12.9755715792878
"ind","agegrps_v2X","Total","18-64",232.798343311518,5.64528977612683
"ind","agegrps_v2X","Total","65+",231.292095343019,6.90902175869151
"ind","insurance_v2X","Total","<65, Any private",243.536210697074,6.64176074857229
"ind","insurance_v2X","Total","<65, Public only",216.291906322863,12.1944970429428
"ind","insurance_v2X","Total","<65, Uninsured",189.963378578506,13.9351048850368
"ind","insurance_v2X","Total","65+, Medicare only",231.028011562797,15.2530162275838
"ind","insurance_v2X","Total","65+, Medicare and private",237.416871784321,9.75425639116621
"ind","insurance_v2X","Total","65+, Medicare and other public",212.327196320008,17.0082659217879
"ind","insurance_v2X","Total","65+, No medicare",166.756948307179,27.2133033118165
"ind","event_v2X","Total","Missing",266.388545498018,24.135145610279
"ind","event_v2X","Total","OBD",212.957174831578,4.54495509429059
"ind","event_v2X","Total","OBO",147.711491965693,8.9009345017881
"ind","event_v2X","Total","OPY",1550.60687038616,90.4966732477431
"ind","event_v2X","Total","OPZ",499.51002878824,36.4803251459884
"event","sop","DVT","XP",296.958786209287,7.25231696770903
"event","sop","ERT","XP",919.979686804606,34.7235914065989
"event","sop","HHT","XP",1196.34634512409,79.8831725505712
"event","sop","IPT","XP",13130.9993748936,476.257525968663
"event","sop","OBV","XP",189.856522483007,4.38723655824929
"event","sop","OPT","XP",924.346654607513,53.0648288070118
"event","sop","RX","XP",82.7506920015199,1.73840226299272
"event","sop","DVT","SF",140.975709778072,5.98977232103294
"event","sop","ERT","SF",93.2046384011843,8.93351202903473
"event","sop","HHT","SF",47.1898520964505,12.9360334948551
"event","sop","IPT","SF",328.486704704402,26.6050482889852
"event","sop","OBV","SF",29.5815083866199,0.841394335327711
"event","sop","OPT","SF",57.3930261622635,4.51770298794172
"event","sop","RX","SF",18.022016775955,0.359322367397378
"event","sop","DVT","PR",127.867464706516,3.43989708328514
"event","sop","ERT","PR",411.404384540578,21.5780767040272
"event","sop","HHT","PR",53.473441626653,12.1686094509169
"event","sop","IPT","PR",5374.74478248903,456.558809966497
"event","sop","OBV","PR",83.4542572733082,2.69661097538269
"event","sop","OPT","PR",510.119284973684,46.4725226111794
"event","sop","RX","PR",27.5541392345905,0.999168019539835
"event","sop","DVT","MR",2.04580756795663,0.372562265967911
"event","sop","ERT","MR",157.444922429137,14.5024159166487
"event","sop","HHT","MR",596.638008434879,58.6669198065796
