"rowGrp","colGrp","rowLevels","colLevels","meanEXP0","meanEXP0_se"
"ind","ind","Total","Total",4094.38023019668,92.8272285482222
"ind","event","Total","TOT",4094.38023019668,92.8272285482222
"ind","event","Total","DVT",269.353596515659,9.22641454837078
"ind","event","Total","RX",877.834579612541,23.6940881602453
"ind","event","Total","OBV",952.12250752401,27.8461653590599
"ind","event","Total","OBD",678.473968449955,20.1284733494512
"ind","event","Total","OBO",260.793548971723,15.8115834197108
"ind","event","Total","OPT",370.457738041811,19.8907849526894
"ind","event","Total","OPY",255.760535948679,14.1833192435843
"ind","event","Total","OPZ",101.086015452037,8.68434877498536
"ind","event","Total","ERT",156.403836161227,6.57318498323811
"ind","event","Total","IPT",1270.10777937223,62.6008530432618
"ind","event","Total","HHT",129.389729396527,12.8520812894081
"ind","event","Total","OMA",68.7155288647211,2.96528977485762
"ind","sop","Total","EXP",4094.38023019668,92.8272285482222
"ind","sop","Total","SLF",581.554520658153,13.4277364577671
"ind","sop","Total","PTR",1640.22169150313,56.3082862997273
"ind","sop","Total","MCR",1051.08674741642,55.0149552913631
"ind","sop","Total","MCD",424.31019708099,25.94450290025
"ind","sop","Total","OTZ",397.224225441599,23.8517306786515
"ind","agegrps","Total","Under 5",1578.36224889221,143.182765776566
"ind","agegrps","Total","5-17",1534.87640924648,102.569314081201
"ind","agegrps","Total","18-44",2455.66499400862,111.830680834565
"ind","agegrps","Total","45-64",5736.63058748465,199.567021693969
"ind","agegrps","Total","65+",9895.67611045866,283.756037747397
"ind","region","Total","Northeast",4435.72856846813,205.491758891615
"ind","region","Total","Midwest",4659.81887062678,199.143695394673
"ind","region","Total","South",3908.06179194518,175.711311513241
"ind","region","Total","West",3602.69975954312,160.242549272191
"ind","married","Total","Married",5233.60466555132,160.205543812145
"ind","married","Total","Widowed",9986.49314763726,497.000624267595
"ind","married","Total","Divorced",6048.02969506303,424.309997621294
"ind","married","Total","Separated",5844.2010558219,729.641200299053
"ind","married","Total","Never married",2435.99175753273,103.035720260734
"ind","married","Total","Inapplicable (age < 16)",1530.35423110301,93.021427252818
"ind","race","Total","Hispanic",2260.14931060707,131.012608359366
"ind","race","Total","White",4733.58423592009,117.36766816977
"ind","race","Total","Black",4045.89357065256,286.504184042323
"ind","race","Total","Amer. Indian, AK Native, or mult. races",3003.17533345758,444.150007012919
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",2433.3770416412,205.480446615402
"ind","sex","Total","Male",3667.96156925424,123.60668917403
"ind","sex","Total","Female",4506.07571907892,116.330590571329
"ind","education","Total","Less than high school",4903.2227054434,247.504613411486
"ind","education","Total","High school",4968.77952916078,183.056475277052
"ind","education","Total","Some college",4899.98481180138,159.312820625743
"ind","education","Total","Inapplicable (age < 18)",1547.23068163596,86.7443744279267
"ind","education","Total","Missing",3475.83790076054,1032.68127823828
"ind","employed","Total","Employed",3239.90329410021,96.1333685431595
"ind","employed","Total","Not employed",7119.33787529616,222.832073344942
"ind","employed","Total","Inapplicable (age < 16)",1530.35423110301,93.021427252818
"ind","employed","Total","Missing",610.385559989678,321.433334386268
"ind","insurance","Total","Any private, all ages",4151.84377256229,104.984817041726
"ind","insurance","Total","Public only, all ages",5601.77468157981,262.642125647935
"ind","insurance","Total","Uninsured, all ages",1291.00622100215,113.205299325407
"ind","poverty","Total","Negative or poor",4025.69665218236,289.000533745853
"ind","poverty","Total","Near-poor",3869.26698082866,313.037476061902
"ind","poverty","Total","Low income",3951.94134183646,234.001977420193
"ind","poverty","Total","Middle income",3797.61374968297,139.244316198612
"ind","poverty","Total","High income",4453.81561825283,157.173886801782
"ind","health","Total","Excellent",1747.87537391691,72.2777959930158
"ind","health","Total","Very good",2921.14278588339,117.563486555502
"ind","health","Total","Good",5003.71823783669,187.285113514345
"ind","health","Total","Fair",10131.6328926627,507.604716902473
"ind","health","Total","Poor",19531.2226611584,1230.40827171683
"ind","health","Total","Missing",8397.41903728794,2468.63865241612
