"rowGrp","colGrp","rowLevels","colLevels","meanEXP","meanEXP_se"
"ind","ind","Total","Total",4838.58177127571,107.142215155669
"ind","event","Total","TOT",4838.58177127571,107.142215155669
"ind","event","Total","DVT",666.216888308326,18.9216151087853
"ind","event","Total","RX",1432.07781076437,36.6685114547596
"ind","event","Total","OBV",1321.86287656833,36.3202831311843
"ind","event","Total","OBD",1019.48910574535,28.2908445765747
"ind","event","Total","OBO",829.280430401871,47.7913973791334
"ind","event","Total","OPT",2672.67117139948,137.261170908894
"ind","event","Total","OPY",3134.15077151714,166.391240444624
"ind","event","Total","OPZ",1289.31912730313,97.1930924433001
"ind","event","Total","ERT",1349.03281795605,51.0488542073664
"ind","event","Total","IPT",17793.0507758444,671.689802156346
"ind","event","Total","HHT",5861.69528239411,534.726729905303
"ind","event","Total","OMA",401.627713724213,14.4435160495145
"ind","sop","Total","EXP",4838.58177127571,107.142215155669
"ind","sop","Total","SLF",786.160588314636,16.5760302303848
"ind","sop","Total","PTR",3027.58005577266,97.9439579554387
"ind","sop","Total","MCR",6124.69368384071,268.630774810992
"ind","sop","Total","MCD",2133.10356839964,117.64709386751
"ind","sop","Total","OTZ",2001.9885115365,107.030557136966
"ind","agegrps","Total","Under 5",1769.48850728182,158.873191523712
"ind","agegrps","Total","5-17",1814.07477717859,120.438137523494
"ind","agegrps","Total","18-44",3229.7992876038,141.710932287502
"ind","agegrps","Total","45-64",6429.18949381412,228.364059985346
"ind","agegrps","Total","65+",10274.1411089806,295.687221760324
"ind","region","Total","Northeast",5150.2439582587,223.615577944555
"ind","region","Total","Midwest",5251.06178615567,219.392220549357
"ind","region","Total","South",4721.79167851839,209.220914250234
"ind","region","Total","West",4363.16369686659,188.999641100232
"ind","married","Total","Married",5982.48675288275,176.480067612865
"ind","married","Total","Widowed",10458.5042181564,516.679338939025
"ind","married","Total","Divorced",6880.23790240276,472.689246259613
"ind","married","Total","Separated",7194.99125570658,863.192279715814
"ind","married","Total","Never married",3247.20423449993,135.343649312726
"ind","married","Total","Inapplicable (age < 16)",1772.53501674122,107.558284481214
"ind","race","Total","Hispanic",3169.33108816948,169.509848605809
"ind","race","Total","White",5295.42153109412,128.306101007374
"ind","race","Total","Black",5045.49120707785,344.87391553203
"ind","race","Total","Amer. Indian, AK Native, or mult. races",3523.80197651057,516.442302523199
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",3156.94531386252,244.898730124167
"ind","sex","Total","Male",4553.61878632223,150.678598555028
"ind","sex","Total","Female",5088.85721764937,128.743559847946
"ind","education","Total","Less than high school",6461.60144082799,307.42673082152
"ind","education","Total","High school",6138.99822849654,221.361656431982
"ind","education","Total","Some college",5530.2654281536,178.845990719092
"ind","education","Total","Inapplicable (age < 18)",1800.92345018888,100.43964319892
"ind","education","Total","Missing",5571.19680688969,1633.90629410439
"ind","employed","Total","Employed",3918.65634215852,118.102706917526
"ind","employed","Total","Not employed",8228.79566663103,252.100688938325
"ind","employed","Total","Inapplicable (age < 16)",1772.53501674122,107.558284481214
"ind","employed","Total","Missing",2257.02674225328,585.088706176182
"ind","insurance","Total","Any private, all ages",4637.07752756691,116.066630128586
"ind","insurance","Total","Public only, all ages",6355.10719687396,293.595366597691
"ind","insurance","Total","Uninsured, all ages",2375.74320567887,199.802960726802
"ind","poverty","Total","Negative or poor",5186.2934208821,366.398950392598
"ind","poverty","Total","Near-poor",4892.4212577172,388.286860359192
"ind","poverty","Total","Low income",4903.20367097553,284.514405633982
"ind","poverty","Total","Middle income",4550.44564575516,165.99544252363
"ind","poverty","Total","High income",4906.48747278422,172.881400003381
"ind","health","Total","Excellent",2144.36881065383,87.666563487233
"ind","health","Total","Very good",3492.79589165053,134.369791592714
"ind","health","Total","Good",5794.29878405294,210.29388952774
"ind","health","Total","Fair",10960.540377763,538.220025319345
"ind","health","Total","Poor",20123.5499754795,1257.86994743118
"ind","health","Total","Missing",15488.1185244517,3995.45727325581
"ind","mnhlth","Total","Excellent",3235.29457134306,114.051879451651
"ind","mnhlth","Total","Very good",4244.93283660914,194.568155698575
"ind","mnhlth","Total","Good",6342.44646733491,233.429379139346
"ind","mnhlth","Total","Fair",11219.8918202044,828.927455791023
"ind","mnhlth","Total","Poor",14423.358054386,1603.27036265032
"ind","mnhlth","Total","Missing",15122.8016340807,3759.59248360454
"ind","agegrps_v2X","Total","Under 18",1800.92345018888,100.43964319892
"ind","agegrps_v2X","Total","18-64",4710.22416769317,135.644887288825
"ind","agegrps_v2X","Total","65+",10274.1411089806,295.687221760324
"ind","insurance_v2X","Total","<65, Any private",3913.89131204257,115.395664703825
"ind","insurance_v2X","Total","<65, Public only",4474.27372105112,296.47457748042
"ind","insurance_v2X","Total","<65, Uninsured",2380.71985944423,201.416351953923
"ind","insurance_v2X","Total","65+, Medicare only",10006.7108003121,649.405681967519
"ind","insurance_v2X","Total","65+, Medicare and private",10266.7326677847,423.378163730585
"ind","insurance_v2X","Total","65+, Medicare and other public",11989.7358311237,1181.59443405372
"ind","insurance_v2X","Total","65+, No medicare",4823.86250397558,1076.52350588464
"event","sop","TOT","EXP",4838.58177127571,107.142215155669
"event","sop","TOT","SLF",786.160588314636,16.5760302303848
"event","sop","TOT","PTR",3027.58005577266,97.9439579554387
"event","sop","TOT","MCR",6124.69368384071,268.630774810992
"event","sop","TOT","MCD",2133.10356839964,117.64709386751
"event","sop","TOT","OTZ",2001.9885115365,107.030557136966
"event","sop","DVT","EXP",666.216888308326,18.9216151087853
"event","sop","DVT","SLF",492.147316994804,20.5166398586228
"event","sop","DVT","PTR",462.575301127668,12.1862331023355
"event","sop","DVT","MCR",382.329243440267,59.7575218537718
"event","sop","DVT","MCD",345.725804129251,25.7866631149195
"event","sop","DVT","OTZ",394.313782037074,30.3900924068438
"event","sop","RX","EXP",1432.07781076437,36.6685114547596
"event","sop","RX","SLF",344.282241888968,7.49539515351245
"event","sop","RX","PTR",992.517380294757,35.2195267097961
"event","sop","RX","MCR",1699.01655951496,78.189634419403
"event","sop","RX","MCD",758.663588299358,81.2746447144918
"event","sop","RX","OTZ",808.443839858746,57.389385915793
"event","sop","OBV","EXP",1321.86287656833,36.3202831311843
"event","sop","OBV","SLF",274.502033996154,8.32392020402929
"event","sop","OBV","PTR",915.347579043852,27.7255186942178
"event","sop","OBV","MCR",1638.1300891203,141.729122362477
"event","sop","OBV","MCD",607.89108933971,39.7383692980511
"event","sop","OBV","OTZ",846.055703313095,35.8396513511101
"event","sop","OBD","EXP",1019.48910574535,28.2908445765747
"event","sop","OBD","SLF",192.055995575793,7.11895727769996
"event","sop","OBD","PTR",741.935077928596,27.5348801152959
"event","sop","OBD","MCR",1195.75946052784,86.0436651366867
"event","sop","OBD","MCD",450.740004589793,28.5093735827128
"event","sop","OBD","OTZ",721.641979088211,37.3124364915168
"event","sop","OBO","EXP",829.280430401871,47.7913973791334
"event","sop","OBO","SLF",259.377567152915,14.3546426712859
"event","sop","OBO","PTR",529.259596298505,19.9658100470354
"event","sop","OBO","MCR",1037.38569374965,241.682662683967
"event","sop","OBO","MCD",628.770855412434,67.1178342465127
"event","sop","OBO","OTZ",638.316210670468,46.1447806266145
"event","sop","OPT","EXP",2672.67117139948,137.261170908894
"event","sop","OPT","SLF",332.473730097596,17.6639046328906
"event","sop","OPT","PTR",2309.84940868703,165.700760049667
"event","sop","OPT","MCR",1815.83679475953,193.549903734308
"event","sop","OPT","MCD",862.416694370326,85.3552985700888
"event","sop","OPT","OTZ",2185.61761191963,386.238140011395
"event","sop","OPY","EXP",3134.15077151714,166.391240444624
"event","sop","OPY","SLF",374.013442717902,24.8002696124432
"event","sop","OPY","PTR",3015.28606617241,246.008182227784
"event","sop","OPY","MCR",2100.99042396659,209.65984374539
"event","sop","OPY","MCD",1051.66404768072,128.87459936754
"event","sop","OPY","OTZ",2032.85313124745,361.545302191222
"event","sop","OPZ","EXP",1289.31912730313,97.1930924433001
"event","sop","OPZ","SLF",206.0986807723,15.7996785365271
"event","sop","OPZ","PTR",1024.94978482663,84.583218950318
"event","sop","OPZ","MCR",1055.86755420802,229.483151820582
"event","sop","OPZ","MCD",391.530358065683,59.1224972863999
"event","sop","OPZ","OTZ",983.251629462232,161.336216008717
"event","sop","ERT","EXP",1349.03281795605,51.0488542073664
"event","sop","ERT","SLF",301.029079209227,26.685997148027
"event","sop","ERT","PTR",1195.93684263426,55.9128213073145
"event","sop","ERT","MCR",1037.00734248491,83.2195176698484
"event","sop","ERT","MCD",509.203948426773,30.1318103918775
"event","sop","ERT","OTZ",1440.34559672291,186.394398808215
"event","sop","IPT","EXP",17793.0507758444,671.689802156346
"event","sop","IPT","SLF",945.519408848465,69.0480483675969
"event","sop","IPT","PTR",13270.62192357,1017.1032637887
"event","sop","IPT","MCR",16277.3089328053,863.683920656798
"event","sop","IPT","MCD",8828.29478885276,832.798631674155
"event","sop","IPT","OTZ",8096.76448551306,823.988811232002
"event","sop","HHT","EXP",5861.69528239411,534.726729905303
"event","sop","HHT","SLF",2152.93217375689,516.663807941222
"event","sop","HHT","PTR",1452.83188391003,266.718064643864
"event","sop","HHT","MCR",5564.18689928072,576.097745718698
"event","sop","HHT","MCD",8113.32653708131,1484.47792817671
"event","sop","HHT","OTZ",2970.94493846019,818.633454243161
"event","sop","OMA","EXP",401.627713724213,14.4435160495145
"event","sop","OMA","SLF",274.452230289062,10.6466834833724
"event","sop","OMA","PTR",260.946809099076,13.1423158627459
"event","sop","OMA","MCR",855.854679000975,133.327484434441
"event","sop","OMA","MCD",410.148976274998,35.9929898512246
"event","sop","OMA","OTZ",393.284213976576,58.9575062466469
"event","agegrps","TOT","Under 5",1769.48850728182,158.873191523712
"event","agegrps","TOT","5-17",1814.07477717859,120.438137523494
"event","agegrps","TOT","18-44",3229.7992876038,141.710932287502
"event","agegrps","TOT","45-64",6429.18949381412,228.364059985346
"event","agegrps","TOT","65+",10274.1411089806,295.687221760324
"event","agegrps","DVT","Under 5",234.100975562921,21.8303040628168
"event","agegrps","DVT","5-17",677.995884871724,53.639283956481
"event","agegrps","DVT","18-44",547.052492846045,18.4112015868235
"event","agegrps","DVT","45-64",758.602768997304,31.8400873977719
"event","agegrps","DVT","65+",813.817191488342,49.8728923491858
"event","agegrps","RX","Under 5",182.445534978856,29.6037729869352
"event","agegrps","RX","5-17",677.578581814174,127.874881663261
"event","agegrps","RX","18-44",876.322681226459,55.5758926365034
"event","agegrps","RX","45-64",1801.11116823038,59.6808287884809
"event","agegrps","RX","65+",2521.90094761415,78.7150186746664
"event","agegrps","OBV","Under 5",598.680631026159,39.3692913219834
"event","agegrps","OBV","5-17",559.35586430346,30.8532508885371
"event","agegrps","OBV","18-44",1032.27863048117,37.5403785024288
"event","agegrps","OBV","45-64",1617.35042501315,61.533917740528
"event","agegrps","OBV","65+",2438.4483089639,167.2866292646
"event","agegrps","OBD","Under 5",538.469749652475,36.2567546321401
"event","agegrps","OBD","5-17",424.751024927647,18.6971245146319
"event","agegrps","OBD","18-44",817.919606563086,34.826921045139
"event","agegrps","OBD","45-64",1238.63778095034,55.4602970862886
"event","agegrps","OBD","65+",1771.69325830028,107.429884164239
"event","agegrps","OBO","Under 5",398.453070665152,78.5672184321246
"event","agegrps","OBO","5-17",542.347185010969,78.567666243893
"event","agegrps","OBO","18-44",684.600345880559,37.1286785150849
"event","agegrps","OBO","45-64",854.194643248108,40.0554833423733
"event","agegrps","OBO","65+",1228.286143862,217.007605411657
"event","agegrps","OPT","Under 5",1789.37742699122,473.329522951951
"event","agegrps","OPT","5-17",2134.5654586348,325.155411487666
"event","agegrps","OPT","18-44",2310.93032373056,199.88097019663
"event","agegrps","OPT","45-64",3157.83601509317,248.261261072838
"event","agegrps","OPT","65+",2536.62324397197,294.861086965779
"event","agegrps","OPY","Under 5",2204.8623714976,634.993044685173
"event","agegrps","OPY","5-17",2124.23486904088,374.745949767368
"event","agegrps","OPY","18-44",2701.77324510795,241.218205845816
"event","agegrps","OPY","45-64",4101.94609860048,392.401202079105
"event","agegrps","OPY","65+",2677.7390258438,248.034637699211
"event","agegrps","OPZ","Under 5",542.735694792419,153.172417581393
"event","agegrps","OPZ","5-17",1467.7302366401,352.318986379664
"event","agegrps","OPZ","18-44",1125.39856540221,133.043252759076
"event","agegrps","OPZ","45-64",1364.51981757266,117.28493876292
"event","agegrps","OPZ","65+",1305.13383310381,257.08176732549
"event","agegrps","ERT","Under 5",638.913767798527,44.478331224152
"event","agegrps","ERT","5-17",775.996026981697,63.541538685979
"event","agegrps","ERT","18-44",1467.19455218386,90.3192768796565
"event","agegrps","ERT","45-64",1722.03597156859,142.661476486099
"event","agegrps","ERT","65+",1401.5278930501,114.186753285816
"event","agegrps","IPT","Under 5",13780.6605482363,2129.0570123224
"event","agegrps","IPT","5-17",14935.6488518957,2569.28491320121
"event","agegrps","IPT","18-44",12282.2228245877,1278.25989305787
"event","agegrps","IPT","45-64",22879.4637703721,1581.01488921376
"event","agegrps","IPT","65+",19256.3174275742,836.0537823328
"event","agegrps","HHT","Under 5",3144.39124733385,792.075458271448
"event","agegrps","HHT","5-17",8267.09454261034,4114.34290835627
"event","agegrps","HHT","18-44",5448.76568600294,1960.92534446486
"event","agegrps","HHT","45-64",5149.67988913516,724.786558021955
"event","agegrps","HHT","65+",6259.47331205562,657.977840749858
"event","agegrps","OMA","Under 5",238.473211086129,97.315393110369
"event","agegrps","OMA","5-17",228.723794720821,18.6614190310077
"event","agegrps","OMA","18-44",267.111181518843,9.5691683470209
"event","agegrps","OMA","45-64",418.309017755472,23.5721750322848
"event","agegrps","OMA","65+",721.350763572695,53.9038095132574
"event","region","TOT","Northeast",5150.2439582587,223.615577944555
"event","region","TOT","Midwest",5251.06178615567,219.392220549357
"event","region","TOT","South",4721.79167851839,209.220914250234
"event","region","TOT","West",4363.16369686659,188.999641100232
"event","region","DVT","Northeast",689.079772332175,65.1743776606794
"event","region","DVT","Midwest",642.458428013431,28.7052907931833
"event","region","DVT","South",589.452240313535,25.0096661976333
"event","region","DVT","West",776.162216411298,33.586487239936
"event","region","RX","Northeast",1470.97590143986,86.9283522570613
"event","region","RX","Midwest",1449.02795778515,54.7134361312791
"event","region","RX","South",1464.58925644077,58.2731170162671
"event","region","RX","West",1323.68981063548,97.7091551207925
"event","region","OBV","Northeast",1410.74692169322,55.1286604470224
"event","region","OBV","Midwest",1343.93221585619,60.4162604758776
"event","region","OBV","South",1215.89521548159,68.8744437104442
"event","region","OBV","West",1393.6943224591,89.6721276879719
"event","region","OBD","Northeast",1049.26434342374,42.8364752434364
"event","region","OBD","Midwest",1059.34292616838,56.1007897789793
"event","region","OBD","South",988.199691363919,60.9753108496745
"event","region","OBD","West",1004.15932634337,36.9539805524112
"event","region","OBO","Northeast",904.814796592019,51.032581415083
"event","region","OBO","Midwest",751.646644263809,51.4162117968749
"event","region","OBO","South",752.006400850057,95.7895733564009
"event","region","OBO","West",935.656757110256,134.961955362963
"event","region","OPT","Northeast",2910.77461815864,389.315660940575
"event","region","OPT","Midwest",2330.96407728983,143.470355587902
"event","region","OPT","South",2567.10968193763,220.088511452743
"event","region","OPT","West",3176.30106422104,406.374492611702
"event","region","OPY","Northeast",3603.18740661752,590.005477746773
"event","region","OPY","Midwest",2840.43510933158,203.528098493725
"event","region","OPY","South",2918.55810921171,210.709975884808
"event","region","OPY","West",3399.73076705777,375.23761197267
"event","region","OPZ","Northeast",1352.71180440457,164.074241583111
"event","region","OPZ","Midwest",1215.86160615746,105.030788111239
"event","region","OPZ","South",1060.08504435479,79.0532826071467
"event","region","OPZ","West",1814.79494218419,544.253615137291
"event","region","ERT","Northeast",1407.21161435766,114.834849633519
"event","region","ERT","Midwest",1337.91166673261,125.586272336144
"event","region","ERT","South",1309.36154681661,69.4567197216514
"event","region","ERT","West",1376.500400796,127.74297209023
"event","region","IPT","Northeast",17138.8280000451,1057.44847627387
"event","region","IPT","Midwest",18515.2640561978,1402.35570067369
"event","region","IPT","South",17609.9840193104,1383.90982280736
"event","region","IPT","West",17826.4088254634,1135.96285186603
"event","region","HHT","Northeast",4687.62784397432,1124.3998406715
"event","region","HHT","Midwest",5417.54178219747,975.143116988339
"event","region","HHT","South",6658.55567597637,952.096865904297
"event","region","HHT","West",6537.9509748063,1166.14335280446
"event","region","OMA","Northeast",431.631678342688,37.7529631958262
"event","region","OMA","Midwest",422.870341522877,26.312865892521
"event","region","OMA","South",372.484414602006,24.6897095536007
"event","region","OMA","West",398.612257386741,30.0759268675825
"event","married","TOT","Married",5982.48675288275,176.480067612865
"event","married","TOT","Widowed",10458.5042181564,516.679338939025
"event","married","TOT","Divorced",6880.23790240276,472.689246259613
"event","married","TOT","Separated",7194.99125570658,863.192279715814
"event","married","TOT","Never married",3247.20423449993,135.343649312726
"event","married","TOT","Inapplicable (age < 16)",1772.53501674122,107.558284481214
"event","married","DVT","Married",666.07431690911,23.8619332095717
"event","married","DVT","Widowed",882.428959583412,87.869314757348
"event","married","DVT","Divorced",815.777000063074,59.2678006748771
"event","married","DVT","Separated",786.038682102715,123.771827809902
"event","married","DVT","Never married",600.365801874905,28.679292833555
"event","married","DVT","Inapplicable (age < 16)",627.459355312909,54.0314093216979
"event","married","RX","Married",1605.83058757747,44.7206157986059
"event","married","RX","Widowed",2553.04581987153,124.91476062158
"event","married","RX","Divorced",1741.20622550038,98.2938849982965
"event","married","RX","Separated",1986.96965435839,270.849205994622
"event","married","RX","Never married",1115.65694625596,86.9691454698309
"event","married","RX","Inapplicable (age < 16)",520.297302355641,102.019231192676
"event","married","OBV","Married",1614.04490245987,60.7881469471009
"event","married","OBV","Widowed",2030.97563474641,134.771769346567
"event","married","OBV","Divorced",2022.45149063368,223.145027936453
"event","married","OBV","Separated",1562.53722569302,211.241285165215
"event","married","OBV","Never married",959.050324822732,40.1497776180664
"event","married","OBV","Inapplicable (age < 16)",562.163335154812,24.1527338832542
"event","married","OBD","Married",1248.25791957993,54.2051400162339
"event","married","OBD","Widowed",1549.94540817212,114.072731103488
"event","married","OBD","Divorced",1475.77946205959,121.146142550328
"event","married","OBD","Separated",1218.92018728116,180.087503312524
"event","married","OBD","Never married",745.506788567939,35.7300049318156
"event","married","OBD","Inapplicable (age < 16)",449.795606297243,16.7191747295549
"event","married","OBO","Married",856.701796177298,58.7899683339263
"event","married","OBO","Widowed",1008.93073462564,107.109381363695
"event","married","OBO","Divorced",1254.87980814711,366.365436038818
"event","married","OBO","Separated",949.460619373832,240.144932610273
"event","married","OBO","Never married",652.379107471667,41.8760248922448
"event","married","OBO","Inapplicable (age < 16)",526.997162767668,72.0411378823565
"event","married","OPT","Married",2883.67153579621,180.545253782206
"event","married","OPT","Widowed",1700.83368636947,176.7356053124
"event","married","OPT","Divorced",3321.71072133953,589.199012935246
"event","married","OPT","Separated",2378.66292524998,568.63400557096
"event","married","OPT","Never married",2583.6994975797,286.271360536691
"event","married","OPT","Inapplicable (age < 16)",1823.09105832016,252.442467787721
"event","married","OPY","Married",3622.65885011649,283.334080815331
"event","married","OPY","Widowed",2050.59627711918,212.969535552545
"event","married","OPY","Divorced",3407.83430560976,413.631917539657
"event","married","OPY","Separated",2576.7458396719,779.332603816905
"event","married","OPY","Never married",2927.28356506711,384.917001383947
"event","married","OPY","Inapplicable (age < 16)",1914.57367119117,288.365358187399
"event","married","OPZ","Married",1326.27545277879,106.438378556522
"event","married","OPZ","Widowed",954.96998801804,152.533996692602
"event","married","OPZ","Divorced",1536.99189980754,509.813759915824
"event","married","OPZ","Separated",1567.26997781149,650.92903690177
"event","married","OPZ","Never married",1196.35479369914,195.272388064254
"event","married","OPZ","Inapplicable (age < 16)",1200.67776573467,316.151157173217
"event","married","ERT","Married",1601.4626694617,93.323336987931
"event","married","ERT","Widowed",1452.95274549829,163.62905305073
"event","married","ERT","Divorced",1586.57716239742,152.594328054009
"event","married","ERT","Separated",2142.86570146032,781.169697112942
"event","married","ERT","Never married",1300.88844281023,97.6659341610049
"event","married","ERT","Inapplicable (age < 16)",666.831262691179,35.04355527454
"event","married","IPT","Married",19180.911814363,1038.39183945381
"event","married","IPT","Widowed",18852.4992308325,1370.07730264786
"event","married","IPT","Divorced",19280.2808250258,2739.12210457683
"event","married","IPT","Separated",15069.5711608617,2166.32813138183
"event","married","IPT","Never married",13179.8170543363,1022.86951926597
"event","married","IPT","Inapplicable (age < 16)",14562.980878495,1876.05549517224
"event","married","HHT","Married",4061.54339936962,544.574438922163
"event","married","HHT","Widowed",7509.2554041259,1004.1588398745
"event","married","HHT","Divorced",5692.33207388225,783.863909244202
"event","married","HHT","Separated",6295.90075755336,2169.70856663044
"event","married","HHT","Never married",7109.97214327655,2362.9223429939
"event","married","HHT","Inapplicable (age < 16)",5840.69795750518,2167.31586681727
"event","married","OMA","Married",461.384494959981,25.4143227781575
"event","married","OMA","Widowed",660.44468039026,84.3813247377221
"event","married","OMA","Divorced",413.722685549145,28.0117244589832
"event","married","OMA","Separated",454.237908036659,95.8408984703537
"event","married","OMA","Never married",268.293524698055,15.0429786385804
"event","married","OMA","Inapplicable (age < 16)",245.144738617977,22.767629628632
"event","race","TOT","Hispanic",3169.33108816948,169.509848605809
"event","race","TOT","White",5295.42153109412,128.306101007374
"event","race","TOT","Black",5045.49120707785,344.87391553203
"event","race","TOT","Amer. Indian, AK Native, or mult. races",3523.80197651057,516.442302523199
"event","race","TOT","Asian, Hawaiian, or Pacific Islander",3156.94531386252,244.898730124167
"event","race","DVT","Hispanic",565.643234417473,35.7128667761898
"event","race","DVT","White",709.745133121316,24.2325682180829
"event","race","DVT","Black",465.730296430771,24.7818903423503
"event","race","DVT","Amer. Indian, AK Native, or mult. races",560.11776391406,52.969059554455
"event","race","DVT","Asian, Hawaiian, or Pacific Islander",667.977880974446,54.8142275303065
"event","race","RX","Hispanic",1145.80124609401,169.175359104607
"event","race","RX","White",1523.13327600005,36.0093439008609
"event","race","RX","Black",1374.64402101577,96.3356789097173
"event","race","RX","Amer. Indian, AK Native, or mult. races",1122.07569325156,142.55339299498
"event","race","RX","Asian, Hawaiian, or Pacific Islander",952.418616428465,85.5537156861595
"event","race","OBV","Hispanic",920.05705121286,60.720108990095
"event","race","OBV","White",1455.61766867094,48.1789902169381
"event","race","OBV","Black",1134.62539028401,73.9483034872332
"event","race","OBV","Amer. Indian, AK Native, or mult. races",898.213615403352,74.4271714453324
"event","race","OBV","Asian, Hawaiian, or Pacific Islander",1074.0348799937,103.72708760522
"event","race","OBD","Hispanic",759.940778648342,49.097633655983
"event","race","OBD","White",1111.5787047655,37.0376265321329
"event","race","OBD","Black",870.282683180785,61.0759518190536
"event","race","OBD","Amer. Indian, AK Native, or mult. races",702.726064994248,61.4763895287345
"event","race","OBD","Asian, Hawaiian, or Pacific Islander",885.595597451331,106.346001270103
"event","race","OBO","Hispanic",627.251714793732,67.8948401896029
"event","race","OBO","White",854.78592766889,60.4966346517381
"event","race","OBO","Black",955.466488236866,101.894875576186
"event","race","OBO","Amer. Indian, AK Native, or mult. races",623.678603546133,95.5447503381387
"event","race","OBO","Asian, Hawaiian, or Pacific Islander",647.163062238165,71.0269615926399
"event","race","OPT","Hispanic",1987.16063681039,174.546886255144
"event","race","OPT","White",2805.79155515016,177.190816388355
"event","race","OPT","Black",2557.07234247212,301.734897958701
"event","race","OPT","Amer. Indian, AK Native, or mult. races",2009.31635093932,642.741122406406
"event","race","OPT","Asian, Hawaiian, or Pacific Islander",1973.63193831809,308.836709768499
"event","race","OPY","Hispanic",2096.78725024159,221.590377513052
"event","race","OPY","White",3351.87938126325,222.314927233262
"event","race","OPY","Black",2961.03446907592,390.23715696771
"event","race","OPY","Amer. Indian, AK Native, or mult. races",3142.07157352129,1025.48431494825
"event","race","OPY","Asian, Hawaiian, or Pacific Islander",2079.13049676996,444.547769103909
"event","race","OPZ","Hispanic",1137.42592326905,158.157668458505
"event","race","OPZ","White",1325.42909607521,119.583604664327
"event","race","OPZ","Black",1168.61014569835,185.977066419593
"event","race","OPZ","Amer. Indian, AK Native, or mult. races",801.667760275264,313.711594296393
"event","race","OPZ","Asian, Hawaiian, or Pacific Islander",1295.91317623572,267.893284575958
"event","race","ERT","Hispanic",1336.09798990799,120.774687694344
"event","race","ERT","White",1364.33948673018,63.2009019958025
"event","race","ERT","Black",1293.84386645706,115.340852784647
