"stat_var","stat_label","row_var","row_label","rowLevels","col_var","col_label","colLevels","coef","se","caption"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Not Ascertained","ind","Total","Total","14,949","521","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Anti-Infectives","ind","Total","Total","69,915","2,085","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Antineoplastics","ind","Total","Total","4,601","281","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Cardiovascular Agents","ind","Total","Total","75,966","1,948","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Central Nervous System Agents","ind","Total","Total","85,605","2,103","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Coagulation Modifiers","ind","Total","Total","11,910","559","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Gastrointestinal Agents","ind","Total","Total","33,348","992","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Hormones/Hormone Modifiers","ind","Total","Total","51,467","1,644","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Miscellaneous Agents","ind","Total","Total","7,508","410","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Genitourinary Tract Agents","ind","Total","Total","4,256","249","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Nutritional Products","ind","Total","Total","18,549","798","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Respiratory Agents","ind","Total","Total","39,571","1,230","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Topical Agents","ind","Total","Total","44,335","1,302","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Alternative Medicines","ind","Total","Total","1,387","166","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Psychotherapeutic Agents","ind","Total","Total","37,117","1,183","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Immunologic Agents","ind","Total","Total","2,381","222","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Metabolic Agents","ind","Total","Total","59,102","1,463","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Acetaminophen","ind","Total","Total","1,719","174","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Acetaminophen-Codeine","ind","Total","Total","2,130","169","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Acetaminophen-Hydrocodone","ind","Total","Total","12,042","555","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Acetaminophen-Oxycodone","ind","Total","Total","4,153","303","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Acyclovir","ind","Total","Total","1,406","153","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Albuterol","ind","Total","Total","19,216","818","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Albuterol-Ipratropium","ind","Total","Total","1,132","127","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Alendronate","ind","Total","Total","1,771","168","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Allopurinol","ind","Total","Total","3,367","232","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Alprazolam","ind","Total","Total","4,208","255","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Amiodarone","ind","Total","Total","721","105","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Amitriptyline","ind","Total","Total","1,980","166","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Amlodipine","ind","Total","Total","15,859","592","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
