"stat_var","stat_label","row_var","row_label","rowLevels","col_var","col_label","colLevels","coef","se","caption"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Anti-Infectives","ind","Total","Total","73,388","1,881","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Antihyperlipidemic Agents","ind","Total","Total","32,644","1,031","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Antineoplastics","ind","Total","Total","3,618","255","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Cardiovascular Agents","ind","Total","Total","56,360","1,517","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Central Nervous System Agents","ind","Total","Total","72,247","1,714","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Coagulation Modifiers","ind","Total","Total","8,530","407","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Gastrointestinal Agents","ind","Total","Total","29,074","864","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Hormones/Hormone Modifiers","ind","Total","Total","58,068","1,485","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Immunologic Agents","ind","Total","Total","717","94","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Miscellaneous Agents","ind","Total","Total","10,896","444","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Not Ascertained","ind","Total","Total","11,826","458","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Nutritional Products","ind","Total","Total","17,201","613","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Psychotherapeutic Agents","ind","Total","Total","32,644","968","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Respiratory Agents","ind","Total","Total","47,203","1,220","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","TC1name","Therapeutic class","Topical Agents","ind","Total","Total","43,952","1,214","Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Acetaminophen","ind","Total","Total","2,068","164","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Acetaminophen-Codeine","ind","Total","Total","6,009","331","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Acetaminophen-Hydrocodone","ind","Total","Total","13,217","586","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Acetaminophen-Oxycodone","ind","Total","Total","5,003","375","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Acetaminophen-Propoxyphene","ind","Total","Total","3,102","226","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Acetaminophen-Tramadol","ind","Total","Total","812","105","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Acyclovir","ind","Total","Total","828","116","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Albuterol","ind","Total","Total","10,002","417","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Albuterol-Ipratropium","ind","Total","Total","1,524","149","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Alendronate","ind","Total","Total","2,844","237","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Allopurinol","ind","Total","Total","1,519","137","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Alprazolam","ind","Total","Total","3,425","256","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Amitriptyline","ind","Total","Total","1,670","146","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Amlodipine","ind","Total","Total","5,750","334","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Amlodipine-Benazepril","ind","Total","Total","1,973","145","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Amoxicillin","ind","Total","Total","19,942","762","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Amoxicillin-Clavulanate","ind","Total","Total","4,591","295","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Amphetamine-Dextroamphetamine","ind","Total","Total","1,205","149","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Antipyrine-Benzocaine Otic","ind","Total","Total","576","96","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","APAP/Butalbital/Caffeine","ind","Total","Total","601","94","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","APAP/Dichloralphenazone/Isometheptene","ind","Total","Total","569","91","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Aspirin","ind","Total","Total","2,183","181","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Atenolol","ind","Total","Total","6,879","405","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Atomoxetine","ind","Total","Total","1,095","121","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Atorvastatin","ind","Total","Total","13,687","545","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Azithromycin","ind","Total","Total","12,880","525","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Bacitracin-Polymyxin B Topical","ind","Total","Total","597","87","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Benazepril","ind","Total","Total","956","116","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Benzonatate","ind","Total","Total","710","93","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Brimonidine Ophthalmic","ind","Total","Total","525","77","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Brompheniramine/Dextromethorphan/PSE","ind","Total","Total","766","99","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Budesonide","ind","Total","Total","609","92","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Bupropion","ind","Total","Total","2,594","196","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Buspirone","ind","Total","Total","589","87","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Calcium-Vitamin D","ind","Total","Total","532","82","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Captopril","ind","Total","Total","644","91","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Carbamazepine","ind","Total","Total","694","86","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Carisoprodol","ind","Total","Total","1,168","127","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Carvedilol","ind","Total","Total","1,218","124","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Cefdinir","ind","Total","Total","1,483","163","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Cefprozil","ind","Total","Total","861","97","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Celecoxib","ind","Total","Total","5,586","284","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Cephalexin","ind","Total","Total","6,197","340","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Cetirizine","ind","Total","Total","3,750","231","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Cetirizine-Pseudoephedrine","ind","Total","Total","651","93","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Chlorpheniramine/Hydrocodone/Phenylephrine","ind","Total","Total","526","79","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Ciprofloxacin","ind","Total","Total","3,257","226","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Citalopram","ind","Total","Total","1,113","128","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Clarithromycin","ind","Total","Total","1,554","175","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Clindamycin","ind","Total","Total","1,324","144","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Clobetasol Topical","ind","Total","Total","671","95","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Clonazepam","ind","Total","Total","1,775","161","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Clonidine","ind","Total","Total","1,537","150","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Clopidogrel","ind","Total","Total","2,241","173","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Codeine-Guaifenesin","ind","Total","Total","815","110","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Codeine-Promethazine","ind","Total","Total","618","101","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Conjugated Estrogens","ind","Total","Total","3,814","239","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Cyclobenzaprine","ind","Total","Total","3,521","207","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Desloratadine","ind","Total","Total","2,226","212","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Desogestrel-Ethinyl Estradiol","ind","Total","Total","1,174","134","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Dextromethorphan-Guaifenesin","ind","Total","Total","675","108","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Dextromethorphan/Guaifenesin/Pseudoephedrine","ind","Total","Total","685","85","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Diazepam","ind","Total","Total","1,554","121","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Diclofenac","ind","Total","Total","1,155","127","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Digoxin","ind","Total","Total","2,497","177","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Diltiazem","ind","Total","Total","2,211","184","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Diphenhydramine","ind","Total","Total","843","100","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Divalproex Sodium","ind","Total","Total","800","98","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Docusate","ind","Total","Total","1,125","127","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Donepezil","ind","Total","Total","793","108","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Doxazosin","ind","Total","Total","825","100","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Doxycycline","ind","Total","Total","1,662","158","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Enalapril","ind","Total","Total","1,652","138","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Erythromycin","ind","Total","Total","1,419","151","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Escitalopram","ind","Total","Total","4,394","274","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Esomeprazole","ind","Total","Total","4,168","286","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Estradiol","ind","Total","Total","2,128","177","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Ethinyl Estradiol-Levonorgestrel","ind","Total","Total","1,415","148","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Ethinyl Estradiol-Norelgestromin","ind","Total","Total","891","115","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Ethinyl Estradiol-Norethindrone","ind","Total","Total","1,731","160","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Ethinyl Estradiol-Norgestimate","ind","Total","Total","2,526","221","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
"totPOP","Number of people with purchase","RXDRGNAM","Prescribed drug","Ezetimibe","ind","Total","Total","907","105","Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
