"rowGrp","colGrp","rowLevels","n","n_se"
"ind","insurance","Total",37182,0
"ind","ins_lt65","Total",32863,0
"ind","ins_ge65","Total",4319,0
"agegrps","insurance","Under 5",2723,0
"agegrps","insurance","5-17",7697,0
"agegrps","insurance","18-44",13506,0
"agegrps","insurance","45-64",8937,0
"agegrps","insurance","65+",4319,0
"agegrps","ins_lt65","Under 5",2723,0
"agegrps","ins_lt65","5-17",7697,0
"agegrps","ins_lt65","18-44",13506,0
"agegrps","ins_lt65","45-64",8937,0
"agegrps","ins_ge65","65+",4319,0
"region","insurance","Northeast",6052,0
"region","insurance","Midwest",6817,0
"region","insurance","South",14004,0
"region","insurance","West",10309,0
"region","ins_lt65","Northeast",5293,0
"region","ins_lt65","Midwest",5987,0
"region","ins_lt65","South",12348,0
"region","ins_lt65","West",9235,0
"region","ins_ge65","Northeast",759,0
"region","ins_ge65","Midwest",830,0
"region","ins_ge65","South",1656,0
"region","ins_ge65","West",1074,0
"married","insurance","Married",13001,0
"married","insurance","Widowed",1619,0
"married","insurance","Divorced",2942,0
"married","insurance","Separated",866,0
"married","insurance","Never married",9482,0
"married","insurance","Inapplicable (age < 16)",9272,0
"married","ins_lt65","Married",10827,0
"married","ins_lt65","Widowed",381,0
"married","ins_lt65","Divorced",2351,0
"married","ins_lt65","Separated",775,0
"married","ins_lt65","Never married",9257,0
"married","ins_lt65","Inapplicable (age < 16)",9272,0
"married","ins_ge65","Married",2174,0
"married","ins_ge65","Widowed",1238,0
"married","ins_ge65","Divorced",591,0
"married","ins_ge65","Separated",91,0
"married","ins_ge65","Never married",225,0
"race","insurance","Hispanic",11862,0
"race","insurance","White",14099,0
"race","insurance","Black",7589,0
"race","insurance","Amer. Indian, AK Native, or mult. races",822,0
"race","insurance","Asian, Hawaiian, or Pacific Islander",2810,0
"race","ins_lt65","Hispanic",11223,0
"race","ins_lt65","White",11622,0
"race","ins_lt65","Black",6776,0
"race","ins_lt65","Amer. Indian, AK Native, or mult. races",765,0
"race","ins_lt65","Asian, Hawaiian, or Pacific Islander",2477,0
"race","ins_ge65","Hispanic",639,0
"race","ins_ge65","White",2477,0
"race","ins_ge65","Black",813,0
"race","ins_ge65","Amer. Indian, AK Native, or mult. races",57,0
"race","ins_ge65","Asian, Hawaiian, or Pacific Islander",333,0
"sex","insurance","Male",17822,0
"sex","insurance","Female",19360,0
"sex","ins_lt65","Male",15970,0
"sex","ins_lt65","Female",16893,0
"sex","ins_ge65","Male",1852,0
"sex","ins_ge65","Female",2467,0
"racesex","insurance","Female, Amer. Indian, AK Native, or mult. races",429,0
"racesex","insurance","Female, Asian, Hawaiian, or Pacific Islander",1436,0
"racesex","insurance","Female, Black",4110,0
"racesex","insurance","Female, Hispanic",6050,0
"racesex","insurance","Female, White",7335,0
"racesex","insurance","Male, Amer. Indian, AK Native, or mult. races",393,0
"racesex","insurance","Male, Asian, Hawaiian, or Pacific Islander",1374,0
"racesex","insurance","Male, Black",3479,0
"racesex","insurance","Male, Hispanic",5812,0
"racesex","insurance","Male, White",6764,0
"racesex","ins_lt65","Female, Amer. Indian, AK Native, or mult. races",392,0
"racesex","ins_lt65","Female, Asian, Hawaiian, or Pacific Islander",1250,0
"racesex","ins_lt65","Female, Black",3611,0
"racesex","ins_lt65","Female, Hispanic",5688,0
"racesex","ins_lt65","Female, White",5952,0
"racesex","ins_lt65","Male, Amer. Indian, AK Native, or mult. races",373,0
"racesex","ins_lt65","Male, Asian, Hawaiian, or Pacific Islander",1227,0
"racesex","ins_lt65","Male, Black",3165,0
"racesex","ins_lt65","Male, Hispanic",5535,0
"racesex","ins_lt65","Male, White",5670,0
"racesex","ins_ge65","Female, Amer. Indian, AK Native, or mult. races",37,0
"racesex","ins_ge65","Female, Asian, Hawaiian, or Pacific Islander",186,0
"racesex","ins_ge65","Female, Black",499,0
"racesex","ins_ge65","Female, Hispanic",362,0
"racesex","ins_ge65","Female, White",1383,0
"racesex","ins_ge65","Male, Amer. Indian, AK Native, or mult. races",20,0
"racesex","ins_ge65","Male, Asian, Hawaiian, or Pacific Islander",147,0
"racesex","ins_ge65","Male, Black",314,0
"racesex","ins_ge65","Male, Hispanic",277,0
"racesex","ins_ge65","Male, White",1094,0
"education","insurance","Less than high school",5865,0
"education","insurance","High school",7928,0
"education","insurance","Some college",12674,0
"education","insurance","Inapplicable (age < 18)",10420,0
"education","insurance","Missing",295,0
"education","ins_lt65","Less than high school",4705,0
"education","ins_lt65","High school",6606,0
"education","ins_lt65","Some college",10917,0
"education","ins_lt65","Inapplicable (age < 18)",10420,0
"education","ins_lt65","Missing",215,0
"education","ins_ge65","Less than high school",1160,0
"education","ins_ge65","High school",1322,0
"education","ins_ge65","Some college",1757,0
"education","ins_ge65","Missing",80,0
"employed","insurance","Employed",15949,0
"employed","insurance","Not employed",11936,0
"employed","insurance","Inapplicable (age < 16)",9274,0
"employed","insurance","Missing",23,0
"employed","ins_lt65","Employed",15254,0
"employed","ins_lt65","Not employed",8317,0
"employed","ins_lt65","Inapplicable (age < 16)",9274,0
"employed","ins_lt65","Missing",18,0
"employed","ins_ge65","Employed",695,0
"employed","ins_ge65","Not employed",3619,0
"employed","ins_ge65","Missing",5,0
"poverty","insurance","Negative or poor",8738,0
"poverty","insurance","Near-poor",2578,0
"poverty","insurance","Low income",6403,0
"poverty","insurance","Middle income",10317,0
"poverty","insurance","High income",9146,0
"poverty","ins_lt65","Negative or poor",8019,0
"poverty","ins_lt65","Near-poor",2257,0
"poverty","ins_lt65","Low income",5636,0
"poverty","ins_lt65","Middle income",9092,0
"poverty","ins_lt65","High income",7859,0
"poverty","ins_ge65","Negative or poor",719,0
"poverty","ins_ge65","Near-poor",321,0
"poverty","ins_ge65","Low income",767,0
"poverty","ins_ge65","Middle income",1225,0
"poverty","ins_ge65","High income",1287,0
"health","insurance","Excellent",11955,0
"health","insurance","Very good",11277,0
"health","insurance","Good",9611,0
"health","insurance","Fair",3292,0
"health","insurance","Poor",997,0
"health","insurance","Missing",50,0
"health","ins_lt65","Excellent",11330,0
"health","ins_lt65","Very good",10102,0
"health","ins_lt65","Good",8212,0
"health","ins_lt65","Fair",2502,0
"health","ins_lt65","Poor",709,0
"health","ins_lt65","Missing",8,0
"health","ins_ge65","Excellent",625,0
"health","ins_ge65","Very good",1175,0
"health","ins_ge65","Good",1399,0
"health","ins_ge65","Fair",790,0
"health","ins_ge65","Poor",288,0
"health","ins_ge65","Missing",42,0
"mnhlth","insurance","Excellent",15535,0
"mnhlth","insurance","Very good",10385,0
"mnhlth","insurance","Good",8637,0
"mnhlth","insurance","Fair",2052,0
"mnhlth","insurance","Poor",522,0
"mnhlth","insurance","Missing",51,0
"mnhlth","ins_lt65","Excellent",14369,0
"mnhlth","ins_lt65","Very good",9172,0
"mnhlth","ins_lt65","Good",7314,0
"mnhlth","ins_lt65","Fair",1619,0
"mnhlth","ins_lt65","Poor",380,0
"mnhlth","ins_lt65","Missing",9,0
"mnhlth","ins_ge65","Excellent",1166,0
"mnhlth","ins_ge65","Very good",1213,0
"mnhlth","ins_ge65","Good",1323,0
"mnhlth","ins_ge65","Fair",433,0
"mnhlth","ins_ge65","Poor",142,0
"mnhlth","ins_ge65","Missing",42,0
"agegrps_v2X","insurance","Under 18",10420,0
"agegrps_v2X","insurance","18-64",22443,0
"agegrps_v2X","insurance","65+",4319,0
"agegrps_v2X","ins_lt65","Under 18",10420,0
"agegrps_v2X","ins_lt65","18-64",22443,0
"agegrps_v2X","ins_ge65","65+",4319,0
"agegrps_v3X","insurance","Under 5",2723,0
