"rowGrp","colGrp","rowLevels","colLevels","pctPOP","pctPOP_se"
"ind","insurance","Total","Any private, all ages",0.644073489728358,0.00858414669680522
"ind","insurance","Total","Public only, all ages",0.228819813758321,0.00613997138203167
"ind","insurance","Total","Uninsured, all ages",0.127106696513321,0.00412422112090983
"ind","ins_lt65","Total","<65, Any private",0.663903236423645,0.00921855839708186
"ind","ins_lt65","Total","<65, Public only",0.188445950840762,0.00623619535348154
"ind","ins_lt65","Total","<65, Uninsured",0.147650812735592,0.00488852366931651
"ind","ins_lt65","Total","65+, Medicare only",0,0
"ind","ins_lt65","Total","65+, Medicare and private",0,0
"ind","ins_lt65","Total","65+, Medicare and other public",0,0
"ind","ins_lt65","Total","65+, No medicare",0,0
"ind","ins_ge65","Total","<65, Any private",0,0
"ind","ins_ge65","Total","<65, Public only",0,0
"ind","ins_ge65","Total","<65, Uninsured",0,0
"ind","ins_ge65","Total","65+, Medicare only",0.363133874196593,0.0119515548013975
"ind","ins_ge65","Total","65+, Medicare and private",0.5166134291196,0.0131168102578064
"ind","ins_ge65","Total","65+, Medicare and other public",0.104892434397474,0.00746297234838692
"ind","ins_ge65","Total","65+, No medicare",0.015360262286333,0.00226194015365698
"agegrps","insurance","Under 5","Any private, all ages",0.523685913953048,0.0188566077733726
"agegrps","insurance","Under 5","Public only, all ages",0.430921703298419,0.0187298023791581
"agegrps","insurance","Under 5","Uninsured, all ages",0.0453923827485333,0.00769831947611628
"agegrps","insurance","5-17","Any private, all ages",0.589334488745998,0.0146984713615343
"agegrps","insurance","5-17","Public only, all ages",0.358473697514703,0.0139152671258685
"agegrps","insurance","5-17","Uninsured, all ages",0.0521918137392993,0.00438017543537655
"agegrps","insurance","18-44","Any private, all ages",0.669072690264175,0.00943069189685245
"agegrps","insurance","18-44","Public only, all ages",0.119898637670967,0.00534055331808739
"agegrps","insurance","18-44","Uninsured, all ages",0.211028672064858,0.00741986413289605
"agegrps","insurance","45-64","Any private, all ages",0.739705532830549,0.00853369274423496
"agegrps","insurance","45-64","Public only, all ages",0.111482122782267,0.00498208128212928
"agegrps","insurance","45-64","Uninsured, all ages",0.148812344387184,0.00609337124682261
"agegrps","insurance","65+","Any private, all ages",0.526586485570587,0.0128652514113079
"agegrps","insurance","65+","Public only, all ages",0.468026308594067,0.0128261517786311
"agegrps","insurance","65+","Uninsured, all ages",0.0053872058353461,0.000981770872067493
"agegrps","ins_lt65","Under 5","<65, Any private",0.523685913953048,0.0188566077733726
"agegrps","ins_lt65","Under 5","<65, Public only",0.430921703298419,0.0187298023791581
"agegrps","ins_lt65","Under 5","<65, Uninsured",0.0453923827485333,0.00769831947611628
"agegrps","ins_lt65","Under 5","65+, Medicare only",0,0
"agegrps","ins_lt65","Under 5","65+, Medicare and private",0,0
"agegrps","ins_lt65","Under 5","65+, Medicare and other public",0,0
"agegrps","ins_lt65","Under 5","65+, No medicare",0,0
"agegrps","ins_lt65","5-17","<65, Any private",0.589334488745998,0.0146984713615343
"agegrps","ins_lt65","5-17","<65, Public only",0.358473697514703,0.0139152671258685
"agegrps","ins_lt65","5-17","<65, Uninsured",0.0521918137392993,0.00438017543537655
"agegrps","ins_lt65","5-17","65+, Medicare only",0,0
"agegrps","ins_lt65","5-17","65+, Medicare and private",0,0
"agegrps","ins_lt65","5-17","65+, Medicare and other public",0,0
"agegrps","ins_lt65","5-17","65+, No medicare",0,0
"agegrps","ins_lt65","18-44","<65, Any private",0.669072690264175,0.00943069189685245
"agegrps","ins_lt65","18-44","<65, Public only",0.119898637670967,0.00534055331808739
"agegrps","ins_lt65","18-44","<65, Uninsured",0.211028672064858,0.00741986413289605
"agegrps","ins_lt65","18-44","65+, Medicare only",0,0
"agegrps","ins_lt65","18-44","65+, Medicare and private",0,0
"agegrps","ins_lt65","18-44","65+, Medicare and other public",0,0
"agegrps","ins_lt65","18-44","65+, No medicare",0,0
"agegrps","ins_lt65","45-64","<65, Any private",0.739705532830549,0.00853369274423496
"agegrps","ins_lt65","45-64","<65, Public only",0.111482122782267,0.00498208128212928
"agegrps","ins_lt65","45-64","<65, Uninsured",0.148812344387184,0.00609337124682261
"agegrps","ins_lt65","45-64","65+, Medicare only",0,0
"agegrps","ins_lt65","45-64","65+, Medicare and private",0,0
"agegrps","ins_lt65","45-64","65+, Medicare and other public",0,0
"agegrps","ins_lt65","45-64","65+, No medicare",0,0
"agegrps","ins_ge65","65+","<65, Any private",0,0
"agegrps","ins_ge65","65+","<65, Public only",0,0
"agegrps","ins_ge65","65+","<65, Uninsured",0,0
"agegrps","ins_ge65","65+","65+, Medicare only",0.363133874196593,0.0119515548013975
"agegrps","ins_ge65","65+","65+, Medicare and private",0.5166134291196,0.0131168102578064
"agegrps","ins_ge65","65+","65+, Medicare and other public",0.104892434397474,0.00746297234838692
"agegrps","ins_ge65","65+","65+, No medicare",0.015360262286333,0.00226194015365698
"region","insurance","Northeast","Any private, all ages",0.65683519577221,0.0156584439726691
"region","insurance","Northeast","Public only, all ages",0.259775241362892,0.0144210909719238
"region","insurance","Northeast","Uninsured, all ages",0.0833895628648977,0.00497690572219197
"region","insurance","Midwest","Any private, all ages",0.708220304792715,0.018549370102168
"region","insurance","Midwest","Public only, all ages",0.201191006241672,0.0121445548047077
"region","insurance","Midwest","Uninsured, all ages",0.0905886889656134,0.00888095227803017
"region","insurance","South","Any private, all ages",0.617315172471465,0.0158642202724564
"region","insurance","South","Public only, all ages",0.22624671333652,0.00971492725939832
"region","insurance","South","Uninsured, all ages",0.156438114192015,0.00824744154801624
"region","insurance","West","Any private, all ages",0.618805789940438,0.0155882828729126
"region","insurance","West","Public only, all ages",0.234554672322762,0.0137496248470194
"region","insurance","West","Uninsured, all ages",0.1466395377368,0.00675787770501861
"region","ins_lt65","Northeast","<65, Any private",0.683819950307291,0.0166519627670788
"region","ins_lt65","Northeast","<65, Public only",0.219121841581492,0.015218348002944
"region","ins_lt65","Northeast","<65, Uninsured",0.097058208111217,0.00571620282505393
"region","ins_lt65","Northeast","65+, Medicare only",0,0
"region","ins_lt65","Northeast","65+, Medicare and private",0,0
"region","ins_lt65","Northeast","65+, Medicare and other public",0,0
"region","ins_lt65","Northeast","65+, No medicare",0,0
"region","ins_lt65","Midwest","<65, Any private",0.727132713967393,0.0196889455668857
"region","ins_lt65","Midwest","<65, Public only",0.16625154860903,0.0124092467136808
"region","ins_lt65","Midwest","<65, Uninsured",0.106615737423577,0.0102820773890879
"region","ins_lt65","Midwest","65+, Medicare only",0,0
"region","ins_lt65","Midwest","65+, Medicare and private",0,0
"region","ins_lt65","Midwest","65+, Medicare and other public",0,0
"region","ins_lt65","Midwest","65+, No medicare",0,0
"region","ins_lt65","South","<65, Any private",0.637240571985931,0.0171736806978449
"region","ins_lt65","South","<65, Public only",0.180504366718943,0.00939994242773432
"region","ins_lt65","South","<65, Uninsured",0.182255061295126,0.00998926981791669
"region","ins_lt65","South","65+, Medicare only",0,0
"region","ins_lt65","South","65+, Medicare and private",0,0
"region","ins_lt65","South","65+, Medicare and other public",0,0
"region","ins_lt65","South","65+, No medicare",0,0
"region","ins_lt65","West","<65, Any private",0.634922525513444,0.017392462263013
"region","ins_lt65","West","<65, Public only",0.197810722730771,0.014481799629988
"region","ins_lt65","West","<65, Uninsured",0.167266751755785,0.00808571134516242
"region","ins_lt65","West","65+, Medicare only",0,0
"region","ins_lt65","West","65+, Medicare and private",0,0
"region","ins_lt65","West","65+, Medicare and other public",0,0
"region","ins_lt65","West","65+, No medicare",0,0
"region","ins_ge65","Northeast","<65, Any private",0,0
"region","ins_ge65","Northeast","<65, Public only",0,0
"region","ins_ge65","Northeast","<65, Uninsured",0,0
"region","ins_ge65","Northeast","65+, Medicare only",0.337552952529626,0.025305089684661
"region","ins_ge65","Northeast","65+, Medicare and private",0.494159160209817,0.0309994583177319
"region","ins_ge65","Northeast","65+, Medicare and other public",0.150053007814869,0.0187406976778659
"region","ins_ge65","Northeast","65+, No medicare",0.0182348794456876,0.00520764545472653
"region","ins_ge65","Midwest","<65, Any private",0,0
"region","ins_ge65","Midwest","<65, Public only",0,0
"region","ins_ge65","Midwest","<65, Uninsured",0,0
"region","ins_ge65","Midwest","65+, Medicare only",0.33480603311301,0.0271469939432943
"region","ins_ge65","Midwest","65+, Medicare and private",0.598244836544714,0.0321108091690556
"region","ins_ge65","Midwest","65+, Medicare and other public",0.0620860952017578,0.0125463675222408
"region","ins_ge65","Midwest","65+, No medicare",0.00486303514051818,0.00192399275179809
"region","ins_ge65","South","<65, Any private",0,0
"region","ins_ge65","South","<65, Public only",0,0
