"rowGrp","colGrp","rowLevels","n","n_se"
"ind","usc","Total",32071,0
"ind","difficulty","Total",32333,0
"ind","rsn_MD","Total",1605,0
"ind","rsn_DN","Total",1957,0
"ind","rsn_PM","Total",1228,0
"ind","adult_nosmok","Total",2088,0
"ind","child_dental","Total",8853,0
"ind","diab_a1c","Total",1620,0
"ind","diab_chol","Total",1620,0
"ind","diab_eye","Total",1620,0
"ind","diab_foot","Total",1620,0
"ind","diab_flu","Total",1620,0
"ind","adult_routine","Total",12600,0
"ind","adult_illness","Total",5981,0
"ind","adult_listen","Total",13910,0
"ind","adult_explain","Total",13910,0
"ind","adult_respect","Total",13910,0
"ind","adult_time","Total",13910,0
"ind","adult_rating","Total",13910,0
"ind","child_routine","Total",6037,0
"ind","child_illness","Total",1968,0
"ind","child_listen","Total",6973,0
"ind","child_explain","Total",6973,0
"ind","child_respect","Total",6973,0
"ind","child_time","Total",6973,0
"ind","child_rating","Total",6973,0
"agegrps","usc","Under 5",2454,0
"agegrps","usc","5-17",7142,0
"agegrps","usc","18-44",11711,0
"agegrps","usc","45-64",7167,0
"agegrps","usc","65+",3597,0
"agegrps","difficulty","Under 5",2470,0
"agegrps","difficulty","5-17",7183,0
"agegrps","difficulty","18-44",11824,0
"agegrps","difficulty","45-64",7238,0
"agegrps","difficulty","65+",3618,0
"agegrps","rsn_MD","Under 5",41,0
"agegrps","rsn_MD","5-17",156,0
"agegrps","rsn_MD","18-44",729,0
"agegrps","rsn_MD","45-64",543,0
"agegrps","rsn_MD","65+",136,0
"agegrps","rsn_DN","Under 5",35,0
"agegrps","rsn_DN","5-17",264,0
"agegrps","rsn_DN","18-44",963,0
"agegrps","rsn_DN","45-64",548,0
"agegrps","rsn_DN","65+",147,0
"agegrps","rsn_PM","Under 5",17,0
"agegrps","rsn_PM","5-17",77,0
"agegrps","rsn_PM","18-44",479,0
"agegrps","rsn_PM","45-64",489,0
"agegrps","rsn_PM","65+",166,0
"agegrps","adult_nosmok","18-44",948,0
"agegrps","adult_nosmok","45-64",880,0
"agegrps","adult_nosmok","65+",260,0
"agegrps","child_dental","Under 5",1653,0
"agegrps","child_dental","5-17",7200,0
"agegrps","diab_a1c","18-44",241,0
"agegrps","diab_a1c","45-64",730,0
"agegrps","diab_a1c","65+",649,0
"agegrps","diab_chol","18-44",241,0
"agegrps","diab_chol","45-64",730,0
"agegrps","diab_chol","65+",649,0
"agegrps","diab_eye","18-44",241,0
"agegrps","diab_eye","45-64",730,0
"agegrps","diab_eye","65+",649,0
"agegrps","diab_foot","18-44",241,0
"agegrps","diab_foot","45-64",730,0
"agegrps","diab_foot","65+",649,0
"agegrps","diab_flu","18-44",241,0
"agegrps","diab_flu","45-64",730,0
"agegrps","diab_flu","65+",649,0
"agegrps","adult_routine","18-44",5368,0
"agegrps","adult_routine","45-64",4502,0
"agegrps","adult_routine","65+",2730,0
"agegrps","adult_illness","18-44",2723,0
"agegrps","adult_illness","45-64",2027,0
"agegrps","adult_illness","65+",1231,0
"agegrps","adult_listen","18-44",6145,0
"agegrps","adult_listen","45-64",4872,0
"agegrps","adult_listen","65+",2893,0
"agegrps","adult_explain","18-44",6145,0
"agegrps","adult_explain","45-64",4872,0
"agegrps","adult_explain","65+",2893,0
"agegrps","adult_respect","18-44",6145,0
"agegrps","adult_respect","45-64",4872,0
"agegrps","adult_respect","65+",2893,0
"agegrps","adult_time","18-44",6145,0
"agegrps","adult_time","45-64",4872,0
"agegrps","adult_time","65+",2893,0
"agegrps","adult_rating","18-44",6145,0
"agegrps","adult_rating","45-64",4872,0
"agegrps","adult_rating","65+",2893,0
"agegrps","child_routine","Under 5",1864,0
"agegrps","child_routine","5-17",4173,0
"agegrps","child_illness","Under 5",616,0
"agegrps","child_illness","5-17",1352,0
"agegrps","child_listen","Under 5",2126,0
"agegrps","child_listen","5-17",4847,0
"agegrps","child_explain","Under 5",2126,0
"agegrps","child_explain","5-17",4847,0
"agegrps","child_respect","Under 5",2126,0
"agegrps","child_respect","5-17",4847,0
"agegrps","child_time","Under 5",2126,0
"agegrps","child_time","5-17",4847,0
"agegrps","child_rating","Under 5",2126,0
"agegrps","child_rating","5-17",4847,0
"region","usc","Northeast",4793,0
"region","usc","Midwest",6095,0
"region","usc","South",12864,0
"region","usc","West",8319,0
"region","difficulty","Northeast",4844,0
"region","difficulty","Midwest",6141,0
"region","difficulty","South",12972,0
"region","difficulty","West",8376,0
"region","rsn_MD","Northeast",176,0
"region","rsn_MD","Midwest",287,0
"region","rsn_MD","South",727,0
"region","rsn_MD","West",415,0
"region","rsn_DN","Northeast",211,0
"region","rsn_DN","Midwest",356,0
"region","rsn_DN","South",868,0
"region","rsn_DN","West",522,0
"region","rsn_PM","Northeast",140,0
"region","rsn_PM","Midwest",243,0
"region","rsn_PM","South",564,0
"region","rsn_PM","West",281,0
"region","adult_nosmok","Northeast",378,0
"region","adult_nosmok","Midwest",481,0
"region","adult_nosmok","South",888,0
"region","adult_nosmok","West",341,0
"region","child_dental","Northeast",1298,0
"region","child_dental","Midwest",1548,0
"region","child_dental","South",3542,0
"region","child_dental","West",2465,0
"region","diab_a1c","Northeast",231,0
"region","diab_a1c","Midwest",269,0
"region","diab_a1c","South",756,0
"region","diab_a1c","West",364,0
"region","diab_chol","Northeast",231,0
"region","diab_chol","Midwest",269,0
"region","diab_chol","South",756,0
"region","diab_chol","West",364,0
"region","diab_eye","Northeast",231,0
"region","diab_eye","Midwest",269,0
"region","diab_eye","South",756,0
"region","diab_eye","West",364,0
"region","diab_foot","Northeast",231,0
"region","diab_foot","Midwest",269,0
"region","diab_foot","South",756,0
"region","diab_foot","West",364,0
"region","diab_flu","Northeast",231,0
"region","diab_flu","Midwest",269,0
"region","diab_flu","South",756,0
"region","diab_flu","West",364,0
"region","adult_routine","Northeast",2065,0
"region","adult_routine","Midwest",2683,0
"region","adult_routine","South",4903,0
"region","adult_routine","West",2949,0
"region","adult_illness","Northeast",903,0
"region","adult_illness","Midwest",1264,0
"region","adult_illness","South",2443,0
"region","adult_illness","West",1371,0
"region","adult_listen","Northeast",2234,0
"region","adult_listen","Midwest",2892,0
"region","adult_listen","South",5539,0
"region","adult_listen","West",3245,0
"region","adult_explain","Northeast",2234,0
"region","adult_explain","Midwest",2892,0
"region","adult_explain","South",5539,0
"region","adult_explain","West",3245,0
"region","adult_respect","Northeast",2234,0
"region","adult_respect","Midwest",2892,0
"region","adult_respect","South",5539,0
"region","adult_respect","West",3245,0
"region","adult_time","Northeast",2234,0
"region","adult_time","Midwest",2892,0
"region","adult_time","South",5539,0
"region","adult_time","West",3245,0
"region","adult_rating","Northeast",2234,0
"region","adult_rating","Midwest",2892,0
"region","adult_rating","South",5539,0
"region","adult_rating","West",3245,0
"region","child_routine","Northeast",1003,0
"region","child_routine","Midwest",1180,0
"region","child_routine","South",2326,0
"region","child_routine","West",1528,0
"region","child_illness","Northeast",280,0
"region","child_illness","Midwest",397,0
"region","child_illness","South",807,0
"region","child_illness","West",484,0
"region","child_listen","Northeast",1159,0
"region","child_listen","Midwest",1278,0
"region","child_listen","South",2727,0
"region","child_listen","West",1809,0
"region","child_explain","Northeast",1159,0
"region","child_explain","Midwest",1278,0
"region","child_explain","South",2727,0
"region","child_explain","West",1809,0
"region","child_respect","Northeast",1159,0
"region","child_respect","Midwest",1278,0
"region","child_respect","South",2727,0
"region","child_respect","West",1809,0
"region","child_time","Northeast",1159,0
"region","child_time","Midwest",1278,0
"region","child_time","South",2727,0
"region","child_time","West",1809,0
"region","child_rating","Northeast",1159,0
"region","child_rating","Midwest",1278,0
"region","child_rating","South",2727,0
"region","child_rating","West",1809,0
"married","usc","Married",12290,0
"married","usc","Widowed",1629,0
"married","usc","Divorced",2482,0
"married","usc","Separated",550,0
"married","usc","Never married",6599,0
"married","usc","Inapplicable (age < 16)",8521,0
"married","difficulty","Married",12371,0
"married","difficulty","Widowed",1642,0
"married","difficulty","Divorced",2509,0
"married","difficulty","Separated",555,0
"married","difficulty","Never married",6688,0
"married","difficulty","Inapplicable (age < 16)",8567,0
"married","difficulty","Missing",1,0
"married","rsn_MD","Married",584,0
"married","rsn_MD","Widowed",99,0
"married","rsn_MD","Divorced",298,0
"married","rsn_MD","Separated",54,0
"married","rsn_MD","Never married",407,0
"married","rsn_MD","Inapplicable (age < 16)",163,0
"married","rsn_DN","Married",631,0
"married","rsn_DN","Widowed",117,0
"married","rsn_DN","Divorced",309,0
"married","rsn_DN","Separated",75,0
"married","rsn_DN","Never married",578,0
"married","rsn_DN","Inapplicable (age < 16)",247,0
"married","rsn_PM","Married",455,0
"married","rsn_PM","Widowed",130,0
"married","rsn_PM","Divorced",248,0
"married","rsn_PM","Separated",52,0
"married","rsn_PM","Never married",263,0
"married","rsn_PM","Inapplicable (age < 16)",80,0
"married","adult_nosmok","Married",1010,0
"married","adult_nosmok","Widowed",137,0
"married","adult_nosmok","Divorced",390,0
"married","adult_nosmok","Separated",94,0
"married","adult_nosmok","Never married",457,0
"married","child_dental","Married",11,0
"married","child_dental","Widowed",1,0
"married","child_dental","Never married",1079,0
"married","child_dental","Inapplicable (age < 16)",7762,0
"married","diab_a1c","Married",908,0
"married","diab_a1c","Widowed",279,0
"married","diab_a1c","Divorced",240,0
"married","diab_a1c","Separated",52,0
"married","diab_a1c","Never married",141,0
"married","diab_chol","Married",908,0
"married","diab_chol","Widowed",279,0
"married","diab_chol","Divorced",240,0
"married","diab_chol","Separated",52,0
"married","diab_chol","Never married",141,0
"married","diab_eye","Married",908,0
"married","diab_eye","Widowed",279,0
"married","diab_eye","Divorced",240,0
"married","diab_eye","Separated",52,0
"married","diab_eye","Never married",141,0
"married","diab_foot","Married",908,0
"married","diab_foot","Widowed",279,0
"married","diab_foot","Divorced",240,0
"married","diab_foot","Separated",52,0
"married","diab_foot","Never married",141,0
"married","diab_flu","Married",908,0
"married","diab_flu","Widowed",279,0
"married","diab_flu","Divorced",240,0
"married","diab_flu","Separated",52,0
"married","diab_flu","Never married",141,0
"married","adult_routine","Married",7332,0
"married","adult_routine","Widowed",1160,0
"married","adult_routine","Divorced",1523,0
"married","adult_routine","Separated",270,0
"married","adult_routine","Never married",2315,0
"married","adult_illness","Married",3168,0
"married","adult_illness","Widowed",561,0
"married","adult_illness","Divorced",844,0
"married","adult_illness","Separated",161,0
"married","adult_illness","Never married",1247,0
"married","adult_listen","Married",7961,0
"married","adult_listen","Widowed",1233,0
"married","adult_listen","Divorced",1649,0
"married","adult_listen","Separated",324,0
"married","adult_listen","Never married",2743,0
"married","adult_explain","Married",7961,0
"married","adult_explain","Widowed",1233,0
"married","adult_explain","Divorced",1649,0
"married","adult_explain","Separated",324,0
"married","adult_explain","Never married",2743,0
"married","adult_respect","Married",7961,0
"married","adult_respect","Widowed",1233,0
"married","adult_respect","Divorced",1649,0
"married","adult_respect","Separated",324,0
"married","adult_respect","Never married",2743,0
"married","adult_time","Married",7961,0
"married","adult_time","Widowed",1233,0
"married","adult_time","Divorced",1649,0
"married","adult_time","Separated",324,0
"married","adult_time","Never married",2743,0
"married","adult_rating","Married",7961,0
"married","adult_rating","Widowed",1233,0
"married","adult_rating","Divorced",1649,0
"married","adult_rating","Separated",324,0
"married","adult_rating","Never married",2743,0
"married","child_routine","Married",4,0
"married","child_routine","Widowed",1,0
"married","child_routine","Never married",582,0
"married","child_routine","Inapplicable (age < 16)",5450,0
"married","child_illness","Married",2,0
"married","child_illness","Never married",231,0
"married","child_illness","Inapplicable (age < 16)",1735,0
"married","child_listen","Married",8,0
"married","child_listen","Widowed",1,0
"married","child_listen","Never married",681,0
"married","child_listen","Inapplicable (age < 16)",6283,0
"married","child_explain","Married",8,0
"married","child_explain","Widowed",1,0
"married","child_explain","Never married",681,0
"married","child_explain","Inapplicable (age < 16)",6283,0
"married","child_respect","Married",8,0
"married","child_respect","Widowed",1,0
"married","child_respect","Never married",681,0
"married","child_respect","Inapplicable (age < 16)",6283,0
"married","child_time","Married",8,0
"married","child_time","Widowed",1,0
"married","child_time","Never married",681,0
"married","child_time","Inapplicable (age < 16)",6283,0
"married","child_rating","Married",8,0
"married","child_rating","Widowed",1,0
"married","child_rating","Never married",681,0
"married","child_rating","Inapplicable (age < 16)",6283,0
"race","usc","Hispanic",8848,0
"race","usc","White",16229,0
"race","usc","Black",4863,0
"race","usc","Amer. Indian, AK Native, or mult. races",714,0
"race","usc","Asian, Hawaiian, or Pacific Islander",1417,0
"race","difficulty","Hispanic",8915,0
"race","difficulty","White",16344,0
"race","difficulty","Black",4918,0
