"rowGrp","colGrp","rowLevels","colLevels","medEXP","medEXP_se"
"ind","ind","Total","Total",574,11.734909509267
"ind","event","Total","TOT",574,11.734909509267
"ind","event","Total","DVT",145,2.55106728462327
"ind","event","Total","RX",122,4.08170765539723
"ind","event","Total","OBV",207,3.57149419847258
"ind","event","Total","OBD",181,2.55106728462327
"ind","event","Total","OBO",103,2.55106728462327
"ind","event","Total","OPT",500,25.5106728462327
"ind","event","Total","OPY",725,43.1130371101333
"ind","event","Total","OPZ",273,14.030870065428
"ind","event","Total","ERT",287,6.6327749400205
"ind","event","Total","IPT",5345,159.441705288954
"ind","event","Total","HHT",1684,237.759470926889
"ind","event","Total","OMA",160,4.08170765539723
"ind","sop","Total","EXP",574,11.734909509267
"ind","sop","Total","SLF",193,3.82660092693491
"ind","sop","Total","PTR",339,7.90830858233214
"ind","sop","Total","MCR",558,30.8679141439416
"ind","sop","Total","MCD",220,8.41852203925679
"ind","sop","Total","OTZ",173,7.65320185386981
"ind","agegrps","Total","Under 5",248,11.2246960523424
"ind","agegrps","Total","5-17",269,7.14298839694516
"ind","agegrps","Total","18-44",489,15.8166171646643
"ind","agegrps","Total","45-64",1010,27.5515266739313
"ind","agegrps","Total","65+",2004,63.2664686586571
"event","sop","TOT","EXP",574,11.734909509267
"event","sop","TOT","SLF",193,3.82660092693491
"event","sop","TOT","PTR",339,7.90830858233214
"event","sop","TOT","MCR",558,30.8679141439416
"event","sop","TOT","MCD",220,8.41852203925679
"event","sop","TOT","OTZ",173,7.65320185386981
"event","sop","DVT","EXP",145,2.55106728462327
"event","sop","DVT","SLF",92,2.55106728462327
"event","sop","DVT","PTR",123,3.06128074154792
"event","sop","DVT","MCR",79,15.8166171646643
"event","sop","DVT","MCD",73,5.10213456924654
"event","sop","DVT","OTZ",113,2.55106728462327
"event","sop","RX","EXP",122,4.08170765539723
"event","sop","RX","SLF",56,1.53064037077396
"event","sop","RX","PTR",79,2.55106728462327
"event","sop","RX","MCR",163,13.7757633369657
"event","sop","RX","MCD",64,4.59192111232189
"event","sop","RX","OTZ",64,6.37766821155818
"event","sop","OBV","EXP",207,3.57149419847258
"event","sop","OBV","SLF",58,1.27553364231164
"event","sop","OBV","PTR",140,2.8061740130856
"event","sop","OBV","MCR",231,9.4389489531061
"event","sop","OBV","MCD",121,3.82660092693491
"event","sop","OBV","OTZ",119,6.6327749400205
"event","sop","OBD","EXP",181,2.55106728462327
"event","sop","OBD","SLF",45,1.27553364231164
"event","sop","OBD","PTR",121,2.29596055616094
"event","sop","OBD","MCR",200,8.92873549618145
"event","sop","OBD","MCD",115,3.31638747001025
"event","sop","OBD","OTZ",115,6.12256148309585
"event","sop","OBO","EXP",103,2.55106728462327
"event","sop","OBO","SLF",46,1.53064037077396
"event","sop","OBO","PTR",84,3.06128074154792
"event","sop","OBO","MCR",64,4.33681438385956
"event","sop","OBO","MCD",79,7.39809512540748
"event","sop","OBO","OTZ",90,6.88788166848283
"event","sop","OPT","EXP",500,25.5106728462327
"event","sop","OPT","SLF",55,3.06128074154792
"event","sop","OPT","PTR",354,18.6227911777499
"event","sop","OPT","MCR",342,32.3985545147155
"event","sop","OPT","MCD",121,11.734909509267
"event","sop","OPT","OTZ",313,38.266009269349
"event","sop","OPY","EXP",725,43.1130371101333
"event","sop","OPY","SLF",58,4.84702784078421
"event","sop","OPY","PTR",516,38.266009269349
"event","sop","OPY","MCR",506,41.0721832824347
"event","sop","OPY","MCD",138,9.94916241003075
"event","sop","OPY","OTZ",375,48.4702784078421
"event","sop","OPZ","EXP",273,14.030870065428
"event","sop","OPZ","SLF",42,3.31638747001025
"event","sop","OPZ","PTR",203,9.4389489531061
"event","sop","OPZ","MCR",175,17.8574709923629
"event","sop","OPZ","MCD",75,13.0104431515787
"event","sop","OPZ","OTZ",188,36.4802621701128
"event","sop","ERT","EXP",287,6.6327749400205
"event","sop","ERT","SLF",64,4.84702784078421
"event","sop","ERT","PTR",239,6.6327749400205
"event","sop","ERT","MCR",177,7.14298839694516
"event","sop","ERT","MCD",106,6.88788166848283
"event","sop","ERT","OTZ",169,10.7144825954177
"event","sop","IPT","EXP",5345,159.441705288954
"event","sop","IPT","SLF",114,8.67362876771912
"event","sop","IPT","PTR",2772,191.074939618283
"event","sop","IPT","MCR",5173,275.005053282389
"event","sop","IPT","MCD",1150,146.431262137376
"event","sop","IPT","OTZ",791,90.5628886041261
"event","sop","HHT","EXP",1684,237.759470926889
"event","sop","HHT","SLF",284,83.4199002071809
"event","sop","HHT","PTR",500,154.339570719708
"event","sop","HHT","MCR",2263,212.759011537581
"event","sop","HHT","MCD",1907,302.811686684782
"event","sop","HHT","OTZ",592,89.0322482333521
"event","sop","OMA","EXP",160,4.08170765539723
"event","sop","OMA","SLF",130,3.82660092693491
"event","sop","OMA","PTR",109,3.82660092693491
"event","sop","OMA","MCR",161,23.9800324754587
"event","sop","OMA","MCD",121,9.18384222464377
"event","sop","OMA","OTZ",150,13.265549880041
"event","agegrps","TOT","Under 5",248,11.2246960523424
