"rowGrp","colGrp","rowLevels","n","n_se"
"ind","insurance","Total",35068,0
"ind","ins_lt65","Total",31081,0
"ind","ins_ge65","Total",3987,0
"agegrps","insurance","Under 5",2531,0
"agegrps","insurance","5-17",7369,0
"agegrps","insurance","18-44",12751,0
"agegrps","insurance","45-64",8430,0
"agegrps","insurance","65+",3987,0
"agegrps","ins_lt65","Under 5",2531,0
"agegrps","ins_lt65","5-17",7369,0
"agegrps","ins_lt65","18-44",12751,0
"agegrps","ins_lt65","45-64",8430,0
"agegrps","ins_ge65","65+",3987,0
"region","insurance","Northeast",5838,0
"region","insurance","Midwest",6206,0
"region","insurance","South",12955,0
"region","insurance","West",10069,0
"region","ins_lt65","Northeast",5129,0
"region","ins_lt65","Midwest",5468,0
"region","ins_lt65","South",11445,0
"region","ins_lt65","West",9039,0
"region","ins_ge65","Northeast",709,0
"region","ins_ge65","Midwest",738,0
"region","ins_ge65","South",1510,0
"region","ins_ge65","West",1030,0
"married","insurance","Married",11963,0
"married","insurance","Widowed",1497,0
"married","insurance","Divorced",2806,0
"married","insurance","Separated",777,0
"married","insurance","Never married",9220,0
"married","insurance","Inapplicable (age < 16)",8804,0
"married","insurance","Missing",1,0
"married","ins_lt65","Married",9950,0
"married","ins_lt65","Widowed",391,0
"married","ins_lt65","Divorced",2243,0
"married","ins_lt65","Separated",706,0
"married","ins_lt65","Never married",8986,0
"married","ins_lt65","Inapplicable (age < 16)",8804,0
"married","ins_lt65","Missing",1,0
"married","ins_ge65","Married",2013,0
"married","ins_ge65","Widowed",1106,0
"married","ins_ge65","Divorced",563,0
"married","ins_ge65","Separated",71,0
"married","ins_ge65","Never married",234,0
"race","insurance","Hispanic",11539,0
"race","insurance","White",12456,0
"race","insurance","Black",7312,0
"race","insurance","Amer. Indian, AK Native, or mult. races",1018,0
"race","insurance","Asian, Hawaiian, or Pacific Islander",2743,0
"race","ins_lt65","Hispanic",10872,0
"race","ins_lt65","White",10285,0
"race","ins_lt65","Black",6577,0
"race","ins_lt65","Amer. Indian, AK Native, or mult. races",958,0
"race","ins_lt65","Asian, Hawaiian, or Pacific Islander",2389,0
"race","ins_ge65","Hispanic",667,0
"race","ins_ge65","White",2171,0
"race","ins_ge65","Black",735,0
"race","ins_ge65","Amer. Indian, AK Native, or mult. races",60,0
"race","ins_ge65","Asian, Hawaiian, or Pacific Islander",354,0
"sex","insurance","Male",16638,0
"sex","insurance","Female",18430,0
"sex","ins_lt65","Male",14912,0
"sex","ins_lt65","Female",16169,0
"sex","ins_ge65","Male",1726,0
"sex","ins_ge65","Female",2261,0
"racesex","insurance","Female, Amer. Indian, AK Native, or mult. races",519,0
"racesex","insurance","Female, Asian, Hawaiian, or Pacific Islander",1426,0
"racesex","insurance","Female, Black",4060,0
"racesex","insurance","Female, Hispanic",5928,0
"racesex","insurance","Female, White",6497,0
"racesex","insurance","Male, Amer. Indian, AK Native, or mult. races",499,0
"racesex","insurance","Male, Asian, Hawaiian, or Pacific Islander",1317,0
"racesex","insurance","Male, Black",3252,0
"racesex","insurance","Male, Hispanic",5611,0
"racesex","insurance","Male, White",5959,0
"racesex","ins_lt65","Female, Amer. Indian, AK Native, or mult. races",478,0
"racesex","ins_lt65","Female, Asian, Hawaiian, or Pacific Islander",1228,0
"racesex","ins_lt65","Female, Black",3622,0
"racesex","ins_lt65","Female, Hispanic",5542,0
"racesex","ins_lt65","Female, White",5299,0
"racesex","ins_lt65","Male, Amer. Indian, AK Native, or mult. races",480,0
"racesex","ins_lt65","Male, Asian, Hawaiian, or Pacific Islander",1161,0
"racesex","ins_lt65","Male, Black",2955,0
"racesex","ins_lt65","Male, Hispanic",5330,0
"racesex","ins_lt65","Male, White",4986,0
"racesex","ins_ge65","Female, Amer. Indian, AK Native, or mult. races",41,0
"racesex","ins_ge65","Female, Asian, Hawaiian, or Pacific Islander",198,0
"racesex","ins_ge65","Female, Black",438,0
"racesex","ins_ge65","Female, Hispanic",386,0
"racesex","ins_ge65","Female, White",1198,0
"racesex","ins_ge65","Male, Amer. Indian, AK Native, or mult. races",19,0
"racesex","ins_ge65","Male, Asian, Hawaiian, or Pacific Islander",156,0
"racesex","ins_ge65","Male, Black",297,0
"racesex","ins_ge65","Male, Hispanic",281,0
"racesex","ins_ge65","Male, White",973,0
"education","insurance","Less than high school",5627,0
"education","insurance","High school",6858,0
"education","insurance","Some college",12439,0
"education","insurance","Inapplicable (age < 18)",9900,0
"education","insurance","Missing",244,0
"education","ins_lt65","Less than high school",4566,0
"education","ins_lt65","High school",5743,0
"education","ins_lt65","Some college",10694,0
"education","ins_lt65","Inapplicable (age < 18)",9900,0
"education","ins_lt65","Missing",178,0
"education","ins_ge65","Less than high school",1061,0
"education","ins_ge65","High school",1115,0
"education","ins_ge65","Some college",1745,0
"education","ins_ge65","Missing",66,0
"employed","insurance","Employed",15136,0
"employed","insurance","Not employed",11104,0
"employed","insurance","Inapplicable (age < 16)",8804,0
"employed","insurance","Missing",24,0
"employed","ins_lt65","Employed",14476,0
"employed","ins_lt65","Not employed",7781,0
"employed","ins_lt65","Inapplicable (age < 16)",8804,0
"employed","ins_lt65","Missing",20,0
"employed","ins_ge65","Employed",660,0
"employed","ins_ge65","Not employed",3323,0
"employed","ins_ge65","Missing",4,0
"poverty","insurance","Negative or poor",8599,0
"poverty","insurance","Near-poor",2279,0
"poverty","insurance","Low income",6066,0
"poverty","insurance","Middle income",9490,0
"poverty","insurance","High income",8634,0
"poverty","ins_lt65","Negative or poor",7974,0
"poverty","ins_lt65","Near-poor",2009,0
"poverty","ins_lt65","Low income",5331,0
"poverty","ins_lt65","Middle income",8366,0
"poverty","ins_lt65","High income",7401,0
"poverty","ins_ge65","Negative or poor",625,0
"poverty","ins_ge65","Near-poor",270,0
"poverty","ins_ge65","Low income",735,0
"poverty","ins_ge65","Middle income",1124,0
"poverty","ins_ge65","High income",1233,0
"health","insurance","Excellent",10970,0
"health","insurance","Very good",10582,0
"health","insurance","Good",9211,0
"health","insurance","Fair",3350,0
"health","insurance","Poor",907,0
"health","insurance","Missing",48,0
"health","ins_lt65","Excellent",10392,0
"health","ins_lt65","Very good",9506,0
"health","ins_lt65","Good",7920,0
"health","ins_lt65","Fair",2603,0
"health","ins_lt65","Poor",650,0
"health","ins_lt65","Missing",10,0
"health","ins_ge65","Excellent",578,0
"health","ins_ge65","Very good",1076,0
"health","ins_ge65","Good",1291,0
"health","ins_ge65","Fair",747,0
"health","ins_ge65","Poor",257,0
"health","ins_ge65","Missing",38,0
"mnhlth","insurance","Excellent",14291,0
"mnhlth","insurance","Very good",9474,0
"mnhlth","insurance","Good",8678,0
"mnhlth","insurance","Fair",2095,0
"mnhlth","insurance","Poor",480,0
"mnhlth","insurance","Missing",50,0
"mnhlth","ins_lt65","Excellent",13273,0
"mnhlth","ins_lt65","Very good",8364,0
"mnhlth","ins_lt65","Good",7367,0
"mnhlth","ins_lt65","Fair",1708,0
"mnhlth","ins_lt65","Poor",357,0
"mnhlth","ins_lt65","Missing",12,0
"mnhlth","ins_ge65","Excellent",1018,0
"mnhlth","ins_ge65","Very good",1110,0
"mnhlth","ins_ge65","Good",1311,0
"mnhlth","ins_ge65","Fair",387,0
"mnhlth","ins_ge65","Poor",123,0
"mnhlth","ins_ge65","Missing",38,0
"agegrps_v2X","insurance","Under 18",9900,0
"agegrps_v2X","insurance","18-64",21181,0
"agegrps_v2X","insurance","65+",3987,0
"agegrps_v2X","ins_lt65","Under 18",9900,0
"agegrps_v2X","ins_lt65","18-64",21181,0
"agegrps_v2X","ins_ge65","65+",3987,0
"agegrps_v3X","insurance","Under 5",2531,0
"agegrps_v3X","insurance","5-6",1184,0
