"rowGrp","colGrp","rowLevels","colLevels","n_exp","n_exp_se"
"ind","ind","Total","Total",26496,0
"ind","event","Total","TOT",26496,0
"ind","event","Total","DVT",11536,0
"ind","event","Total","RX",18595,0
"ind","event","Total","OBV",21697,0
"ind","event","Total","OBD",20278,0
"ind","event","Total","OBO",7920,0
"ind","event","Total","OPT",3875,0
"ind","event","Total","OPY",2497,0
"ind","event","Total","OPZ",1897,0
"ind","event","Total","ERT",4046,0
"ind","event","Total","IPT",2109,0
"ind","event","Total","HHT",640,0
"ind","event","Total","OMA",4788,0
"ind","sop","Total","EXP",26496,0
"ind","sop","Total","SLF",21642,0
"ind","sop","Total","PTR",14002,0
"ind","sop","Total","MCR",5036,0
"ind","sop","Total","MCD",7667,0
"ind","sop","Total","OTZ",5884,0
"ind","agegrps","Total","Under 5",2169,0
"ind","agegrps","Total","5-17",5482,0
"ind","agegrps","Total","18-44",8214,0
"ind","agegrps","Total","45-64",6782,0
"ind","agegrps","Total","65+",3849,0
"ind","region","Total","Northeast",4279,0
"ind","region","Total","Midwest",5666,0
"ind","region","Total","South",9789,0
"ind","region","Total","West",6762,0
"ind","married","Total","Married",9742,0
"ind","married","Total","Widowed",1393,0
"ind","married","Total","Divorced",2321,0
"ind","married","Total","Separated",593,0
"ind","married","Total","Never married",5587,0
"ind","married","Total","Inapplicable (age < 16)",6860,0
"ind","race","Total","Hispanic",6638,0
"ind","race","Total","White",12226,0
"ind","race","Total","Black",5188,0
"ind","race","Total","Amer. Indian, AK Native, or mult. races",601,0
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",1843,0
"ind","sex","Total","Male",11864,0
"ind","sex","Total","Female",14632,0
"ind","education","Total","Less than high school",3753,0
"ind","education","Total","High school",5587,0
"ind","education","Total","Some college",9353,0
"ind","education","Total","Inapplicable (age < 18)",7651,0
"ind","education","Total","Missing",152,0
"ind","employed","Total","Employed",10798,0
"ind","employed","Total","Not employed",8830,0
"ind","employed","Total","Inapplicable (age < 16)",6860,0
"ind","employed","Total","Missing",8,0
"ind","insurance","Total","Any private, all ages",15182,0
"ind","insurance","Total","Public only, all ages",8542,0
"ind","insurance","Total","Uninsured, all ages",2772,0
"ind","poverty","Total","Negative or poor",5847,0
"ind","poverty","Total","Near-poor",1613,0
"ind","poverty","Total","Low income",4361,0
"ind","poverty","Total","Middle income",7572,0
"ind","poverty","Total","High income",7103,0
"ind","health","Total","Excellent",7914,0
"ind","health","Total","Very good",7993,0
"ind","health","Total","Good",7121,0
"ind","health","Total","Fair",2605,0
"ind","health","Total","Poor",837,0
