"rowGrp","colGrp","rowLevels","colLevels","medEXP","medEXP_se"
"ind","ind","Total","Total",1313,27.5515266739313
"ind","event","Total","TOT",1313,27.5515266739313
"ind","event","Total","DVT",244,4.08170765539723
"ind","event","Total","RX",275,8.16341531079446
"ind","event","Total","OBV",458,8.41852203925679
"ind","event","Total","OBD",368,8.41852203925679
"ind","event","Total","OBO",269,6.6327749400205
"ind","event","Total","OPT",739,35.7149419847258
"ind","event","Total","OPY",1130,79.8484060087084
"ind","event","Total","OPZ",361,14.2859767938903
"ind","event","Total","ERT",681,23.7249257469964
"ind","event","Total","IPT",9877,344.138976695679
"ind","event","Total","HHT",3397,329.852999901789
"ind","event","Total","OMA",240,6.37766821155818
"ind","sop","Total","EXP",1313,27.5515266739313
"ind","sop","Total","SLF",317,7.39809512540748
"ind","sop","Total","PTR",866,22.7044988331471
"ind","sop","Total","MCR",1695,60.7154013740338
"ind","sop","Total","MCD",383,14.2859767938903
"ind","sop","Total","OTZ",303,14.5410835223526
"ind","agegrps","Total","Under 5",480,19.8983248200615
"ind","agegrps","Total","5-17",579,20.4085382769862
"ind","agegrps","Total","18-44",920,31.8883410577909
"ind","agegrps","Total","45-64",2107,71.1747772409892
"ind","agegrps","Total","65+",4496,151.27828997816
"ind","region","Total","Northeast",1532,65.562429214818
"ind","region","Total","Midwest",1426,52.8070927917017
"ind","region","Total","South",1255,54.8479466194003
"ind","region","Total","West",1137,44.3885707524449
"ind","married","Total","Married",1926,58.9296542747975
"ind","married","Total","Widowed",4374,252.300554449241
"ind","married","Total","Divorced",2515,131.635071886561
"ind","married","Total","Separated",2061,330.618320087176
"ind","married","Total","Never married",902,32.3985545147155
"ind","married","Total","Inapplicable (age < 16)",519,16.0717238931266
"ind","race","Total","Hispanic",637,26.7862064885443
"ind","race","Total","White",1660,40.56196982551
"ind","race","Total","Black",878,44.1334640239826
"ind","race","Total","Amer. Indian, AK Native, or mult. races",1157,106.889719225715
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",792,60.2051879171092
"ind","sex","Total","Male",1133,38.7762227262737
"ind","sex","Total","Female",1504,35.7149419847258
"ind","education","Total","Less than high school",1685,73.9809512540748
"ind","education","Total","High school",1902,71.9400974263762
"ind","education","Total","Some college",1814,52.5519860632394
"ind","education","Total","Inapplicable (age < 18)",543,17.8574709923629
"ind","education","Total","Missing",568,198.47303474369
"ind","employed","Total","Employed",1258,27.8066334023936
"ind","employed","Total","Not employed",2986,89.2873549618145
"ind","employed","Total","Inapplicable (age < 16)",519,16.0717238931266
"ind","employed","Total","Missing",310,258.168009203875
"ind","insurance","Total","Any private, all ages",1454,34.9496217993388
"ind","insurance","Total","Public only, all ages",1381,77.8075521810097
"ind","insurance","Total","Uninsured, all ages",468,24.4902459323834
"ind","poverty","Total","Negative or poor",870,45.6641043947565
"ind","poverty","Total","Near-poor",985,108.420359596489
"ind","poverty","Total","Low income",1063,57.3990139040236
"ind","poverty","Total","Middle income",1257,52.296879334777
"ind","poverty","Total","High income",1630,51.5315591493901
"ind","health","Total","Excellent",681,22.1942853762224
"ind","health","Total","Very good",1196,38.7762227262737
"ind","health","Total","Good",1937,77.0422319956228
"ind","health","Total","Fair",4436,209.952837524495
"ind","health","Total","Poor",9830,996.446881373849
"ind","health","Total","Missing",7543,2473.51483917072
"ind","mnhlth","Total","Excellent",872,25.000459389308
"ind","mnhlth","Total","Very good",1294,48.4702784078421
"ind","mnhlth","Total","Good",1963,94.1343828025987
"ind","mnhlth","Total","Fair",4459,333.169387371799
"ind","mnhlth","Total","Poor",7179,952.313417349867
"ind","mnhlth","Total","Missing",7543,2473.51483917072
"ind","agegrps_v2X","Total","Under 18",543,17.8574709923629
"ind","agegrps_v2X","Total","18-64",1373,31.6332343293285
"ind","agegrps_v2X","Total","65+",4496,151.27828997816
"ind","insurance_v2X","Total","<65, Any private",1210,26.7862064885443
"ind","insurance_v2X","Total","<65, Public only",695,27.8066334023936
"ind","insurance_v2X","Total","<65, Uninsured",466,25.5106728462327
"ind","insurance_v2X","Total","65+, Medicare only",3773,267.862064885443
"ind","insurance_v2X","Total","65+, Medicare and private",4815,240.820751668437
"ind","insurance_v2X","Total","65+, Medicare and other public",5298,641.083208625828
"ind","insurance_v2X","Total","65+, No medicare",2023,988.793679519979
"event","sop","TOT","EXP",1313,27.5515266739313
"event","sop","TOT","SLF",317,7.39809512540748
"event","sop","TOT","PTR",866,22.7044988331471
"event","sop","TOT","MCR",1695,60.7154013740338
"event","sop","TOT","MCD",383,14.2859767938903
"event","sop","TOT","OTZ",303,14.5410835223526
"event","sop","DVT","EXP",244,4.08170765539723
"event","sop","DVT","SLF",150,3.82660092693491
"event","sop","DVT","PTR",211,5.10213456924654
"event","sop","DVT","MCR",139,18.1125777208252
"event","sop","DVT","MCD",128,5.61234802617119
"event","sop","DVT","OTZ",159,9.94916241003075
"event","sop","RX","EXP",275,8.16341531079446
"event","sop","RX","SLF",104,2.55106728462327
"event","sop","RX","PTR",230,11.734909509267
"event","sop","RX","MCR",515,28.827060316243
"event","sop","RX","MCD",98,6.37766821155818
"event","sop","RX","OTZ",113,10.2042691384931
"event","sop","OBV","EXP",458,8.41852203925679
"event","sop","OBV","SLF",99,2.04085382769862
"event","sop","OBV","PTR",345,7.14298839694516
"event","sop","OBV","MCR",632,26.2759930316197
"event","sop","OBV","MCD",189,7.65320185386981
"event","sop","OBV","OTZ",204,9.94916241003075
"event","sop","OBD","EXP",368,8.41852203925679
"event","sop","OBD","SLF",75,1.27553364231164
"event","sop","OBD","PTR",275,6.6327749400205
"event","sop","OBD","MCR",495,23.2147122900718
"event","sop","OBD","MCD",167,5.35724129770887
"event","sop","OBD","OTZ",180,8.92873549618145
"event","sop","OBO","EXP",269,6.6327749400205
"event","sop","OBO","SLF",80,2.8061740130856
"event","sop","OBO","PTR",196,6.6327749400205
"event","sop","OBO","MCR",239,17.6023642639006
"event","sop","OBO","MCD",156,10.9695893238801
"event","sop","OBO","OTZ",176,17.0921508069759
"event","sop","OPT","EXP",739,35.7149419847258
