"rowGrp","colGrp","rowLevels","colLevels","meanEXP","meanEXP_se"
"ind","ind","Total","Total",5056.09297040494,127.643560068413
"ind","event","Total","TOT",5056.09297040494,127.643560068413
"ind","event","Total","DVT",681.395205348257,19.5319471914788
"ind","event","Total","RX",1521.92105750133,78.8353823674094
"ind","event","Total","OBV",1415.94463469774,28.2893734888525
"ind","event","Total","OBD",1110.07662272224,25.4325300038543
"ind","event","Total","OBO",851.027207863611,26.6132603609857
"ind","event","Total","OPT",2617.23689281656,103.625480067224
"ind","event","Total","OPY",3105.86917546427,138.234462997549
"ind","event","Total","OPZ",1300.45544229193,104.247299991689
"ind","event","Total","ERT",1353.88572559631,42.0702943271608
"ind","event","Total","IPT",17710.4806908687,929.415310860603
"ind","event","Total","HHT",7939.2677211745,677.194592199984
"ind","event","Total","OMA",456.957687205977,18.8049402313565
"ind","sop","Total","EXP",5056.09297040494,127.643560068413
"ind","sop","Total","SLF",799.625333345575,15.4343495280627
"ind","sop","Total","PTR",3401.8011386282,116.075503000701
"ind","sop","Total","MCR",6115.74643754656,297.335072401766
"ind","sop","Total","MCD",2725.37617095795,280.025793443497
"ind","sop","Total","OTZ",1884.27259256292,94.7311638240086
"ind","agegrps","Total","Under 5",1871.30562286918,264.648073874351
"ind","agegrps","Total","5-17",1821.68592679794,90.1007957476525
"ind","agegrps","Total","18-44",3618.28038213457,187.703073482322
"ind","agegrps","Total","45-64",6762.71973262393,269.341622701141
"ind","agegrps","Total","65+",9862.92065456701,434.265493358131
"ind","region","Total","Northeast",5339.36881574321,226.252573731224
"ind","region","Total","Midwest",4985.10914589317,222.610516394764
"ind","region","Total","South",4904.66175986621,194.667397688957
"ind","region","Total","West",5146.02576561052,388.869355292708
"ind","married","Total","Married",6218.82650916027,228.334493617545
"ind","married","Total","Widowed",9900.46454734447,533.427184402912
"ind","married","Total","Divorced",6882.18492536793,391.844121004882
"ind","married","Total","Separated",6452.90117415398,912.60166040032
"ind","married","Total","Never married",3954.31281438084,271.471707103564
"ind","married","Total","Inapplicable (age < 16)",1784.84820491085,109.970009772904
"ind","race","Total","Hispanic",3288.6376254759,196.56791548584
"ind","race","Total","White",5603.9157598754,164.439787228939
"ind","race","Total","Black",4677.1311589377,223.273037171613
"ind","race","Total","Amer. Indian, AK Native, or mult. races",3429.77382360359,252.963648333056
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",4354.81091509669,1046.40964868048
