"rowGrp","colGrp","rowLevels","colLevels","meanEVT","meanEVT_se"
"ind","ind","Total","Total",241.215141368515,5.74088934519499
"ind","event","Total","DVT",305.779015877857,7.57246735416902
"ind","event","Total","ERT",926.542888934397,26.3614877051284
"ind","event","Total","HHT",1489.89879595794,87.6942735924753
"ind","event","Total","IPT",13784.723418106,683.892267119329
"ind","event","Total","OBV",201.29140040222,3.19904852575674
"ind","event","Total","OPT",878.985348559654,47.5807839058962
"ind","event","Total","RX",89.8105414978767,4.5354246610316
"ind","sop","Total","XP",241.215141368515,5.74088934519499
"ind","sop","Total","SF",31.7567210095224,0.698542433779948
"ind","sop","Total","PR",105.38559314839,3.73599633035564
"ind","sop","Total","MR",59.498126523948,3.07809975808856
"ind","sop","Total","MD",26.2596518421627,2.79298590272554
"ind","sop","Total","OZ",18.3150488444921,0.985378793419297
"ind","agegrps","Total","Under 5",269.124086725689,34.4270328807967
"ind","agegrps","Total","5-17",211.15241949068,9.97923718339495
"ind","agegrps","Total","18-44",266.531048914819,13.2685637623072
"ind","agegrps","Total","45-64",239.979264282087,8.75765627318837
"ind","agegrps","Total","65+",231.202317817463,10.2564814025763
"ind","region","Total","Northeast",246.891091966484,9.86583106714606
"ind","region","Total","Midwest",227.431194652034,8.63010639407328
"ind","region","Total","South",229.180589504493,7.69146044395092
"ind","region","Total","West",273.960775405884,19.9847831888167
"ind","married","Total","Married",252.307517095482,8.32377554970274
"ind","married","Total","Widowed",219.823275954408,11.4848018722262
"ind","married","Total","Divorced",225.379801311345,12.8245416239706
"ind","married","Total","Separated",210.867931906458,19.7266914254576
"ind","married","Total","Never married",250.178129845036,17.0333148533238
"ind","married","Total","Inapplicable (age < 16)",223.485527706767,12.8031945466604
"ind","race","Total","Hispanic",236.345922787685,11.9340915590557
"ind","race","Total","White",238.384783402973,6.27956864752088
"ind","race","Total","Black",251.125023189732,11.1544380924072
"ind","race","Total","Amer. Indian, AK Native, or mult. races",179.518064162344,11.6541906518636
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",329.635143592383,85.2035940364477
"ind","sex","Total","Male",262.75361625534,11.184544006135
"ind","sex","Total","Female",225.851459732463,5.36162176585075
"ind","education","Total","Less than high school",202.795288283375,7.14788782719621
"ind","education","Total","High school",245.018460067516,12.4266672860831
"ind","education","Total","Some college",252.809004689588,8.6202216038154
"ind","education","Total","Inapplicable (age < 18)",225.135732800902,11.2222684800521
"ind","education","Total","Missing",389.526462097399,127.452341924557
"ind","employed","Total","Employed",246.755497943636,10.3306675875775
"ind","employed","Total","Not employed",240.028434937643,7.41937127660748
"ind","employed","Total","Inapplicable (age < 16)",223.485527706767,12.8031945466604
"ind","insurance","Total","Any private, all ages",256.977054885306,6.98535722176653
"ind","insurance","Total","Public only, all ages",217.783423371737,10.78009561629
